,代码,名称,行业,质押比例(%),质押股数(万股),质押市值(亿元),质押笔数,无限售股质押数(股),限售股质押数(股),近年来涨跌幅(%),日期
883,300425,环能科技,环保工程,5.01,3385.36,16554.4104,1,3385.36,0,13.34746246,2019-09-12T00:00:00
884,300419,浩丰科技,电子信息,0.05,19.68,142.68,15,19.68,0,14.17322966,2019-09-12T00:00:00
885,300418,昆仑万维,文教休闲,16.97,19546.08,262503.8544,57,4511.08,15035,-5.82047588,2019-09-12T00:00:00
886,300417,南华仪器,仪器仪表,4.78,390,18642,2,390,0,205.05167544,2019-09-12T00:00:00
887,300416,苏试试验,电子元件,12.73,1725.98,36038.4624,12,728.98,997,10.61499048,2019-09-12T00:00:00
888,300420,五洋停车,机械行业,16.08,11508.6,85393.812,9,11508.6,0,73.81768668,2019-09-12T00:00:00
889,300411,金盾股份,机械行业,64.02,29217.46,237537.9498,28,8333.45,20884.01,-28.93356517,2019-09-12T00:00:00
890,300412,迦南科技,医疗行业,9.58,2473.46,16819.528,3,2473.46,0,-15.10657909,2019-09-12T00:00:00
891,300410,正业科技,电子元件,36.04,13761.96,132114.816,21,13253.47,508.49,-13.87346078,2019-09-12T00:00:00
892,300415,伊之密,机械行业,9.13,3943.1,29139.509,21,917.94,3025.16,2.80152582,2019-09-12T00:00:00
893,300413,芒果超媒,文化传媒,1.3,1363.89,65916.8037,2,1277.7,86.19,40.12757391,2019-09-12T00:00:00
894,300405,科隆股份,化工行业,21.12,4815.26,45456.0544,10,4815.26,0,80.08340818,2019-09-12T00:00:00
895,300409,道氏技术,材料行业,37.6,17296.46,229696.9888,38,13188.02,4108.44,-13.1719851,2019-09-12T00:00:00
896,300408,三环集团,电子元件,0,0.48,10.32,11,0.48,0,4.01121181,2019-09-12T00:00:00
897,300407,凯发电气,仪器仪表,2.25,681.92,5441.7216,12,681.92,0,16.62147988,2019-09-12T00:00:00
898,300404,博济医药,医药制造,3.61,625.5,13310.64,1,625.5,0,103.27038681,2019-09-12T00:00:00
899,300400,劲拓股份,机械行业,24.3,5932.84,86856.7776,13,494.84,5438,-5.365223,2019-09-12T00:00:00
900,300399,京天利,电子信息,0,0.04,0.574,2,0.04,0,35.0381718,2019-09-12T00:00:00
901,300403,汉宇集团,机械行业,42.48,25618.05,144741.9825,34,25618.05,0,8.33856378,2019-09-12T00:00:00
902,300402,宝色股份,专用设备,2.48,500,5380,2,500,0,13.72597911,2019-09-12T00:00:00
903,300401,花园生物,食品饮料,26.26,12587,168917.54,4,12587,0,-15.222946,2019-09-12T00:00:00
904,300397,天和防务,电子信息,42.39,10172.74,270187.9744,22,10172.74,0,134.00881053,2019-09-12T00:00:00
905,300396,迪瑞医疗,医疗行业,18.35,5065.21,90160.738,6,5065.21,0,4.53544977,2019-09-12T00:00:00
906,300395,菲利华,玻璃陶瓷,3.4,1016.92,21680.7344,6,1016.92,0,44.25275787,2019-09-12T00:00:00
907,300394,天孚通信,通讯行业,0.53,105.36,4030.02,1,105.36,0,79.26299857,2019-09-12T00:00:00
908,300398,飞凯材料,化工行业,25.29,13093.71,180562.2609,15,10684.85,2408.86,-4.46614609,2019-09-12T00:00:00
909,300393,中来股份,材料行业,63.47,22791.98,327748.6724,33,14601.71,8190.27,34.4599206,2019-09-12T00:00:00
910,300392,腾信股份,文化传媒,47.46,18225.62,133776.0508,11,5803.13,12422.49,9.38897169,2019-09-12T00:00:00
911,300391,康跃科技,机械行业,30.15,10563.47,69824.5367,13,10563.47,0,5.03297649,2019-09-12T00:00:00
912,300390,天华超净,电子元件,24.49,13502.88,77101.4448,14,11972.48,1530.4,-1.20097825,2019-09-12T00:00:00
913,300389,艾比森,电子元件,0.67,215,2562.8,2,215,0,-34.46567012,2019-09-12T00:00:00
914,300385,雪浪环境,机械行业,46.29,9638.99,131572.2135,30,9030.88,608.11,39.20479103,2019-09-12T00:00:00
915,300384,三联虹普,化纤行业,28.97,9248.15,216499.1915,10,9248.15,0,48.67158268,2019-09-12T00:00:00
916,300388,国祯环保,环保工程,25.26,16935.19,164779.3987,24,16935.19,0,14.88319597,2019-09-12T00:00:00
917,300387,富邦股份,化工行业,8.13,2350.03,24440.312,3,2350.03,0,74.49518316,2019-09-12T00:00:00
918,300386,飞天诚信,软件服务,0,1.28,17.2928,2,1.28,0,14.76932343,2019-09-12T00:00:00
919,300381,溢多利,农牧饲渔,24.31,10435.22,105395.722,28,10435.22,0,42.60568051,2019-09-12T00:00:00
920,300380,安硕信息,电子信息,8.73,1200,25848,2,1200,0,13.79402511,2019-09-12T00:00:00
921,300383,光环新网,电信运营,7.62,11756.35,246413.096,13,11756.35,0,46.35053535,2019-09-12T00:00:00
922,300379,东方通,软件服务,4.04,1119,44110.98,2,1119,0,198.41029524,2019-09-12T00:00:00
923,300382,斯莱克,机械行业,34.89,19699.99,114456.9419,8,19699.99,0,0.94594506,2019-09-12T00:00:00
924,300378,鼎捷软件,软件服务,0,0.3,5.487,3,0.3,0,69.58738939,2019-09-12T00:00:00
925,300376,易事特,输配电气,49.99,116380,579572.4,42,116380,0,5.07869163,2019-09-12T00:00:00
926,300374,恒通科技,装修装饰,44.17,10862.99,105805.5226,14,10862.99,0,5.2487142,2019-09-12T00:00:00
927,300377,赢时胜,软件服务,14.96,11101,141759.77,10,11101,0,-10.95267203,2019-09-12T00:00:00
928,300373,扬杰科技,电子元件,16.96,8007.16,141006.0876,14,2021.16,5986,-18.93433709,2019-09-12T00:00:00
929,300371,汇中股份,仪器仪表,2.69,452.04,5998.5708,7,452.04,0,26.54277073,2019-09-12T00:00:00
930,300370,安控科技,仪器仪表,22.26,21303.5,81805.44,24,21303.5,0,21.13564668,2019-09-12T00:00:00
931,002548,金新农,农牧饲渔,2.01,869,9915.29,2,869,0,50.32938077,2019-09-12T00:00:00
932,002546,新联电子,输配电气,0,0.88,3.9776,2,0.88,0,23.1342666,2019-09-12T00:00:00
933,002547,春兴精工,金属制品,38.94,43930.54,484553.8562,32,43930.54,0,203.85674931,2019-09-12T00:00:00
934,002541,鸿路钢构,水泥建材,12.82,6715.09,52109.0984,7,6715.09,0,11.50614375,2019-09-12T00:00:00
935,002545,东方铁塔,水泥建材,41.89,52873.96,349496.8756,16,28315.16,24558.8,3.19064814,2019-09-12T00:00:00
936,002544,杰赛科技,通讯行业,0,1.26,17.9424,2,1.26,0,14.20456676,2019-09-12T00:00:00
937,002542,中化岩土,工程建设,35.36,63840.82,260470.5456,57,60624.65,3216.17,-11.27075667,2019-09-12T00:00:00
938,002540,亚太科技,有色金属,23.02,29248.86,128402.4954,17,29248.86,0,-6.14863613,2019-09-12T00:00:00
939,002536,飞龙股份,汽车行业,14.98,7500.03,40350.1614,4,7500.03,0,-10.41559777,2019-09-12T00:00:00
940,002535,林州重机,机械行业,40.47,32447.14,112591.5758,49,32447.14,0,-5.44959129,2019-09-12T00:00:00
941,002539,云图控股,化肥行业,27.34,27617.46,136706.427,24,27617.46,0,20.02242063,2019-09-12T00:00:00
942,002538,司尔特,化肥行业,28.14,20206.54,107094.662,69,20206.54,0,15.5842857,2019-09-12T00:00:00
943,002537,海联金汇,材料行业,23.43,29139.26,270120.9402,15,29139.26,0,-6.07335168,2019-09-12T00:00:00
944,002532,新界泵业,机械行业,32.82,16511.5,111947.97,10,16511.5,0,51.32499682,2019-09-12T00:00:00
945,002533,金杯电工,输配电气,32.4,18314.14,93218.9726,14,18314.14,0,11.23399098,2019-09-12T00:00:00
946,002531,天顺风能,机械行业,27.79,49443,359450.61,11,49443,0,91.72495182,2019-09-12T00:00:00
947,002527,新时达,机械行业,0,0.55,2.904,3,0.55,0,-13.30049261,2019-09-12T00:00:00
948,002526,山东矿机,机械行业,9.33,16625.16,40232.8872,3,13233.78,3391.38,-9.28974345,2019-09-12T00:00:00
949,002530,金财互联,软件服务,27.92,21877.52,241965.3712,36,3462.86,18414.66,46.29629632,2019-09-12T00:00:00
950,002529,海源复材,专用设备,21.45,5576.65,37921.22,20,5576.65,0,-20.18779348,2019-09-12T00:00:00
951,002528,英飞拓,安防设备,12.62,15125.19,71088.393,7,15125.19,0,25.3333333,2019-09-12T00:00:00
952,002524,光正集团,公用事业,29.22,15071.66,105200.1868,7,15071.66,0,36.59491193,2019-09-12T00:00:00
953,002523,天桥起重,机械行业,1.74,2458.37,9194.3038,14,2458.37,0,9.64490569,2019-09-12T00:00:00
954,002520,日发精机,机械行业,42.05,31785.14,233302.9276,13,26385.14,5400,8.41991881,2019-09-12T00:00:00
955,002522,浙江众成,包装材料,31.26,28316.4,168199.416,6,28316.4,0,22.8554896,2019-09-12T00:00:00
956,002521,齐峰新材,造纸印刷,1.26,625.51,3559.1519,10,625.51,0,-3.26220035,2019-09-12T00:00:00
957,002518,科士达,输配电气,0.84,492.01,4506.8116,9,492.01,0,34.41919749,2019-09-12T00:00:00
958,002519,银河电子,家电行业,23.63,26613.75,118165.05,13,21600.93,5012.82,20,2019-09-12T00:00:00
959,002517,恺英网络,电子信息,40.71,87633.56,273416.7072,116,85007.86,2625.7,-41.13207547,2019-09-12T00:00:00
960,002516,旷达科技,纺织服装,32.89,48372,142697.4,9,45680.28,2691.72,0.02010678,2019-09-12T00:00:00
961,002515,金字火腿,食品饮料,51.26,50144.7,265766.91,50,50144.7,0,11.81434601,2019-09-12T00:00:00
962,002514,宝馨科技,金属制品,35.8,19833.84,119399.7168,26,19833.84,0,11.89591077,2019-09-12T00:00:00
963,002513,蓝丰生化,农药兽药,14.86,5055,28156.35,7,2585.37,2469.63,-8.68852458,2019-09-12T00:00:00
964,002510,天汽模,汽车行业,5.32,4897,19196.24,28,4897,0,-4.17150339,2019-09-12T00:00:00
965,002509,天广中茂,专用设备,42.44,105784.92,187239.3084,37,79878.34,25906.58,-33.20754718,2019-09-12T00:00:00
966,002508,老板电器,家电行业,0,1,27.96,51,1,0,35.39527071,2019-09-12T00:00:00
967,002512,达华智能,电子元件,28.65,31378.86,163170.072,46,31378.86,0,-46.16977226,2019-09-12T00:00:00
968,002511,中顺洁柔,造纸印刷,1.37,1789.36,23887.956,6,1789.36,0,76.21206481,2019-09-12T00:00:00
969,002506,协鑫集成,电子元件,40.71,206909.87,1315946.7732,19,206909.87,0,37.06896555,2019-09-12T00:00:00
970,002505,大康农业,农牧饲渔,46.45,254778.97,496818.9915,27,254778.97,0,8.93854749,2019-09-12T00:00:00
971,002504,弘高创意,装修装饰,41.35,42412.58,132751.3754,15,0,42412.58,-2.18749997,2019-09-12T00:00:00
972,002503,搜于特,纺织服装,30.94,95686.5,233475.06,52,95686.5,0,-21.7948718,2019-09-12T00:00:00
973,002507,涪陵榨菜,食品饮料,1.07,843.69,19936.3947,17,843.69,0,1.14591945,2019-09-12T00:00:00
974,002498,汉缆股份,输配电气,0,1.58,4.7242,2,1.58,0,39.06753702,2019-09-12T00:00:00
975,002501,*ST利源,有色金属,21.96,26678,34147.84,10,25790,888,-66.92506536,2019-09-12T00:00:00
976,002499,*ST科林,机械行业,28,5292,21432.6,8,5292,0,-57.72442613,2019-09-12T00:00:00
977,002500,山西证券,券商信托,0,2.03,16.9302,11,2.03,0,37.81255772,2019-09-12T00:00:00
978,002502,鼎龙文化,文化传媒,37.76,32468.43,105197.7132,25,32219.8,248.63,-43.84748876,2019-09-12T00:00:00
979,002496,辉丰股份,农药兽药,32.42,48875,142226.25,16,48875,0,34.72221497,2019-09-12T00:00:00
980,002494,华斯股份,纺织服装,13.23,5100.2,26878.054,13,5100.2,0,-12.88183759,2019-09-12T00:00:00
981,002072,*ST凯瑞,软件服务,5.19,914.31,4242.3984,1,914.31,0,-39.34640532,2019-09-12T00:00:00
982,002075,沙钢股份,钢铁行业,21.63,47726.52,382766.6904,35,47726.52,0,-50.00025832,2019-09-12T00:00:00
983,002074,国轩高科,材料行业,12.26,13940,201990.6,10,13940,0,11.05030615,2019-09-12T00:00:00
984,002073,软控股份,电子信息,0,3.83,25.3929,2,3.83,0,20.10869566,2019-09-12T00:00:00
985,002071,长城影视,文化传媒,40.8,21435.23,77809.8849,24,21435.23,0,-27.8330019,2019-09-12T00:00:00
986,002068,黑猫股份,化工行业,16.51,12006.61,65676.1567,13,6.61,12000,-22.65645513,2019-09-12T00:00:00
987,002065,东华软件,软件服务,0.34,1058.6,7844.226,35,1058.6,0,-15.67904325,2019-09-12T00:00:00
988,002064,华峰氨纶,化纤行业,0,1.65,8.6625,4,1.65,0,26.00489886,2019-09-12T00:00:00
989,002069,獐子岛,农牧饲渔,48.8,34705.19,112791.8675,11,34615.59,89.6,-13.33333335,2019-09-12T00:00:00
990,002067,景兴纸业,造纸印刷,7.56,8400.59,28057.9706,5,8400.59,0,-6.16618183,2019-09-12T00:00:00
991,002063,远光软件,软件服务,0,2.83,30.1961,5,2.83,0,76.2683903,2019-09-12T00:00:00
992,002062,宏润建设,工程建设,39.03,43033.04,158361.5872,23,43033.04,0,-6.61941742,2019-09-12T00:00:00
993,002059,云南旅游,旅游酒店,2.89,2926.25,17294.1375,14,2926.25,0,1.28603126,2019-09-12T00:00:00
994,002058,威尔泰,仪器仪表,6.72,963.46,13575.1514,4,963.46,0,43.30002729,2019-09-12T00:00:00
995,002060,粤水电,工程建设,0,0.22,0.6798,3,0.22,0,8.65629455,2019-09-12T00:00:00
996,002056,横店东磁,电子元件,8.52,14003.08,100402.0836,8,14003.08,0,18.37115877,2019-09-12T00:00:00
997,002052,同洲电子,通讯行业,16.5,12310.7,62907.677,2,12310.7,0,33.76963349,2019-09-12T00:00:00
998,002051,中工国际,工程建设,0.27,339.86,3677.2852,5,339.86,0,-27.34975078,2019-09-12T00:00:00
999,002055,得润电子,电子元件,31.34,15032.93,169571.4504,21,15032.93,0,-1.60761683,2019-09-12T00:00:00
1000,002057,中钢天源,综合行业,10.11,5818.31,71332.4806,1,5818.31,0,197.82036952,2019-09-12T00:00:00
1001,002049,紫光国微,电子元件,0,0.16,9.2224,8,0.16,0,53.15556378,2019-09-12T00:00:00
1002,002047,宝鹰股份,装修装饰,31.43,42151.5,230990.22,39,34331.95,7819.55,-8.79591333,2019-09-12T00:00:00
1003,002045,国光电器,电子元件,5.76,2700,18576,1,2700,0,24.67724551,2019-09-12T00:00:00
1004,002050,三花智控,家电行业,21.76,60190.61,781274.1178,6,60190.61,0,49.44191624,2019-09-12T00:00:00
1005,002048,宁波华翔,汽车行业,0,1.29,18.7179,7,1.29,0,36.56828627,2019-09-12T00:00:00
1006,002040,南京港,港口水运,0,1.27,9.9187,2,1.27,0,20.88421389,2019-09-12T00:00:00
1007,002042,华孚时尚,化纤行业,0,3.45,25.047,7,3.45,0,12.20084369,2019-09-12T00:00:00
1008,002041,登海种业,农牧饲渔,13.35,11750,113740,8,11750,0,31.88010899,2019-09-12T00:00:00
1009,002044,美年健康,医疗行业,29.22,109348.07,1405122.6995,60,88316.33,21031.74,-3.30535333,2019-09-12T00:00:00
1010,002043,兔宝宝,木业家具,27.37,21204.19,117683.2545,46,21204.19,0,-11.66459064,2019-09-12T00:00:00
1011,002035,华帝股份,家电行业,11.29,9952.78,110276.8024,18,9895.18,57.6,13.02778901,2019-09-12T00:00:00
1012,002034,旺能环境,环保工程,40.32,16795.78,275450.792,26,6992.29,9803.49,18.01866248,2019-09-12T00:00:00
1013,002038,双鹭药业,医药制造,5.5,5649.47,80335.4634,12,5649.47,0,-36.65789164,2019-09-12T00:00:00
1014,002037,久联发展,化工行业,2.89,1408.62,10719.5982,5,2.62,1406,-3.08784443,2019-09-12T00:00:00
1015,002036,联创电子,电子信息,11.35,8115.13,113611.82,7,8115.13,0,85.27358454,2019-09-12T00:00:00
1016,002028,思源电气,输配电气,3.74,2840.69,32639.5281,4,2840.69,0,-27.77442959,2019-09-12T00:00:00
1017,002031,巨轮智能,汽车行业,15.53,34152.7,72062.197,6,34152.7,0,1.93236714,2019-09-12T00:00:00
1018,002029,七匹狼,纺织服装,17.37,13128.89,79823.6512,7,13128.89,0,-7.71558479,2019-09-12T00:00:00
1019,002033,丽江旅游,旅游酒店,14.18,7790.46,47365.9968,5,7790.46,0,-11.01978434,2019-09-12T00:00:00
1020,002030,达安基因,医药制造,2.65,2116.22,23363.0688,28,2116.22,0,-38.12228412,2019-09-12T00:00:00
1021,002026,山东威达,机械行业,7.06,2965.98,16520.5086,5,2965.98,0,7.74393974,2019-09-12T00:00:00
1022,002024,苏宁易购,商业百货,13.22,123094.96,1356506.4592,84,123094.96,0,-8.87893483,2019-09-12T00:00:00
1023,002023,海特高新,航天航空,12.46,9431.18,119304.427,13,9431.18,0,7.11261642,2019-09-12T00:00:00
1024,002027,分众传媒,文化传媒,1.94,28468.34,161130.8044,20,28468.34,0,-23.44131334,2019-09-12T00:00:00
1025,002025,航天电器,电子元件,0,0.06,1.7142,1,0.06,0,7.2116057,2019-09-12T00:00:00
1026,002018,华信退,石油行业,38.14,86866.88,47776.784,7,86866.88,0,-57.69230574,2019-09-12T00:00:00
1027,002022,科华生物,医药制造,4.71,2428.45,24454.4915,2,2428.45,0,-7.90195751,2019-09-12T00:00:00
1028,002020,京新药业,医药制造,23.19,16812.73,225122.4547,28,14850.2,1962.53,14.85258207,2019-09-12T00:00:00
1029,002019,亿帆医药,医药制造,17.08,21024,286977.6,82,21024,0,14.16812156,2019-09-12T00:00:00
1030,002021,*ST中捷,机械行业,42.56,29275,50060.25,13,29275,0,-42.42424062,2019-09-12T00:00:00
1031,002012,凯恩股份,造纸印刷,1.61,753.63,4009.3116,5,753.63,0,-8.74785592,2019-09-12T00:00:00
1032,002015,协鑫能科,纺织服装,59.16,80017.63,456100.491,5,8620.41,71397.22,12.20472284,2019-09-12T00:00:00
1033,002014,永新股份,包装材料,14.52,7310,52924.4,3,7310,0,29.37158869,2019-09-12T00:00:00
1034,603659,璞泰来,材料行业,11.09,4822.84,251559.3344,7,2546.64,2276.2,23.69361594,2019-09-12T00:00:00
1035,603639,海利尔,化工行业,0,0.07,1.8172,1,0.07,0,-6.23014348,2019-09-12T00:00:00
1036,603638,艾迪精密,专用设备,6.21,2393.16,63538.398,3,0,2393.16,38.50192397,2019-09-12T00:00:00
1037,603637,镇海股份,工程建设,1.36,236.27,4016.59,5,0.62,235.65,27.05592214,2019-09-12T00:00:00
1038,603648,畅联股份,交运物流,0,0.18,2.187,1,0.18,0,-0.29965467,2019-09-12T00:00:00
1039,603628,清源股份,电子元件,41.3,11307.65,92609.6535,21,0.07,11307.58,-1.54578994,2019-09-12T00:00:00
1040,603636,南威软件,软件服务,35.82,18863.41,217306.4832,30,18863.41,0,34.86296741,2019-09-12T00:00:00
1041,603630,拉芳家化,化工行业,26.15,5929.21,82238.1427,23,0.39,5928.82,-10.9632339,2019-09-12T00:00:00
1042,603615,茶花股份,塑胶制品,9.99,2444.6,24030.418,5,0.6,2444,3.93385309,2019-09-12T00:00:00
1043,603633,徕木股份,电子元件,18.54,3770.26,35742.0648,13,871,2899.26,21.0654481,2019-09-12T00:00:00
1044,603616,韩建河山,水泥建材,26.68,7826.89,72398.7325,2,7826.89,0,-19.69023061,2019-09-12T00:00:00
1045,603626,科森科技,金属制品,40.49,16720.97,135105.4376,43,0,16720.97,-31.49550172,2019-09-12T00:00:00
1046,603619,中曼石油,石油行业,43.97,17586.93,288777.3906,13,0,17586.93,-35.09099858,2019-09-12T00:00:00
1047,603618,杭电股份,输配电气,0.3,203.88,1290.5604,12,203.88,0,20.29196319,2019-09-12T00:00:00
1048,603612,索通发展,材料行业,8.99,3031.08,34796.7984,13,730.14,2300.94,-26.6243227,2019-09-12T00:00:00
1049,603606,东方电缆,输配电气,17.61,11517.39,142585.2882,4,9991.3,1526.09,77.52418041,2019-09-12T00:00:00
1050,603609,禾丰牧业,农牧饲渔,17.4,16046.5,220478.91,22,16046.5,0,78.61371293,2019-09-12T00:00:00
1051,603607,京华激光,造纸印刷,0.73,92.78,1885.2896,8,0.07,92.71,7.82588537,2019-09-12T00:00:00
1052,603611,诺力股份,机械行业,14.4,3854.44,64985.8584,16,2813.64,1040.8,29.96097604,2019-09-12T00:00:00
1053,603608,天创时尚,纺织服装,17.93,7736.6,50984.194,7,3267.36,4469.24,-23.98389613,2019-09-12T00:00:00
1054,603603,博天环境,环保工程,39.14,16351.86,216989.1822,45,0.24,16351.62,-14.91120348,2019-09-12T00:00:00
1055,603601,再升科技,玻璃陶瓷,4.41,3099.4,23462.458,11,3099.4,0,35.96052889,2019-09-12T00:00:00
1056,603600,永艺股份,木业家具,27.35,8279.79,91243.2858,30,8279.79,0,59.08025196,2019-09-12T00:00:00
1057,603602,纵横通信,通讯行业,11.27,1766.53,41089.4878,10,757.13,1009.4,19.45657262,2019-09-12T00:00:00
1058,603605,珀莱雅,化工行业,6.48,1305,106944.75,6,0,1305,106.30258401,2019-09-12T00:00:00
1059,603596,伯特利,汽车行业,2.52,1030,16377,2,500,530,-41.63998939,2019-09-12T00:00:00
1060,603598,引力传媒,文化传媒,43.64,11811.17,95670.477,14,11811.17,0,-17.0081967,2019-09-12T00:00:00
1061,603590,康辰药业,医药制造,1.19,190,7676,1,0,190,-18.43216275,2019-09-12T00:00:00
1062,603599,广信股份,农药兽药,0,0.17,2.5347,3,0.17,0,21.21753486,2019-09-12T00:00:00
1063,603580,艾艾精工,塑胶制品,0,0.58,7.453,5,0.58,0,16.87051826,2019-09-12T00:00:00
1064,603586,金麒麟,汽车行业,0.77,156.69,2820.42,9,156.69,0,39.13655655,2019-09-12T00:00:00
1065,603589,口子窖,酿酒行业,11.73,7040.92,428087.936,19,7040.92,0,33.54244643,2019-09-12T00:00:00
1066,603588,高能环境,环保工程,14.12,9519.38,96716.9008,15,9519.38,0,16.44603323,2019-09-12T00:00:00
1067,603595,东尼电子,材料行业,13.02,2603,73769.02,5,0,2603,10.49075535,2019-09-12T00:00:00
1068,603585,苏利股份,化工行业,0.02,4.49,104.4374,9,4.49,0,12.86035469,2019-09-12T00:00:00
1069,603578,三星新材,玻璃陶瓷,40.83,3656,72535.04,7,0,3656,-3.83845142,2019-09-12T00:00:00
1070,603577,汇金通,输配电气,49,8576,99824.64,3,0,8576,22.35577831,2019-09-12T00:00:00
1071,603568,伟明环保,环保工程,0.91,854.58,18296.5578,5,854.58,0,15.15938003,2019-09-12T00:00:00
1072,603579,荣泰健康,专用设备,5.03,704,19240.32,11,0,704,-38.71041955,2019-09-12T00:00:00
1073,603566,普莱柯,农药兽药,1.83,589.89,11762.4066,2,589.89,0,40.79927429,2019-09-12T00:00:00
1074,603569,长久物流,交运物流,44.51,24939.23,270091.8609,23,24939.23,0,-12.83868675,2019-09-12T00:00:00
1075,603559,中通国脉,通讯行业,12.67,1816.21,38358.3552,60,0.48,1815.73,-17.8669121,2019-09-12T00:00:00
1076,603557,起步股份,纺织服装,35.06,16629,139351.02,7,1430,15199,-16.48590061,2019-09-12T00:00:00
1077,603567,珍宝岛,医药制造,49.9,42370,522422.1,8,42370,0,-3.32515183,2019-09-12T00:00:00
1078,603558,健盛集团,纺织服装,20.2,8410.16,74850.424,10,8410.16,0,3.47677662,2019-09-12T00:00:00
1079,603536,惠发食品,食品饮料,14.5,2436,25943.4,1,0,2436,20.51409812,2019-09-12T00:00:00
1080,603533,掌阅科技,文化传媒,14.31,5740.02,91208.9178,8,1735.02,4005,-30.91175714,2019-09-12T00:00:00
1081,603556,海兴电力,输配电气,0,0.42,7.6482,9,0.42,0,38.90398896,2019-09-12T00:00:00
1082,603538,美诺华,医药制造,3.34,500,10775,2,0,500,57.7178978,2019-09-12T00:00:00
1083,603518,锦泓集团,纺织服装,47.71,12040,96199.6,4,12040,0,-26.44264497,2019-09-12T00:00:00
1084,603555,贵人鸟,纺织服装,77.14,48492,224517.96,36,48492,0,-36.57534247,2019-09-12T00:00:00
1085,603517,绝味食品,食品饮料,3.67,2108.75,83696.2875,6,534.8,1573.95,52.09403048,2019-09-12T00:00:00
1086,600448,华纺股份,纺织服装,3.81,2000,13000,3,2000,0,68.83116875,2019-09-12T00:00:00
1087,600444,国机通用,机械行业,4.42,647,7498.73,1,647,0,12.66488254,2019-09-12T00:00:00
1088,600436,片仔癀,医药制造,13.46,8119.84,812308.7936,43,8119.84,0,5.46851496,2019-09-12T00:00:00
1089,600435,北方导航,机械行业,6.87,10232,97715.6,1,10232,0,7.66629087,2019-09-12T00:00:00
1090,600422,昆药集团,医药制造,13.98,10642.83,127394.6751,1,10642.83,0,65.00432334,2019-09-12T00:00:00
1091,600421,*ST仰帆,机械行业,21.59,4222.9,29433.613,2,4222.9,0,35.33980629,2019-09-12T00:00:00
1092,600420,现代制药,医药制造,1.31,1387.56,12515.7912,17,47.56,1340,-4.38598967,2019-09-12T00:00:00
1093,600419,天润乳业,食品饮料,7.89,1633.5,23424.39,8,1633.5,0,1.89411497,2019-09-12T00:00:00
1094,600418,江淮汽车,汽车行业,2.5,4723.91,25083.9621,2,4723.91,0,9.93788819,2019-09-12T00:00:00
1095,600416,湘电股份,机械行业,31.87,30139.09,214288.9299,6,24139.09,6000,4.09956077,2019-09-12T00:00:00
1096,600410,华胜天成,软件服务,7.85,8623,105286.83,6,8623,0,61.50793651,2019-09-12T00:00:00
1097,600409,三友化工,化工行业,0,0.26,1.4118,3,0.26,0,-28.79163945,2019-09-12T00:00:00
1098,600408,ST安泰,煤炭采选,31.57,31780.71,75955.8969,1,31780.71,0,-19.52862023,2019-09-12T00:00:00
1099,600415,小商品城,商业百货,0,5.06,20.3918,4,5.06,0,0.94483694,2019-09-12T00:00:00
1100,600406,国电南瑞,输配电气,0,0.18,3.6036,1,0.18,0,24.9845813,2019-09-12T00:00:00
1101,600400,红豆股份,纺织服装,43.79,110932.43,386044.8564,18,110932.43,0,-11.61905131,2019-09-12T00:00:00
1102,600405,动力源,电子元件,9.89,5537,27740.37,3,5537,0,12.5842697,2019-09-12T00:00:00
1103,600398,海澜之家,纺织服装,21.49,95000,800850,7,95000,0,-6.94585532,2019-09-12T00:00:00
1104,600403,大有能源,煤炭采选,42.18,100851.99,370126.8033,4,100851.99,0,-11.20710119,2019-09-12T00:00:00
1105,600399,ST抚钢,钢铁行业,26.44,52141.22,152773.7746,9,52141.22,0,-46.72727223,2019-09-12T00:00:00
1106,600395,盘江股份,煤炭采选,23.17,38350.01,206706.5539,5,38350.01,0,3.85456607,2019-09-12T00:00:00
1107,600392,盛和资源,有色金属,23.79,41758.93,415501.3535,52,13771.67,27987.26,17.07430318,2019-09-12T00:00:00
1108,600390,五矿资本,多元金融,14.75,55287.7,535184.936,18,51.05,55236.65,29.20786265,2019-09-12T00:00:00
1109,600391,航发科技,航天航空,0,0.11,1.9547,2,0.11,0,31.92279139,2019-09-12T00:00:00
1110,600393,粤泰股份,房地产,63.45,160916.28,447347.2584,23,8001.05,152915.23,18.29787231,2019-09-12T00:00:00
1111,600382,广东明珠,国际贸易,43.2,26216.47,191118.0663,23,9956.31,16260.16,-3.60892849,2019-09-12T00:00:00
1112,600388,龙净环保,机械行业,26.93,28790.27,314101.8457,6,28790.27,0,8.53477145,2019-09-12T00:00:00
1113,600387,海越能源,石油行业,32.57,15366.88,117402.9632,14,8996.28,6370.6,-17.05495759,2019-09-12T00:00:00
1114,600389,江山股份,农药兽药,40.97,12168.55,258946.744,3,12168.55,0,5.16639879,2019-09-12T00:00:00
1115,600381,青海春天,食品饮料,48.3,28354.74,162756.2076,15,28354.74,0,-19.49509125,2019-09-12T00:00:00
1116,600378,昊华科技,化工行业,5.72,4787,74820.81,4,4787,0,51.96188008,2019-09-12T00:00:00
1117,600377,宁沪高速,高速公路,0,0.2,2.056,1,0.2,0,21.12474265,2019-09-12T00:00:00
1118,600376,首开股份,房地产,0.01,27.98,233.633,2,27.98,0,28.89403157,2019-09-12T00:00:00
1119,600433,冠豪高新,造纸印刷,0.79,1004.62,3666.863,1,1004.62,0,-5.68662526,2019-09-12T00:00:00
