,trade_date,ggt_ss,ggt_sz,hgt,sgt,north_money,south_money
32,20181025,1132.0,171.0,-2565.85,-806.580000000002,-3372.43,1303.0
33,20181024,264.0,-256.0,2228.72,-598.489999999998,1630.23,8.0
34,20181023,-251.0,-12.0,295.230000000003,-534.379999999997,-239.149999999994,-263.0
35,20181022,3680.0,1359.0,-816.019999999997,340.879999999997,-475.14,5039.0
36,20181019,2372.0,212.0,3607.06,926.800000000003,4533.86,2584.0
37,20181018,798.0,-164.0,-754.839999999997,283.18,-471.659999999997,634.0
38,20181016,222.0,-322.0,,,0.0,-100.0
39,20181015,981.0,154.0,-1309.97,328.449999999997,-981.520000000003,1135.0
40,20181012,1758.0,291.0,618.889999999999,640.480000000003,1259.37,2049.0
41,20181011,1131.0,84.0,-2168.25,-1348.63,-3516.88,1215.0
42,20181010,1053.0,355.0,-1148.88,-348.449999999997,-1497.33,1408.0
43,20181009,1154.0,696.0,-2226.59,-688.169999999998,-2914.76,1850.0
44,20181008,311.0,1269.0,-7307.85,-2296.25,-9604.1,1580.0
45,20180928,,,700.970000000001,1052.7,1753.67,0.0
46,20180927,,,2760.13,393.839999999997,3153.97,0.0
47,20180926,646.0,1478.0,1439.81,604.010000000002,2043.82,2124.0
48,20180920,,,3657.95,1315.4,4973.35,0.0
49,20180919,1476.0,703.0,778.589999999997,159.400000000001,937.989999999998,2179.0
50,20180918,695.0,501.0,1690.99,398.68,2089.67,1196.0
51,20180917,750.0,64.0,-61.1100000000006,860.919999999998,799.809999999997,814.0
52,20180914,421.0,347.0,1631.3,1294.88,2926.18,768.0
53,20180913,-643.0,15.0,2209.32,660.059999999998,2869.38,-628.0
54,20180912,373.0,180.0,-755.370000000003,-180.720000000001,-936.090000000004,553.0
55,20180911,144.0,75.0,-394.599999999999,521.550000000003,126.950000000004,219.0
56,20180910,775.0,277.0,-268.059999999998,-213.360000000001,-481.419999999999,1052.0
57,20180907,1197.0,365.0,-5.0,-123.919999999998,-128.919999999998,1562.0
58,20180906,678.0,252.0,1021.87,-47.3799999999974,974.490000000003,930.0
59,20180905,1182.0,245.0,-2359.34,-659.0,-3018.34,1427.0
60,20180904,579.0,333.0,1040.52,508.120000000003,1548.64,912.0
61,20180903,-67.0,135.0,-177.360000000001,582.709999999999,405.349999999998,68.0
62,20180831,341.0,342.0,2906.64,1302.69,4209.33,683.0
63,20180830,-673.0,354.0,462.980000000003,274.330000000002,737.310000000005,-319.0
64,20180829,-911.0,216.0,1797.22,419.709999999999,2216.93,-695.0
65,20180828,-872.0,46.0,612.830000000002,973.660000000003,1586.49000000001,-826.0
66,20180827,162.0,776.0,939.739999999998,1623.84,2563.58,938.0
67,20180824,737.0,265.0,-234.93,207.739999999998,-27.190000000002,1002.0
68,20180823,-446.0,159.0,901.940000000002,565.959999999999,1467.9,-287.0
69,20180822,-311.0,190.0,1943.45,257.139999999999,2200.59,-121.0
70,20180821,-642.0,570.0,1825.93,1215.56,3041.49,-72.0
71,20180820,-946.0,343.0,4008.53,1840.36,5848.89,-603.0
72,20180817,-381.0,-81.0,32.3099999999977,467.989999999998,500.299999999996,-462.0
73,20180816,-1528.0,-1093.0,1542.67,778.919999999998,2321.59,-2621.0
74,20180815,-458.0,-613.0,-788.510000000002,-632.75,-1421.26,-1071.0
75,20180814,-1822.0,-785.0,-246.050000000003,-960.029999999999,-1206.08,-2607.0
76,20180813,1073.0,34.0,-65.5,-387.0,-452.5,1107.0
77,20180810,-698.0,196.0,-146.760000000002,340.949999999997,194.189999999995,-502.0
78,20180809,1243.0,755.0,3483.79,1976.79,5460.58,1998.0
79,20180808,-476.0,-188.0,962.68,799.940000000002,1762.62,-664.0
80,20180807,-261.0,177.0,2140.85,1079.82,3220.67,-84.0
81,20180803,667.0,-32.0,-436.989999999998,1088.07,651.080000000002,635.0
82,20180802,-1651.0,-366.0,874.970000000001,-216.650000000001,658.32,-2017.0
83,20180801,-1443.0,-443.0,544.360000000001,542.790000000001,1087.15,-1886.0
84,20180731,-299.0,-21.0,1923.72,1345.48,3269.2,-320.0
85,20180730,-588.0,611.0,2536.54,146.239999999998,2682.78,23.0
86,20180727,-13.0,363.0,2182.84,533.059999999998,2715.9,350.0
87,20180726,-566.0,-339.0,1113.28,-567.470000000001,545.809999999999,-905.0
88,20180725,319.0,370.0,1470.29,311.269999999997,1781.56,689.0
89,20180724,924.0,2312.0,1748.88,1053.52,2802.4,3236.0
90,20180723,1628.0,1172.0,-279.959999999999,334.82,54.860000000001,2800.0
91,20180720,2233.0,1773.0,606.330000000002,1711.77,2318.1,4006.0
92,20180719,456.0,206.0,1831.41,874.400000000001,2705.81,662.0
93,20180718,-181.0,261.0,126.800000000003,-111.830000000002,14.970000000001,80.0
94,20180717,-390.0,187.0,-90.3199999999997,-404.239999999998,-494.559999999998,-203.0
95,20180716,-539.0,52.0,-457.0,487.599999999999,30.599999999999,-487.0
96,20180713,-297.0,751.0,599.379999999997,658.07,1257.45,454.0
97,20180712,2635.0,1699.0,1695.62,269.559999999998,1965.18,4334.0
98,20180711,19.0,646.0,261.959999999999,-339.199999999997,-77.239999999998,665.0
99,20180710,668.0,889.0,514.050000000003,262.330000000002,776.380000000005,1557.0
100,20180709,1355.0,828.0,2473.93,1173.31,3647.24,2183.0
101,20180706,-261.0,430.0,2770.82,1797.26,4568.08,169.0
102,20180705,-1222.0,-1453.0,1812.57,541.050000000003,2353.62,-2675.0
103,20180704,-530.0,133.0,-255.260000000002,-1042.93,-1298.19,-397.0
104,20180703,-1598.0,76.0,1749.87,-1196.19,553.68,-1522.0
105,20180629,688.0,1962.0,,,0.0,2650.0
106,20180628,-202.0,-109.0,2298.71,-1343.38,955.33,-311.0
107,20180627,-630.0,-126.0,3.16999999999825,-1162.11,-1158.94,-756.0
108,20180626,-543.0,-161.0,1607.78,1016.77,2624.55,-704.0
109,20180625,328.0,908.0,-2382.96,-1294.53,-3677.49,1236.0
110,20180622,349.0,609.0,-105.099999999999,333.449999999997,228.349999999998,958.0
111,20180621,-70.0,509.0,427.059999999998,-1261.26,-834.200000000002,439.0
112,20180620,925.0,585.0,-215.580000000002,1137.82,922.239999999998,1510.0
113,20180619,-609.0,-552.0,-1979.98,-9.0,-1988.98,-1161.0
114,20180615,-216.0,621.0,2257.43,603.160000000003,2860.59,405.0
115,20180614,-822.0,309.0,1931.3,993.370000000003,2924.67,-513.0
116,20180613,-315.0,610.0,785.059999999998,737.75,1522.81,295.0
117,20180612,832.0,1516.0,1103.55,1599.81,2703.36,2348.0
118,20180611,-57.0,195.0,2968.77,1451.04,4419.81,138.0
119,20180608,-2198.0,-246.0,-754.400000000001,1586.39,831.989999999999,-2444.0
120,20180607,-1277.0,189.0,2470.54,1828.34,4298.88,-1088.0
121,20180606,-453.0,1014.0,1726.94,1085.36,2812.3,561.0
122,20180605,306.0,971.0,1308.48,2665.98,3974.46,1277.0
123,20180604,-135.0,216.0,3613.38,2645.53,6258.91,81.0
124,20180601,-338.0,79.0,1542.38,741.800000000003,2284.18,-259.0
125,20180531,-605.0,559.0,3626.08,3003.17,6629.25,-46.0
126,20180530,-88.0,412.0,-295.220000000001,1708.91,1413.69,324.0
127,20180529,-521.0,-278.0,280.370000000003,1268.03,1548.4,-799.0
128,20180528,-44.0,592.0,2306.68,1740.37,4047.05,548.0
129,20180525,-1761.0,50.0,1512.22,670.510000000002,2182.73,-1711.0
130,20180524,-755.0,369.0,814.699999999997,1364.57,2179.27,-386.0
131,20180523,-481.0,16.0,859.639999999999,1503.53,2363.17,-465.0
132,20180521,436.0,762.0,,,0.0,1198.0
133,20180518,401.0,729.0,2485.75,1142.69,3628.44,1130.0
134,20180517,-299.0,277.0,1341.93,1035.65,2377.58,-22.0
135,20180516,673.0,1355.0,241.610000000001,966.160000000003,1207.77,2028.0
136,20180515,-549.0,229.0,1567.3,2241.04,3808.34,-320.0
137,20180514,-1042.0,730.0,3479.72,2364.31,5844.03,-312.0
138,20180511,-485.0,380.0,2164.0,484.0,2648.0,-105.0
139,20180510,1094.0,575.0,1839.6,1334.72,3174.32,1669.0
140,20180509,208.0,826.0,835.120000000003,1449.13,2284.25,1034.0
141,20180508,2121.0,1391.0,1488.17,599.68,2087.85,3512.0
142,20180507,508.0,606.0,1714.63,1135.98,2850.61,1114.0
143,20180504,3.0,333.0,-409.0,-787.0,-1196.0,336.0
144,20180503,458.0,991.0,544.720000000001,91.3300000000017,636.050000000003,1449.0
145,20180502,-385.0,532.0,2391.3,2338.11,4729.41,147.0
146,20180427,,,2880.0,-202.0,2678.0,0.0
147,20180426,,,162.049999999999,-3198.04,-3035.99,0.0
148,20180425,542.0,159.0,1067.96,407.09,1475.05,701.0
149,20180424,1129.0,880.0,2428.23,1570.99,3999.22,2009.0
150,20180423,-927.0,-215.0,1453.57,977.02,2430.59,-1142.0
151,20180420,-1333.0,-92.0,-754.0,-295.0,-1049.0,-1425.0
152,20180419,429.0,985.0,3509.15,1867.43,5376.58,1414.0
153,20180418,-676.0,210.0,4040.93,3301.66,7342.59,-466.0
154,20180417,-706.0,-39.0,1156.64,-378.51,778.13,-745.0
155,20180416,-1603.0,24.0,1394.54,1322.51,2717.05,-1579.0
156,20180413,-509.0,310.0,1008.0,1401.0,2409.0,-199.0
157,20180412,-1382.0,703.0,1536.33,1365.72,2902.05,-679.0
158,20180411,581.0,1861.0,248.16,842.49,1090.65,2442.0
159,20180410,230.0,2366.0,2640.35,845.48,3485.83,2596.0
160,20180409,-1001.0,1010.0,2401.25,985.49,3386.74,9.0
161,20180404,,,816.290000000001,665.91,1482.2,0.0
162,20180403,,,2462.99,560.58,3023.57,0.0
163,20180329,753.0,1174.0,,,0.0,1927.0
164,20180328,-566.0,214.0,947.48,-138.059999999999,809.420000000001,-352.0
165,20180327,713.0,1433.0,1701.81,-531.110000000001,1170.7,2146.0
166,20180326,-2097.0,631.0,2146.67,1894.02,4040.69,-1466.0
167,20180323,-1681.0,839.0,-1333.0,-279.0,-1612.0,-842.0
168,20180322,-200.0,1537.0,169.299999999999,305.379999999999,474.679999999998,1337.0
169,20180321,-286.0,322.0,-160.459999999999,780.52,620.060000000001,36.0
170,20180320,353.0,620.0,-517.860000000001,-195.58,-713.440000000001,973.0
171,20180319,322.0,707.0,480.75,541.059999999999,1021.81,1029.0
172,20180316,408.0,1119.0,-1035.0,-860.0,-1895.0,1527.0
173,20180315,462.0,1500.0,1007.03,539.18,1546.21,1962.0
174,20180314,164.0,967.0,416.93,319.98,736.91,1131.0
175,20180313,-26.0,280.0,1414.91,91.7399999999998,1506.65,254.0
176,20180312,-367.0,1414.0,1961.57,573.639999999999,2535.21,1047.0
177,20180309,677.0,1627.0,1097.0,444.0,1541.0,2304.0
178,20180308,1002.0,2125.0,2143.8,842.309999999999,2986.11,3127.0
179,20180307,626.0,548.0,-1682.95,-783.25,-2466.2,1174.0
180,20180306,882.0,1904.0,718.780000000001,419.690000000001,1138.47,2786.0
181,20180305,-87.0,999.0,-1233.7,-54.9899999999998,-1288.69,912.0
182,20180302,353.0,952.0,-830.0,-120.0,-950.0,1305.0
183,20180301,1895.0,1330.0,552.82,831.549999999999,1384.37,3225.0
184,20180228,-1206.0,863.0,-599.68,245.33,-354.35,-343.0
185,20180227,-2896.0,-194.0,1701.55,993.33,2694.88,-3090.0
186,20180226,985.0,1642.0,2096.12,1297.64,3393.76,2627.0
187,20180223,1912.0,1382.0,1239.0,687.0,1926.0,3294.0
188,20180222,3385.0,2033.0,1126.43,1400.07,2526.5,5418.0
189,20180214,,,450.639999999999,802.43,1253.07,0.0
