,trade_date,ggt_ss,ggt_sz,hgt,sgt,north_money,south_money
160,20151022,290.0,,-1268.0,,-1268.0,290.0
161,20151020,303.0,,,,0.0,303.0
162,20151019,231.0,,-13.0,,-13.0,231.0
163,20151016,323.0,,-533.0,,-533.0,323.0
164,20151015,95.0,,448.0,,448.0,95.0
165,20151014,134.0,,-851.0,,-851.0,134.0
166,20151013,168.0,,-313.0,,-313.0,168.0
167,20151012,221.0,,27.0,,27.0,221.0
168,20151009,-59.0,,1869.0,,1869.0,-59.0
169,20151008,-667.0,,4141.0,,4141.0,-667.0
170,20150930,,,480.0,,480.0,0.0
171,20150929,,,-1399.0,,-1399.0,0.0
172,20150925,437.0,,,,0.0,437.0
173,20150924,602.0,,-894.0,,-894.0,602.0
174,20150923,698.0,,-1143.0,,-1143.0,698.0
175,20150922,269.0,,93.0,,93.0,269.0
176,20150921,487.0,,657.0,,657.0,487.0
177,20150918,122.0,,2685.0,,2685.0,122.0
178,20150917,168.0,,405.0,,405.0,168.0
179,20150916,221.0,,1904.0,,1904.0,221.0
180,20150915,55.0,,1117.0,,1117.0,55.0
181,20150914,43.0,,-654.0,,-654.0,43.0
182,20150911,361.0,,66.0,,66.0,361.0
183,20150910,318.0,,3171.0,,3171.0,318.0
184,20150909,339.0,,-2767.0,,-2767.0,339.0
185,20150908,525.0,,4515.0,,4515.0,525.0
186,20150907,731.0,,-86.0,,-86.0,731.0
187,20150902,,,-2997.0,,-2997.0,0.0
188,20150901,,,-1191.0,,-1191.0,0.0
189,20150831,293.0,,-545.0,,-545.0,293.0
190,20150828,340.0,,-2410.0,,-2410.0,340.0
191,20150827,205.0,,4899.0,,4899.0,205.0
192,20150826,-115.0,,7500.0,,7500.0,-115.0
