,f1,收盘价,今日涨幅,价格变动,成交量,成交额,f7,换手,f9,量比,f11,代号,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,总市值,流通市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,股息率
2930,2.0,10.19,-3.41,-0.36,300374.0,309089216.0,5.21,2.6,-75.71,1.08,0.0,002156.SZ,0.0,通富微电,10.63,10.08,10.34,10.55,11756249589.0,11754208888.0,-0.1,1.96,17.13,43.72,-18944131.0,-226.51,0.0,0.0,0.0,0.0,2.0,0.0
2931,2.0,6.79,-3.41,-0.24,292283.0,200928856.0,3.84,0.81,37.68,1.11,0.0,002013.SZ,0.0,中航机电,7.03,6.76,7.03,7.03,24502810682.0,24501294536.0,-0.15,2.7,-2.72,4.78,-35897444.0,28.08,0.0,0.0,0.0,0.0,2.0,0.0
2932,2.0,7.35,-3.42,-0.26,47566.0,35464094.0,3.55,1.08,554.12,0.94,-0.14,000962.SZ,0.0,东方钽业,7.62,7.35,7.6,7.61,3240119933.0,3240108291.0,-0.27,2.86,-13.73,19.9,-919354.0,62.0,0.0,0.0,0.0,0.0,2.0,0.0
2933,2.0,4.24,-3.42,-0.15,43889.0,18731407.0,4.56,0.88,52.17,1.28,0.24,000548.SZ,0.0,湖南投资,4.4,4.2,4.37,4.39,2116675039.0,2116477086.0,0.0,1.27,-9.01,-2.75,-668884.0,52.73,0.0,0.0,0.0,0.0,2.0,0.0
2934,2.0,10.74,-3.42,-0.38,74432.0,80785601.0,5.22,2.42,68.92,1.01,-0.09,300245.SZ,0.0,天玑科技,11.21,10.63,11.11,11.12,3366533475.0,3307493697.0,0.0,2.38,-10.87,25.76,-7776332.0,76.43,0.0,0.0,0.0,0.0,2.0,0.0
2935,2.0,7.63,-3.42,-0.27,90973.0,69772908.0,4.3,3.15,-471.04,0.53,-0.13,002231.SZ,0.0,奥维通信,7.87,7.53,7.8,7.9,2722384000.0,2204497750.0,0.0,4.99,-10.76,11.88,-6239654.0,-19.91,0.0,0.0,0.0,0.0,2.0,0.0
2936,2.0,4.52,-3.42,-0.16,126014.0,57489502.0,3.63,1.21,108.89,0.65,0.0,600963.SH,1.0,岳阳林纸,4.67,4.5,4.63,4.68,6317753829.0,4715079349.0,0.0,0.78,-9.6,13.57,-3034660.0,63.59,0.0,0.0,0.0,0.0,2.0,0.0
2937,2.0,15.82,-3.42,-0.56,36706.0,58393750.0,4.76,2.56,28.98,0.84,-0.19,002380.SZ,0.0,科远智慧,16.38,15.6,16.38,16.38,3796667887.0,2267854411.0,0.0,1.77,8.58,53.15,-4367761.0,30.83,0.0,0.0,0.0,0.0,2.0,0.0
2938,2.0,20.62,-3.42,-0.73,231936.0,480793952.0,4.26,1.63,40.54,0.67,-0.1,300383.SZ,0.0,光环新网,21.25,20.34,21.13,21.35,31779459891.0,29325762722.0,-0.1,4.03,21.65,63.0,-59201156.0,41.41,0.0,0.0,0.0,0.0,2.0,0.0
2939,2.0,11.01,-3.42,-0.39,37002.0,41009684.0,3.95,0.76,38.53,0.73,-0.36,002412.SZ,0.0,汉森制药,11.35,10.9,11.35,11.4,5540232000.0,5387220525.0,-0.9,3.84,-6.54,31.7,-375109.0,34.9,0.0,0.0,0.0,0.0,2.0,0.0
2940,2.0,7.62,-3.42,-0.27,27629.0,21300105.0,3.8,0.6,44.54,0.69,-0.13,000626.SZ,0.0,远大控股,7.89,7.59,7.89,7.89,4136706753.0,3535271568.0,-0.65,1.57,-8.19,18.32,91515.0,31.51,0.0,0.0,0.0,0.0,2.0,0.0
2941,2.0,15.52,-3.42,-0.55,13222.0,20778915.0,3.86,3.43,36.71,0.97,-0.06,300727.SZ,0.0,润禾材料,16.07,15.45,16.02,16.07,1969177600.0,598916800.0,0.0,3.68,-14.49,-20.61,-668661.0,31.31,0.0,0.0,0.0,0.0,2.0,0.0
2942,2.0,16.93,-3.42,-0.6,30714.0,52374416.0,3.71,1.68,22.43,1.29,-0.12,002738.SZ,0.0,中矿资源,17.47,16.82,17.47,17.53,4705295239.0,3099685867.0,-0.12,1.8,-1.17,16.84,-4664682.0,24.17,0.0,0.0,0.0,0.0,2.0,0.0
2943,2.0,3.95,-3.42,-0.14,73893.0,29519954.0,3.42,0.61,34.8,1.18,-0.25,002542.SZ,0.0,中化岩土,4.09,3.95,4.09,4.09,7131906009.0,4758144005.0,-0.25,1.9,-15.78,-7.71,-5672374.0,31.48,0.0,0.0,0.0,0.0,2.0,0.0
2944,2.0,9.31,-3.42,-0.33,289955.0,273960912.0,3.42,2.41,66.58,1.14,-0.11,002155.SZ,0.0,湖南黄金,9.61,9.28,9.55,9.64,11190987503.0,11189946468.0,-0.11,2.29,-6.81,19.21,-48546663.0,51.74,0.0,0.0,0.0,0.0,2.0,0.0
2945,2.0,23.98,-3.42,-0.85,7442.0,17973503.0,4.39,2.17,45.39,0.81,0.33,002896.SZ,0.0,中大力德,24.83,23.74,24.69,24.83,1918400000.0,821315000.0,0.33,3.27,-13.49,-22.62,-2324958.0,33.11,0.0,0.0,0.0,0.0,2.0,0.0
2946,2.0,10.72,-3.42,-0.38,226740.0,244377647.0,4.23,2.16,453.68,0.74,-0.19,002583.SZ,0.0,海能达,11.08,10.61,11.08,11.1,19695003664.0,11230423506.0,0.0,3.24,26.42,36.39,-22768018.0,40.14,0.0,0.0,0.0,0.0,2.0,0.0
2947,2.0,9.59,-3.42,-0.34,222057.0,213266752.0,4.33,3.1,106.32,1.01,0.74,300010.SZ,0.0,立思辰,9.83,9.4,9.83,9.93,8327233365.0,6869773983.0,0.52,2.49,8.0,32.09,-22242138.0,-6.42,0.0,0.0,0.0,0.0,2.0,0.0
2948,2.0,38.89,-3.43,-1.38,4380.0,17223077.0,3.63,0.66,122.6,1.29,-0.05,002729.SZ,0.0,好利来,40.35,38.89,40.21,40.27,2593185200.0,2593185200.0,-0.1,5.96,12.86,89.43,847.0,137.94,0.0,0.0,0.0,0.0,2.0,0.0
2949,2.0,10.99,-3.43,-0.39,35517.0,39285504.0,4.66,0.83,71.33,1.15,0.09,002782.SZ,0.0,可立克,11.43,10.9,11.43,11.38,4681740000.0,4681740000.0,-0.09,5.69,-15.0,1.01,-959279.0,72.9,0.0,0.0,0.0,0.0,2.0,0.0
2950,2.0,8.17,-3.43,-0.29,35451.0,29374617.0,3.43,1.02,47.13,0.63,-0.12,002107.SZ,0.0,沃华医药,8.46,8.17,8.46,8.46,2947376520.0,2853047252.0,-0.12,4.85,-15.6,24.54,-1412663.0,75.62,0.0,0.0,0.0,0.0,2.0,0.0
2951,2.0,5.07,-3.43,-0.18,597019.0,306370688.0,3.24,1.28,1197.7,0.57,-0.2,600816.SH,1.0,安信信托,5.22,5.05,5.17,5.25,27728529249.0,23689621375.0,-0.2,2.22,-8.32,16.02,-21980825.0,-9.56,0.0,0.0,0.0,0.0,2.0,0.0
2952,2.0,1.69,-3.43,-0.06,593528.0,100987735.0,3.43,1.35,102.26,1.24,0.0,002610.SZ,0.0,爱康科技,1.74,1.68,1.74,1.75,7586614105.0,7414109763.0,0.0,1.28,-12.89,7.64,-17851392.0,81.2,0.0,0.0,0.0,0.0,2.0,0.0
2953,2.0,5.63,-3.43,-0.2,63853.0,36188915.0,3.09,0.33,122.37,1.26,0.18,601969.SH,1.0,海南矿业,5.79,5.61,5.78,5.83,11005075368.0,11005075368.0,0.0,2.91,-5.38,25.67,-252472.0,-18.63,0.0,0.0,0.0,0.0,2.0,0.0
2954,2.0,13.22,-3.43,-0.47,49863.0,66819149.0,4.82,4.03,22.35,0.97,-0.3,300637.SZ,0.0,扬帆新材,13.76,13.1,13.6,13.69,3103529844.0,1633714909.0,0.08,4.22,1.38,3.2,-5109486.0,22.18,0.0,0.0,0.0,0.0,2.0,0.0
2955,2.0,2.25,-3.43,-0.08,156640.0,35708960.0,4.29,0.5,35.36,1.02,0.0,601929.SH,1.0,吉视传媒,2.34,2.24,2.34,2.33,6999862727.0,6999862727.0,0.0,1.05,-12.11,10.29,856825.0,25.82,0.0,0.0,0.0,0.0,2.0,0.0
2956,2.0,7.31,-3.43,-0.26,54104.0,39888864.0,4.1,1.13,34.16,0.62,0.14,600613.SH,1.0,神奇制药,7.56,7.25,7.53,7.57,3904063601.0,3503829039.0,0.0,1.5,0.69,48.88,-712795.0,37.3,0.0,0.0,0.0,0.0,2.0,0.0
2957,2.0,2.53,-3.44,-0.09,93804.0,24061579.0,3.44,0.96,-64.64,0.74,0.0,600555.SH,1.0,海航创新,2.62,2.53,2.62,2.62,3297855000.0,2462955000.0,-0.39,2.45,-13.95,-12.15,-540174.0,-13.49,0.0,0.0,0.0,0.0,2.0,0.0
2958,2.0,5.34,-3.44,-0.19,49051.0,26446603.0,3.98,1.93,-20.77,0.91,0.0,002765.SZ,0.0,蓝黛传动,5.54,5.32,5.5,5.53,2571111728.0,1358465295.0,-0.19,1.6,-10.85,-14.42,-176179.0,-24.97,0.0,0.0,0.0,0.0,2.0,0.0
2959,2.0,11.52,-3.44,-0.41,72416.0,83848244.0,5.36,0.69,28.84,1.0,0.17,601689.SH,1.0,拓普集团,12.0,11.36,11.98,11.93,12153458868.0,12077929624.0,-0.09,1.78,11.63,16.25,-911570.0,23.05,0.0,0.0,0.0,0.0,2.0,0.0
2960,2.0,6.74,-3.44,-0.24,107525.0,73406410.0,4.3,1.86,99.4,0.82,-0.15,002355.SZ,0.0,兴民智通,7.02,6.72,6.98,6.98,4182644496.0,3906250522.0,-0.15,1.48,-23.58,-10.96,-13446631.0,-14.97,0.0,0.0,0.0,0.0,2.0,0.0
2961,2.0,3.65,-3.44,-0.13,65950.0,24271571.0,3.97,0.78,25.08,1.0,0.0,300304.SZ,0.0,云意电气,3.77,3.62,3.77,3.78,3172213606.0,3080124529.0,0.27,1.67,-10.1,7.67,-2678375.0,23.92,0.0,0.0,0.0,0.0,2.0,0.0
2962,2.0,11.79,-3.44,-0.42,20157.0,23970288.0,4.01,0.91,-199.22,0.93,0.08,002227.SZ,0.0,奥 特 迅,12.19,11.7,12.19,12.21,2600843346.0,2597414673.0,0.0,3.25,-4.3,16.16,-504250.0,209.57,0.0,0.0,0.0,0.0,2.0,0.0
2963,2.0,42.66,-3.44,-1.52,23014.0,99982460.0,4.21,7.03,105.51,1.01,0.0,688015.SH,1.0,交控科技,44.44,42.58,43.92,44.18,6825600000.0,1396610887.0,0.0,6.9,163.66,163.66,-10354538.0,84.92,0.0,0.0,0.0,0.0,2.0,0.0
2964,2.0,17.4,-3.44,-0.62,53626.0,94031110.0,3.88,2.53,17.92,0.9,-0.11,300438.SZ,0.0,鹏辉能源,18.01,17.31,18.01,18.02,4892042590.0,3693008677.0,-0.23,2.11,3.45,8.07,-10800619.0,19.92,0.0,0.0,0.0,0.0,2.0,0.0
2965,2.0,8.7,-3.44,-0.31,719985.0,636917552.0,4.22,6.19,17.09,0.73,-0.34,002589.SZ,0.0,瑞康医药,9.01,8.63,8.95,9.01,13090981098.0,10114905273.0,0.0,1.51,13.73,25.72,60339447.0,22.52,0.0,0.0,0.0,0.0,2.0,0.0
2966,2.0,28.06,-3.44,-1.0,129340.0,362948880.0,6.68,1.3,40.03,1.22,0.65,002180.SZ,0.0,纳思达,29.25,27.31,29.1,29.06,29839377843.0,27964448741.0,0.29,5.71,20.22,22.85,-30717215.0,29.52,0.0,0.0,0.0,0.0,2.0,0.0
2967,2.0,15.15,-3.44,-0.54,17619.0,27085047.0,4.78,1.25,58.4,1.16,0.07,600148.SH,1.0,长春一东,15.85,15.1,15.8,15.69,2143974218.0,2143974218.0,0.0,4.89,-6.02,7.37,527456.0,66.11,0.0,0.0,0.0,0.0,2.0,0.0
2968,2.0,17.67,-3.44,-0.63,59319.0,105518222.0,4.64,7.85,-144.82,0.74,-0.11,300730.SZ,0.0,科创信息,18.25,17.4,18.25,18.3,2792004859.0,1335211869.0,0.06,7.42,-11.12,-0.67,-16310175.0,76.89,0.0,0.0,0.0,0.0,2.0,0.0
2969,2.0,8.13,-3.44,-0.29,27792.0,22814020.0,4.28,1.22,65.72,1.09,0.0,300049.SZ,0.0,福瑞股份,8.45,8.09,8.38,8.42,2138621703.0,1853836112.0,0.0,1.59,-8.96,-19.82,-1613654.0,616.89,0.0,0.0,0.0,0.0,2.0,0.0
2970,2.0,8.4,-3.45,-0.3,62335.0,53131992.0,5.52,1.4,-280.22,1.04,0.24,600732.SH,1.0,ST新梅,8.77,8.29,8.63,8.7,3749617872.0,3749617872.0,0.0,8.16,21.92,85.84,-2418934.0,245.13,0.0,0.0,0.0,0.0,2.0,0.0
2971,2.0,10.36,-3.45,-0.37,326167.0,341644240.0,3.82,9.79,12.08,0.93,-0.1,002966.SZ,0.0,苏州银行,10.69,10.28,10.67,10.73,34533333340.0,3453333340.0,0.0,1.29,31.81,31.81,-83863699.0,14.53,0.0,0.0,0.0,0.0,2.0,0.0
2972,2.0,5.32,-3.45,-0.19,38157.0,20413957.0,3.81,1.29,14.59,1.27,0.19,002360.SZ,0.0,同德化工,5.49,5.28,5.49,5.51,2082847032.0,1577802764.0,0.19,2.08,-3.45,-0.75,-3036288.0,16.16,0.0,0.0,0.0,0.0,2.0,0.0
2973,2.0,3.08,-3.45,-0.11,54521.0,17045273.0,4.08,0.79,-46.42,1.18,-0.65,002069.SZ,0.0,獐子岛,3.2,3.07,3.2,3.19,2190225558.0,2121320568.0,-0.32,6.05,-13.24,-5.52,-358795.0,-357.47,0.0,0.0,0.0,0.0,2.0,0.0
2974,2.0,7.28,-3.45,-0.26,202445.0,148770834.0,3.85,2.29,9.62,0.87,0.28,000936.SZ,0.0,华西股份,7.53,7.24,7.53,7.54,6450173817.0,6445254372.0,0.0,1.33,-18.29,19.93,-34395314.0,11.56,0.0,0.0,0.0,0.0,2.0,0.0
2975,2.0,5.6,-3.45,-0.2,77978.0,44046174.0,3.79,2.06,40.22,1.16,0.54,000833.SZ,0.0,粤桂股份,5.77,5.55,5.76,5.8,3743050366.0,2117271643.0,0.18,1.35,2.38,23.08,-6315588.0,58.9,0.0,0.0,0.0,0.0,2.0,0.0
2976,2.0,15.11,-3.45,-0.54,37133.0,56465497.0,3.71,7.14,19.82,0.85,0.07,300697.SZ,0.0,电工合金,15.59,15.01,15.55,15.65,3142880000.0,785720000.0,0.2,4.01,10.7,40.17,-7670402.0,28.37,0.0,0.0,0.0,0.0,2.0,0.0
2977,2.0,14.27,-3.45,-0.51,110865.0,158970470.0,4.26,4.69,24.04,0.93,-0.21,300007.SZ,0.0,汉威科技,14.7,14.07,14.7,14.78,4181435442.0,3375717422.0,-0.07,2.72,12.9,45.61,-15513551.0,51.03,0.0,0.0,0.0,0.0,2.0,0.0
2978,2.0,12.59,-3.45,-0.45,113486.0,143620115.0,5.67,3.41,300.81,1.02,0.24,603660.SH,1.0,苏州科达,13.12,12.38,13.07,13.04,6342922790.0,4186626100.0,0.0,3.61,-18.93,6.33,-17475540.0,26.31,0.0,0.0,0.0,0.0,2.0,0.0
2979,2.0,6.99,-3.45,-0.25,219428.0,154716620.0,4.14,1.3,128.2,1.03,0.0,600733.SH,1.0,北汽蓝谷,7.23,6.93,7.19,7.24,24420678766.0,11787534208.0,0.0,1.4,-21.11,-12.19,-10349188.0,149.29,0.0,0.0,0.0,0.0,2.0,0.0
2980,2.0,13.7,-3.45,-0.49,69771.0,95946014.0,4.44,9.49,65.53,1.04,0.29,300605.SZ,0.0,恒锋信息,14.13,13.5,14.05,14.19,2264803047.0,1006741924.0,0.29,4.52,-2.91,37.55,-10225448.0,40.31,0.0,0.0,0.0,0.0,2.0,0.0
2981,2.0,5.87,-3.45,-0.21,84740.0,50328906.0,3.62,2.09,39.08,0.91,-0.17,000505.SZ,0.0,京粮控股,6.06,5.84,6.06,6.08,4025589437.0,2383970221.0,0.0,1.73,-15.3,6.34,-8000305.0,25.23,0.0,0.0,0.0,0.0,2.0,0.0
2982,2.0,10.9,-3.45,-0.39,73002.0,80187675.0,3.99,6.52,27.35,0.74,0.0,603906.SH,1.0,龙蟠科技,11.3,10.85,11.3,11.29,3298483008.0,1220696755.0,-0.18,2.57,-10.73,56.38,-3443915.0,33.92,0.0,0.0,0.0,0.0,2.0,0.0
2983,2.0,4.75,-3.46,-0.17,131457.0,62435310.0,5.89,0.57,20.56,0.76,0.64,300376.SZ,0.0,易事特,4.94,4.65,4.9,4.92,11057460191.0,10965136199.0,0.0,2.18,-6.68,13.37,-7373494.0,23.52,0.0,0.0,0.0,0.0,2.0,0.0
2984,2.0,3.91,-3.46,-0.14,125977.0,49617044.0,4.44,1.72,24.72,1.27,0.51,600981.SH,1.0,汇鸿集团,4.04,3.86,4.04,4.05,8767913781.0,2857632028.0,0.26,1.71,-15.0,9.22,-4727474.0,7.65,0.0,0.0,0.0,0.0,2.0,0.0
2985,2.0,6.98,-3.46,-0.25,52805.0,37278286.0,4.29,2.5,393.56,1.09,0.14,300106.SZ,0.0,西部牧业,7.23,6.92,7.23,7.23,1475099524.0,1475099524.0,0.0,2.31,-15.29,32.2,-1521112.0,23.34,0.0,0.0,0.0,0.0,2.0,0.0
2986,2.0,18.14,-3.46,-0.65,90411.0,165379487.0,3.25,10.92,104.47,0.76,0.0,300585.SZ,0.0,奥联电子,18.67,18.06,18.66,18.79,2902400000.0,1502351626.0,-0.11,6.09,77.15,105.2,-14872155.0,96.55,0.0,0.0,0.0,0.0,2.0,0.0
2987,2.0,10.6,-3.46,-0.38,23221.0,24717505.0,6.56,1.61,85.16,1.08,-0.09,300521.SZ,0.0,爱司凯,11.14,10.42,11.14,10.98,1526400000.0,1526389983.0,0.0,2.95,-0.75,21.14,-1366965.0,62.61,0.0,0.0,0.0,0.0,2.0,0.0
2988,2.0,12.27,-3.46,-0.44,13682.0,16994308.0,3.54,2.74,24.91,0.93,-0.24,300610.SZ,0.0,晨化股份,12.7,12.25,12.7,12.71,1848843600.0,612819813.0,0.16,2.37,-2.62,-3.08,-1378512.0,20.42,0.0,0.0,0.0,0.0,2.0,0.0
2989,2.0,6.41,-3.46,-0.23,16056.0,10306975.0,3.16,0.68,215.47,4.79,0.0,600301.SH,1.0,ST南化,6.59,6.38,6.59,6.64,1507299577.0,1507299577.0,-0.16,4.92,-7.77,5.43,-5801720.0,21.44,0.0,0.0,0.0,0.0,2.0,0.0
2990,2.0,6.41,-3.46,-0.23,45424.0,29356116.0,4.82,1.39,24.54,1.0,0.0,300391.SZ,0.0,康跃科技,6.65,6.33,6.65,6.64,2245654478.0,2093290553.0,0.47,1.53,-16.32,-0.62,-3377242.0,27.65,0.0,0.0,0.0,0.0,2.0,0.0
2991,2.0,7.24,-3.47,-0.26,97258.0,71191211.0,3.47,0.72,90.29,1.27,-0.14,600312.SH,1.0,平高电气,7.48,7.22,7.47,7.5,9824110277.0,9824110277.0,-0.14,1.1,-5.97,-9.73,-1490149.0,20.84,0.0,0.0,0.0,0.0,2.0,0.0
2992,2.0,3.62,-3.47,-0.13,134207.0,49242611.0,3.47,1.42,24.22,0.67,0.0,002650.SZ,0.0,加加食品,3.75,3.62,3.75,3.75,4170240000.0,3426146321.0,0.0,1.84,-3.21,0.56,-11518976.0,34.59,0.0,0.0,0.0,0.0,2.0,0.0
2993,2.0,15.58,-3.47,-0.56,9930.0,15626937.0,3.72,0.45,22.22,0.74,-0.26,603519.SH,1.0,立霸股份,16.12,15.52,16.12,16.14,3457823112.0,3457823112.0,0.0,5.08,-2.81,83.29,-1343135.0,26.79,0.0,0.0,0.0,0.0,2.0,0.0
2994,2.0,7.51,-3.47,-0.27,65599.0,49744322.0,3.73,1.65,26.5,1.14,0.13,002040.SZ,0.0,南 京 港,7.78,7.49,7.77,7.78,3634590668.0,2994788009.0,0.0,1.4,-11.65,26.22,-8117718.0,20.97,0.0,0.0,0.0,0.0,2.0,0.0
2995,2.0,5.84,-3.47,-0.21,86299.0,50731915.0,4.63,2.3,26.46,0.83,-0.34,600735.SH,1.0,新华锦,6.05,5.77,6.05,6.05,2195795009.0,2195795009.0,-0.34,2.41,-6.11,14.51,-6197562.0,26.22,0.0,0.0,0.0,0.0,2.0,0.0
2996,2.0,5.84,-3.47,-0.21,38108.0,22576593.0,3.97,2.05,56.69,0.6,-0.17,002863.SZ,0.0,今飞凯达,6.06,5.82,6.06,6.05,2199052000.0,1084971552.0,0.0,2.28,-4.11,-8.03,-1600663.0,44.99,0.0,0.0,0.0,0.0,2.0,0.0
2997,2.0,3.33,-3.48,-0.12,71258.0,24039394.0,3.48,0.64,7.68,1.1,-0.3,600322.SH,1.0,天房发展,3.45,3.33,3.44,3.45,3681981000.0,3681981000.0,-0.3,0.77,-9.51,2.46,-4703505.0,15.71,0.0,0.0,0.0,0.0,2.0,0.0
2998,2.0,5.55,-3.48,-0.2,80786.0,45142567.0,5.91,1.83,126.31,0.86,0.36,600192.SH,1.0,长城电工,5.8,5.46,5.8,5.75,2451701400.0,2451701400.0,0.18,1.27,-10.63,31.52,-4104966.0,253.16,0.0,0.0,0.0,0.0,2.0,0.0
2999,2.0,5.55,-3.48,-0.2,67881.0,38035244.0,4.17,0.98,18.93,0.96,0.0,600133.SH,1.0,东湖高新,5.75,5.51,5.75,5.75,4028076342.0,3847098079.0,0.0,1.03,-12.18,-11.62,-5596912.0,13.11,0.0,0.0,0.0,0.0,2.0,0.0
3000,2.0,2.22,-3.48,-0.08,107936.0,24244009.0,3.91,0.78,27.57,0.8,0.0,600103.SH,1.0,青山纸业,2.3,2.21,2.3,2.3,5118915532.0,3064474858.0,-0.45,1.44,-7.88,12.69,-386703.0,42.41,0.0,0.0,0.0,0.0,2.0,0.0
3001,2.0,17.48,-3.48,-0.63,14301.0,25076483.0,3.64,2.47,89.58,1.65,-0.57,002778.SZ,0.0,高科石化,17.94,17.28,17.91,18.11,1557634060.0,1012252204.0,-0.4,2.45,-4.64,0.34,-2315128.0,125.65,0.0,0.0,0.0,0.0,2.0,0.0
3002,2.0,6.1,-3.48,-0.22,59986.0,37051597.0,3.48,1.11,14.51,1.11,-0.16,600644.SH,1.0,乐山电力,6.31,6.09,6.3,6.32,3284244020.0,3284244020.0,-0.33,2.23,-2.09,35.86,-760707.0,24.13,0.0,0.0,0.0,0.0,2.0,0.0
3003,2.0,14.96,-3.48,-0.54,99130.0,150280959.0,4.32,0.56,77.54,1.07,0.0,600372.SH,1.0,中航电子,15.55,14.88,15.49,15.5,26322411077.0,26322411077.0,0.07,3.72,0.47,15.7,-24360620.0,52.57,0.0,0.0,0.0,0.0,2.0,0.0
3004,2.0,13.28,-3.49,-0.48,337954.0,453401088.0,4.51,3.57,9.98,0.96,0.0,600260.SH,1.0,凯乐科技,13.8,13.18,13.67,13.76,13289495585.0,12569504834.0,0.08,2.18,-4.46,10.57,-40262787.0,13.91,0.0,0.0,0.0,0.0,2.0,0.0
3005,2.0,5.81,-3.49,-0.21,300081.0,177197693.0,5.15,2.31,-68.39,0.74,-0.17,000426.SZ,0.0,兴业矿业,6.07,5.76,6.0,6.02,10674086792.0,7547001495.0,-0.51,2.06,3.2,16.67,-28770443.0,-17.32,0.0,0.0,0.0,0.0,2.0,0.0
3006,2.0,14.38,-3.49,-0.52,364960.0,525288624.0,5.03,1.23,19.24,1.19,0.35,600438.SH,1.0,通威股份,14.89,14.14,14.85,14.9,55828512524.0,42557187099.0,0.42,3.58,-2.11,77.09,-81496089.0,21.88,0.0,0.0,0.0,0.0,2.0,0.0
3007,2.0,3.04,-3.49,-0.11,76694.0,23560432.0,4.13,1.07,76.98,0.94,0.0,002495.SZ,0.0,佳隆股份,3.15,3.02,3.15,3.15,2844301824.0,2170362105.0,0.0,2.41,-9.79,-3.49,85739.0,97.81,0.0,0.0,0.0,0.0,2.0,0.0
3008,2.0,67.98,-3.49,-2.46,89729.0,612773136.0,3.93,1.96,121.09,0.81,0.1,002371.SZ,0.0,北方华创,69.87,67.1,69.75,70.44,31135137209.0,31127795505.0,0.15,8.58,1.69,80.27,-80472404.0,128.0,0.0,0.0,0.0,0.0,2.0,0.0
3009,2.0,23.75,-3.49,-0.86,49885.0,119254012.0,6.26,6.07,51.34,0.84,-0.21,300731.SZ,0.0,科创新源,24.79,23.25,24.79,24.61,2966411741.0,1952829025.0,0.0,5.66,23.38,27.14,-6243380.0,66.8,0.0,0.0,0.0,0.0,2.0,0.0
3010,2.0,22.36,-3.5,-0.81,21631.0,48889584.0,3.41,5.39,62.06,0.48,-0.09,002870.SZ,0.0,香山股份,23.1,22.31,23.1,23.17,2474581200.0,897083200.0,0.0,3.02,22.65,54.21,-4916996.0,55.32,0.0,0.0,0.0,0.0,2.0,0.0
3011,2.0,4.14,-3.5,-0.15,69738.0,29197335.0,4.9,1.48,-107.34,1.0,0.0,300150.SZ,0.0,世纪瑞尔,4.32,4.11,4.29,4.29,2422339059.0,1953276546.0,-0.24,1.26,-12.66,2.99,-956500.0,-164.38,0.0,0.0,0.0,0.0,2.0,0.0
3012,2.0,4.69,-3.5,-0.17,375737.0,177278560.0,4.12,1.41,9.34,1.39,0.0,600277.SH,1.0,亿利洁能,4.85,4.65,4.85,4.86,12845629299.0,12541083849.0,0.0,0.84,-8.93,-15.95,-2461338.0,12.56,0.0,0.0,0.0,0.0,2.0,0.0
3013,2.0,9.93,-3.5,-0.36,136339.0,136410027.0,3.79,1.58,13.98,1.24,0.2,601311.SH,1.0,骆驼股份,10.24,9.85,10.24,10.29,8577769520.0,8577769520.0,0.2,1.4,-6.59,14.4,-12528474.0,14.72,0.0,0.0,0.0,0.0,2.0,0.0
3014,2.0,38.32,-3.5,-1.39,9471.0,36548468.0,4.21,5.66,82.17,1.37,0.68,300553.SZ,0.0,集智股份,39.7,38.03,39.7,39.71,1839360000.0,641738870.0,-0.29,5.61,6.68,18.31,58527.0,109.62,0.0,0.0,0.0,0.0,2.0,0.0
3015,2.0,24.8,-3.5,-0.9,13380.0,33795161.0,5.68,1.39,12.66,1.45,0.36,000526.SZ,0.0,紫光学大,26.1,24.64,25.78,25.7,2385638654.0,2385638654.0,0.0,13.72,17.81,35.96,-1201746.0,393.4,0.0,0.0,0.0,0.0,2.0,0.0
3016,2.0,3.03,-3.5,-0.11,90500.0,27717031.0,3.18,1.02,33.83,1.18,0.0,000753.SZ,0.0,漳州发展,3.12,3.02,3.11,3.14,3004187645.0,2678964031.0,0.0,1.32,-7.34,4.12,-6078577.0,34.71,0.0,0.0,0.0,0.0,2.0,0.0
3017,2.0,15.7,-3.5,-0.57,2504202.0,3972514240.0,4.0,4.61,60.54,0.95,0.0,300059.SZ,0.0,东方财富,16.23,15.58,16.19,16.27,105435055884.0,85335738709.0,0.0,5.21,13.69,55.91,-580876880.0,82.96,0.0,0.0,0.0,0.0,2.0,0.0
3018,2.0,4.68,-3.51,-0.17,123943.0,58372780.0,3.92,1.04,-81.29,1.01,0.0,000612.SZ,0.0,焦作万方,4.83,4.64,4.83,4.85,5579493164.0,5565459402.0,-0.21,1.33,-15.83,18.18,-8006430.0,-16.49,0.0,0.0,0.0,0.0,2.0,0.0
3019,2.0,4.68,-3.51,-0.17,269738.0,127775421.0,4.74,3.48,19.53,0.59,-0.21,000589.SZ,0.0,贵州轮胎,4.88,4.65,4.84,4.85,3629172943.0,3628816949.0,-0.21,1.04,7.34,39.7,-13134885.0,24.15,0.0,0.0,0.0,0.0,2.0,0.0
3020,2.0,5.23,-3.51,-0.19,36505.0,19423162.0,4.98,0.97,36.12,0.78,0.0,300272.SZ,0.0,开能健康,5.49,5.22,5.49,5.42,3039823010.0,1962773964.0,-0.38,2.65,-9.83,-3.15,-1555603.0,33.78,0.0,0.0,0.0,0.0,2.0,0.0
