,f1,f2,今日涨幅,价格变动,成交量,成交额,f7,换手,市盈(动),量比,f11,f12,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,流通市值,总市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,gxl
652,2,12.18,1.5,0.18,21008,25493609.0,3.67,0.7,26.53,0.83,0.25,002674.SZ,0,兴业科技,12.29,11.85,12.01,12.0,3679360733,3642829357,-0.16,1.67,-16.35,74.25,102299.0,24.31,-,-,-,-,2,0.49261083743842365
499,2,4.07,2.01,0.08,173813,71151944.0,2.76,1.01,16.68,1.58,0.0,600337.SH,1,美克家居,4.14,4.03,4.03,3.99,7207614836,7034226576,0.0,1.62,-3.1,8.53,3700622.0,15.61,-,-,-,-,2,0.49140049140049136
2401,2,4.08,-0.24,-0.01,173968,71011478.0,0.98,0.44,9.94,1.21,0.0,000778.SZ,0,新兴铸管,4.1,4.06,4.09,4.09,16282791118,15997964670,0.0,0.79,-4.9,-0.73,-5705967.0,9.12,-,-,-,-,2,0.49019607843137253
502,2,6.12,2.0,0.12,53019,32049838.0,3.5,0.87,-2.86,0.98,0.0,300219.SZ,0,鸿利智汇,6.18,5.97,6.18,6.0,4352427757,3710974779,0.16,2.36,-18.94,-16.85,3478143.0,-5.53,-,-,-,-,2,0.49019607843137253
1670,2,4.54,0.22,0.01,67189,30572879.0,1.32,0.14,6.91,1.26,0.0,600350.SH,1,山东高速,4.58,4.52,4.53,4.53,21842692991,21842692991,0.0,0.82,-1.94,4.61,-4531163.0,10.74,-,-,-,-,2,0.486784140969163
2759,2,9.28,-0.54,-0.05,226629,210094779.0,1.07,0.34,6.15,0.77,0.0,601229.SH,1,上海银行,9.34,9.24,9.34,9.33,131836586336,62679446153,0.0,0.93,5.45,12.35,-2645373.0,6.8,-,-,-,-,2,0.4849137931034483
1896,2,5.78,0.0,0.0,14081,8146703.0,0.87,0.03,16.46,0.57,-0.17,601158.SH,1,重庆水务,5.81,5.76,5.8,5.78,27744000000,27744000000,-0.17,1.97,2.3,9.47,-634774.0,18.9,-,-,-,-,2,0.48442906574394456
756,2,10.33,1.27,0.13,46169,47250196.0,3.14,4.01,17.35,2.08,1.08,603809.SH,1,豪能股份,10.4,10.08,10.23,10.2,2159726156,1188689628,0.29,1.41,-3.19,0.68,-2044367.0,15.35,-,-,-,-,2,0.484027105517909
1349,2,6.21,0.49,0.03,325897,203973020.0,2.1,1.03,7.71,1.23,0.0,000983.SZ,0,西山煤电,6.32,6.19,6.24,6.18,19568952000,19568937469,0.0,0.96,0.81,19.65,-23398229.0,10.01,-,-,-,-,2,0.4830917874396135
1779,2,7.25,0.14,0.01,18464,13448018.0,1.24,0.37,17.2,0.98,0.0,002014.SZ,0,永新股份,7.32,7.23,7.28,7.24,3651221249,3633436782,0.0,2.13,0.28,16.75,-207455.0,15.21,-,-,-,-,2,0.4827586206896552
2850,2,11.42,-0.61,-0.07,13554,15528470.0,1.22,0.73,16.94,0.82,0.18,603726.SH,1,朗迪集团,11.53,11.39,11.5,11.49,2120136704,2120136704,0.0,2.43,-11.2,-11.75,432073.0,20.23,-,-,-,-,2,0.4816112084063047
1549,2,6.23,0.32,0.02,20545,12820932.0,0.97,0.4,12.08,0.66,0.0,603889.SH,1,新澳股份,6.28,6.22,6.25,6.21,3188179997,3188179997,0.16,1.35,-9.84,-3.41,1173206.0,14.93,-,-,-,-,2,0.4815409309791332
1013,2,8.32,0.85,0.07,59405,49428232.0,1.94,1.9,13.97,0.97,0.12,002381.SZ,0,双箭股份,8.4,8.24,8.3,8.25,3424281236,2603829230,0.0,1.98,4.52,28.0,3781367.0,16.61,-,-,-,-,2,0.4807692307692307
693,2,16.66,1.4,0.23,50692,84452978.0,2.98,1.13,12.73,0.74,0.0,000708.SZ,0,大冶特钢,16.92,16.43,16.43,16.43,7487145277,7487145277,-0.24,0.27,29.05,109.03,-3723580.0,13.65,-,-,-,-,2,0.4801920768307323
3586,2,12.73,-1.77,-0.23,71173,90797787.0,2.7,0.4,17.09,0.9,0.16,601098.SH,1,中南传媒,12.99,12.64,12.96,12.96,22863080000,22863080000,0.16,1.75,3.41,7.06,590665.0,17.99,-,-,-,-,2,0.47918303220738406
2994,2,7.94,-0.75,-0.06,138146,109901272.0,1.25,3.04,12.83,0.35,0.13,601298.SH,1,青岛港,8.02,7.92,8.01,8.0,51539334000,3607745440,0.0,1.97,1.53,72.23,-7450072.0,13.95,-,-,-,-,2,0.47821158690176324
2496,2,3.15,-0.32,-0.01,36521,11507788.0,0.63,0.13,9.67,0.7,0.0,600033.SH,1,福建高速,3.16,3.14,3.16,3.16,8644860000,8644860000,-0.32,0.92,-3.37,11.7,-1063042.0,11.04,-,-,-,-,2,0.4761904761904762
1449,2,2.52,0.4,0.01,57216,14430434.0,1.59,0.24,15.94,1.2,0.0,600743.SH,1,华远地产,2.54,2.5,2.51,2.51,5912174202,5912174202,0.4,0.76,-1.95,9.57,-1764359.0,6.75,-,-,-,-,2,0.47619047619047616
3017,2,5.05,-0.79,-0.04,206667,104877030.0,2.36,1.25,14.39,0.69,0.0,000488.SZ,0,晨鸣纸业,5.13,5.01,5.1,5.09,14668271410,8365446215,0.0,0.9,-2.88,-5.96,-9071736.0,11.88,-,-,-,-,2,0.4752475247524752
733,2,8.46,1.32,0.11,109054,92096655.0,4.31,0.42,5.29,1.0,0.24,600376.SH,1,首开股份,8.61,8.25,8.38,8.35,21823121947,21823121947,-0.35,0.92,-0.94,24.6,639929.0,5.61,-,-,-,-,2,0.47281323877068554
533,2,12.7,1.84,0.23,61777,78123305.0,1.92,1.22,13.12,1.54,0.0,600742.SH,1,一汽富维,12.72,12.48,12.48,12.47,6447233232,6447233232,0.0,1.34,15.14,35.39,-1613037.0,13.37,-,-,-,-,2,0.4724409448818898
3582,2,10.59,-1.76,-0.19,77289,82526151.0,5.01,1.4,5.97,2.04,0.09,600985.SH,1,淮北矿业,11.05,10.51,10.8,10.78,23005845569,5853596067,0.09,1.33,-8.71,20.34,-261467.0,6.01,-,-,-,-,2,0.4721435316336166
239,2,7.5,3.31,0.24,61798,45773192.0,3.58,0.41,16.21,0.65,0.4,002042.SZ,0,华孚时尚,7.51,7.25,7.26,7.26,11395316663,11386090260,0.0,1.84,2.46,47.64,2927957.0,20.68,-,-,-,-,2,0.4699356
2428,2,7.45,-0.27,-0.02,194157,145003410.0,1.34,0.92,5.7,0.98,-0.13,600325.SH,1,华发股份,7.52,7.42,7.46,7.47,15776471014,15701727027,0.0,1.28,-5.58,23.14,6578385.0,6.79,-,-,-,-,2,0.4697986577181208
2540,2,8.36,-0.36,-0.03,238510,199080825.0,1.43,0.28,5.15,0.62,0.24,601009.SH,1,南京银行,8.43,8.31,8.41,8.39,70911258245,70911258245,0.12,1.04,2.08,37.73,3936909.0,5.92,-,-,-,-,2,0.4688995215311005
3429,2,10.74,-1.38,-0.15,434232,471902256.0,4.5,2.97,10.31,1.11,0.19,000830.SZ,0,鲁西化工,11.17,10.68,11.08,10.89,15732604756,15724549079,0.0,1.53,-4.53,15.48,-74157656.0,7.46,-,-,-,-,2,0.4655493482309125
1275,2,21.49,0.56,0.12,5207,11111816.0,2.43,0.86,27.84,0.46,0.94,002802.SZ,0,洪汇新材,21.68,21.16,21.38,21.37,2328441500,1298040226,0.61,5.45,4.02,8.21,769585.0,30.31,-,-,-,-,2,0.46533271288971617
1935,2,4.3,0.0,0.0,22232,9566179.0,3.26,0.3,17.77,0.77,-0.23,600683.SH,1,京投发展,4.33,4.19,4.3,4.3,3185343667,3185343667,0.0,1.22,-10.42,8.31,-1643106.0,9.96,-,-,-,-,2,0.46511627906976744
168,2,9.73,4.06,0.38,141442,136267709.0,4.39,4.11,10.17,1.78,0.52,603980.SH,1,吉华集团,9.77,9.36,9.4,9.35,6811000000,3346013923,0.31,1.53,0.1,20.27,4155826.0,9.54,-,-,-,-,2,0.4624871531346351
1156,2,8.71,0.69,0.06,104111,90811396.0,1.39,0.64,6.09,1.55,-0.11,002128.SZ,0,露天煤业,8.78,8.66,8.72,8.65,16736905124,14235436500,0.0,1.05,-1.02,21.65,9351195.0,7.71,-,-,-,-,2,0.45924225028702637
2241,2,8.74,-0.11,-0.01,93027,81436854.0,1.03,0.3,5.3,0.82,0.0,601997.SH,1,贵阳银行,8.8,8.71,8.8,8.75,28125570488,26830398506,0.11,0.91,-3.0,19.07,-2151497.0,5.1,-,-,-,-,2,0.45766590389016015
1379,2,2.19,0.46,0.01,90995,19891378.0,1.38,0.76,60.59,1.21,0.46,600527.SH,1,江南高纤,2.2,2.17,2.18,2.18,3160463646,2634863646,0.0,1.37,-4.37,15.26,-1257349.0,37.39,-,-,-,-,2,0.4566210045662101
1659,2,4.38,0.23,0.01,90658,39653951.0,1.83,0.48,39.15,1.22,-0.23,000620.SZ,0,新华联,4.43,4.35,4.39,4.37,8307504040,8307171269,0.0,1.21,12.31,18.06,-6533053.0,7.15,-,-,-,-,2,0.4566210045662101
2767,2,5.5,-0.54,-0.03,90036,49703674.0,1.27,0.48,21.36,0.63,0.0,000090.SZ,0,天健集团,5.56,5.49,5.55,5.53,10276999887,10276286246,0.0,1.51,8.7,64.18,-9753348.0,12.57,-,-,-,-,2,0.45454545454545453
2101,2,5.55,0.0,0.0,49405,27494251.0,1.26,0.67,17.07,0.88,0.0,002043.SZ,0,兔 宝 宝,5.6,5.53,5.55,5.55,4299895811,4120978141,-0.18,2.78,-5.13,15.15,789988.0,16.12,-,-,-,-,2,0.45045045045045046
1800,2,8.44,0.12,0.01,85341,71910774.0,0.83,0.19,8.78,0.83,0.12,600398.SH,1,海澜之家,8.47,8.4,8.45,8.43,37304856210,37304856210,0.24,3.06,-6.01,4.2,-1584678.0,10.62,-,-,-,-,2,0.45023696682464454
1886,2,5.57,0.0,0.0,1414432,786981776.0,0.54,0.05,5.91,0.85,0.0,601398.SH,1,工商银行,5.58,5.55,5.57,5.57,1985182851986,1501740023842,0.0,0.89,-0.54,10.52,-47469467.0,6.51,-,-,-,-,2,0.44991023339317765
3043,2,4.9,-0.81,-0.04,63232,31159461.0,1.21,0.35,16.38,0.7,-0.2,002004.SZ,0,华邦健康,4.96,4.9,4.96,4.94,9701604036,8863146607,-0.41,1.14,0.82,11.62,-1179625.0,19.58,-,-,-,-,2,0.4489795918367347
3194,2,8.92,-1.0,-0.09,54430,48780739.0,1.66,0.92,21.97,0.64,0.0,000989.SZ,0,九 芝 堂,9.05,8.9,9.05,9.01,7754639785,5252881807,0.11,1.95,-2.83,-5.21,-6929951.0,43.81,-,-,-,-,2,0.4484304932735426
1101,2,6.69,0.75,0.05,58815,39634169.0,2.56,0.42,8.23,0.89,0.15,601567.SH,1,三星医疗,6.82,6.65,6.68,6.64,9276146965,9276146965,0.0,1.23,13.58,25.52,-777552.0,10.77,-,-,-,-,2,0.44843049327354256
1265,2,7.05,0.57,0.04,25585,18046390.0,1.28,0.6,16.11,1.03,0.14,002101.SZ,0,广东鸿图,7.09,7.0,7.02,7.01,3753161730,3000308713,0.14,0.86,-1.26,-9.38,-1523193.0,13.57,-,-,-,-,2,0.44680851063829785
1276,2,19.72,0.56,0.11,102591,201948477.0,1.33,0.06,8.09,0.95,0.1,601088.SH,1,中国神华,19.84,19.58,19.73,19.61,392223315373,325203268473,0.1,1.24,2.98,15.46,-16970935.0,8.69,-,-,-,-,2,0.44624746450304265
1347,2,10.33,0.49,0.05,40731,42019406.0,1.07,0.11,11.4,0.84,0.19,600377.SH,1,宁沪高速,10.37,10.26,10.28,10.28,52039931675,39251591261,0.19,2.14,0.58,10.6,2821631.0,12.48,-,-,-,-,2,0.4453049370764762
3238,2,5.64,-1.05,-0.06,142421,80771579.0,2.46,0.33,7.59,0.9,0.0,600704.SH,1,物产中大,5.75,5.61,5.7,5.7,24289688832,24289688832,0.0,1.32,3.68,30.25,1833817.0,8.84,-,-,-,-,2,0.44326241134751776
2399,2,4.09,-0.24,-0.01,273410,112028919.0,0.98,0.2,11.1,1.04,0.25,600023.SH,1,浙能电力,4.12,4.08,4.11,4.1,55626822051,55626822051,0.0,0.9,-7.88,-10.11,8133061.0,13.26,-,-,-,-,2,0.4400977995110025
1322,2,5.91,0.51,0.03,117916,69869768.0,1.7,0.96,6.49,1.58,0.17,600997.SH,1,开滦股份,5.99,5.89,5.95,5.88,9383897119,7296722400,0.17,0.86,-5.29,9.24,928770.0,6.24,-,-,-,-,2,0.43993231810490696
598,2,6.82,1.64,0.11,20923,14189526.0,2.24,0.83,17.45,1.09,0.15,002790.SZ,0,瑞尔特,6.85,6.7,6.78,6.71,2793472000,1724968960,0.15,1.82,-2.01,6.07,385028.0,15.22,-,-,-,-,2,0.4398826979472141
3360,2,6.39,-1.24,-0.08,42861,27497835.0,1.7,0.47,10.68,0.9,0.16,600987.SH,1,航民股份,6.47,6.36,6.47,6.47,6906432394,5886464805,0.31,1.57,-4.48,17.25,-180275.0,10.1,-,-,-,-,2,0.4381846635367762
1997,2,6.88,0.0,0.0,89386,61853169.0,1.74,0.78,7.21,1.15,0.0,600123.SH,1,兰花科创,6.99,6.87,6.94,6.88,7859712000,7859712000,-0.15,0.77,-2.82,10.61,-4093951.0,7.89,-,-,-,-,2,0.436046511627907
687,2,5.74,1.41,0.08,57592,32926614.0,1.94,0.49,8.69,1.81,0.35,600012.SH,1,皖通高速,5.77,5.66,5.67,5.66,9520421400,6690544000,0.17,0.97,-7.57,-0.69,-2745817.0,8.54,-,-,-,-,2,0.4355400696864111
3526,2,23.0,-1.58,-0.37,12110,27967351.0,2.18,1.27,13.59,0.9,0.09,603587.SH,1,地素时尚,23.42,22.91,23.37,23.37,9223000000,2185000000,0.0,3.05,7.13,9.58,400316.0,15.96,-,-,-,-,2,0.43478260869565216
725,2,9.89,1.33,0.13,15253,15052206.0,1.84,0.24,11.15,0.94,-0.1,002543.SZ,0,万和电气,9.92,9.74,9.74,9.76,7354204000,6239001646,-0.1,2.19,-0.9,3.56,377309.0,13.56,-,-,-,-,2,0.4347826086956521
2315,2,27.8,-0.18,-0.05,108950,302008880.0,2.3,1.83,17.58,0.73,0.0,000513.SZ,0,丽珠集团,28.04,27.4,27.88,27.85,25986402365,16557378203,0.14,2.69,18.3,50.92,-60291303.0,21.88,-,-,-,-,2,0.4316546762589928
2452,2,7.12,-0.28,-0.02,372460,264510533.0,0.84,0.39,5.77,0.56,0.0,601939.SH,1,建设银行,7.14,7.08,7.14,7.14,1780078159700,68306842155,0.0,0.94,0.28,17.49,3284859.0,6.8,-,-,-,-,2,0.4297752808988764
1684,2,9.31,0.22,0.02,12781,11917141.0,0.86,0.17,18.66,0.7,0.11,002293.SZ,0,罗莱生活,9.36,9.28,9.32,9.29,7738135546,7176797261,0.0,2.09,-5.1,24.13,-1091677.0,14.78,-,-,-,-,2,0.4296455424274973
2801,2,28.0,-0.57,-0.16,71417,200443218.0,1.67,0.24,4.96,0.64,0.04,600340.SH,1,华夏幸福,28.4,27.93,28.39,28.16,84053807852,82738507852,0.04,2.38,-5.44,15.46,-10089760.0,6.32,-,-,-,-,2,0.42857142857142855
1798,2,8.42,0.12,0.01,12449,10484336.0,0.95,0.31,15.35,0.86,0.12,002561.SZ,0,徐家汇,8.46,8.38,8.39,8.41,3500724460,3344000011,0.0,1.6,-0.94,14.71,-691255.0,15.8,-,-,-,-,2,0.4275534441805226
3495,2,5.86,-1.51,-0.09,341813,201459872.0,2.52,0.54,8.93,0.8,0.17,000157.SZ,0,中联重科,5.99,5.84,5.99,5.95,46008051145,37061693306,0.34,1.31,2.99,77.04,-46459157.0,12.33,-,-,-,-,2,0.4266211604095563
1861,2,14.18,0.0,0.0,4732,6721780.0,1.83,0.21,18.43,0.52,0.07,603788.SH,1,宁波高发,14.38,14.12,14.16,14.18,3262735742,3262735742,0.0,1.79,3.81,2.38,-631781.0,22.11,-,-,-,-,2,0.4231311706629055
1052,2,47.27,0.81,0.38,139527,665020352.0,2.35,0.98,13.2,0.98,0.15,600309.SH,1,万华化学,48.28,47.18,47.22,46.89,148415823011,67300965973,0.08,3.91,12.6,81.88,-17963018.0,25.91,-,-,-,-,2,0.4231013327691982
1527,2,5.95,0.34,0.02,186792,109705302.0,2.87,3.0,17.99,0.46,0.17,002688.SZ,0,金河生物,5.96,5.79,5.9,5.93,3779973447,3708502511,-0.17,2.32,13.98,41.33,-17184149.0,20.6,-,-,-,-,2,0.42016806722689076
664,2,5.51,1.47,0.08,245053,134816243.0,1.84,1.2,14.57,1.81,0.0,600409.SH,1,三友化工,5.54,5.44,5.45,5.43,11374565458,11225646540,0.18,1.04,-4.51,0.36,-3775672.0,14.26,-,-,-,-,2,0.4192377495462795
3496,2,7.16,-1.51,-0.11,325260,234375304.0,2.34,0.46,10.45,0.99,0.28,000069.SZ,0,华侨城Ａ,7.29,7.12,7.25,7.27,58729945931,50239428148,0.42,0.98,-0.14,18.35,-19195367.0,5.16,-,-,-,-,2,0.41899441340782123
1385,2,4.42,0.45,0.02,88492,39188298.0,1.14,0.76,9.43,0.86,0.0,600308.SH,1,华泰股份,4.45,4.4,4.45,4.4,5160621472,5160621472,0.0,0.66,-4.54,6.0,-5213807.0,8.31,-,-,-,-,2,0.41855203619909503
2783,2,7.17,-0.55,-0.04,256972,184417693.0,1.53,0.21,4.85,0.94,0.28,600606.SH,1,绿地控股,7.23,7.12,7.2,7.21,87245666940,87245666940,0.28,1.26,8.64,23.41,-21545953.0,6.1,-,-,-,-,2,0.41841004184100417
2868,2,6.34,-0.63,-0.04,144247,91925102.0,1.72,0.83,7.34,0.96,0.0,600970.SH,1,中材国际,6.43,6.32,6.4,6.38,11028898228,11012924997,-0.16,1.19,-4.8,21.69,-4282645.0,7.5,-,-,-,-,2,0.41798107255520506
2915,2,20.58,-0.68,-0.14,10959,22682402.0,2.51,0.95,20.86,0.73,-0.29,603801.SH,1,志邦家居,20.97,20.45,20.94,20.72,4596200549,2384166822,0.0,2.67,3.16,24.43,-575965.0,15.95,-,-,-,-,2,0.41788143828960156
777,2,23.94,1.23,0.29,69273,168371167.0,4.02,3.09,17.2,1.89,0.13,603393.SH,1,新天然气,24.77,23.82,24.19,23.65,5362560000,5362560000,0.0,2.37,1.01,13.62,2567360.0,13.82,-,-,-,-,2,0.4177109440267335
1880,2,8.39,0.0,0.0,94521,79266039.0,0.72,0.51,6.05,0.8,0.24,601838.SH,1,成都银行,8.42,8.36,8.41,8.39,30306788692,15661063187,-0.12,0.97,-3.89,8.96,-4829007.0,6.02,-,-,-,-,2,0.41716328963051247
3046,2,7.3,-0.82,-0.06,63753,46817974.0,1.77,0.3,18.99,0.62,-0.14,002085.SZ,0,万丰奥威,7.4,7.27,7.37,7.36,15964221649,15430269208,-0.14,2.69,0.83,-2.01,-3900798.0,19.42,-,-,-,-,2,0.4157019178082192
2603,2,9.65,-0.41,-0.04,32761,31746111.0,1.34,0.78,23.82,0.69,0.1,600479.SH,1,千金药业,9.76,9.63,9.71,9.69,4038593679,4038593679,0.0,2.05,0.31,31.11,1386318.0,14.81,-,-,-,-,2,0.41450777202072536
546,2,18.17,1.79,0.32,11166,20334295.0,2.97,1.81,15.93,1.53,-0.16,603037.SH,1,凯众股份,18.47,17.94,17.99,17.85,1922816629,1120320373,-0.06,2.6,-0.55,5.95,3210356.0,17.92,-,-,-,-,2,0.41276829939460646
3275,2,16.96,-1.11,-0.19,13849,23665486.0,1.63,1.56,16.8,0.96,-0.12,603365.SH,1,水星家纺,17.19,16.91,17.11,17.15,4522723200,1502384640,-0.12,2.06,-8.03,17.53,-730382.0,15.08,-,-,-,-,2,0.41273584905660377
2600,2,4.86,-0.41,-0.02,516545,252589446.0,2.05,1.62,4.21,1.67,0.0,600782.SH,1,新钢股份,4.93,4.83,4.85,4.88,15497192303,15497192303,-0.41,0.77,-1.82,-0.61,11722423.0,2.77,-,-,-,-,2,0.4115226337448559
2495,2,6.32,-0.32,-0.02,267423,169200270.0,2.37,0.9,7.44,1.26,0.48,600466.SH,1,蓝光发展,6.42,6.27,6.35,6.34,18859562781,18859562781,0.48,1.54,-1.4,23.44,-11551867.0,6.57,-,-,-,-,2,0.4113924050632911
651,2,6.08,1.5,0.09,357210,219681739.0,3.34,2.23,9.03,2.96,0.0,000059.SZ,0,华锦股份,6.24,6.04,6.16,5.99,9724610625,9724589612,0.0,0.73,-6.46,6.85,-24970317.0,11.7,-,-,-,-,2,0.41118421052631576
3740,2,20.44,-2.76,-0.58,60031,123562570.0,2.9,4.85,14.54,1.07,-0.05,603458.SH,1,勘设股份,21.03,20.42,21.03,21.02,3738284416,2528742817,0.0,1.62,-14.19,0.79,-8186072.0,12.12,-,-,-,-,2,0.410958904109589
275,2,4.05,3.05,0.12,166102,66635519.0,4.07,2.27,25.6,2.14,0.0,600981.SH,1,汇鸿集团,4.07,3.91,3.95,3.93,9081854428,2959951333,0.25,1.77,-11.57,13.13,1457114.0,7.92,-,-,-,-,2,0.4074074074074074
1695,2,4.91,0.2,0.01,82868,40727132.0,1.02,0.97,35.55,0.82,0.2,002585.SZ,0,双星新材,4.94,4.89,4.91,4.9,5677325397,4184263761,0.0,0.75,-5.94,0.2,-541863.0,23.17,-,-,-,-,2,0.40733197556008144
2048,2,15.99,0.0,0.0,6496,10373207.0,0.88,0.54,17.59,0.79,0.06,002728.SZ,0,特一药业,16.04,15.9,16.01,15.99,3212458862,1916069612,0.0,3.18,-3.96,28.23,-1201261.0,18.78,-,-,-,-,2,0.4065040650406504
2722,2,3.97,-0.5,-0.02,726967,289146272.0,1.25,0.18,5.1,0.77,0.0,601818.SH,1,光大银行,4.0,3.95,3.98,3.99,208382560756,158047980821,0.25,0.7,2.58,12.15,-20668432.0,5.78,-,-,-,-,2,0.40554156171284633
165,2,25.92,4.1,1.02,163971,417587200.0,5.58,0.52,12.15,1.01,-0.08,600741.SH,1,华域汽车,26.09,24.7,25.01,24.9,81718605665,81718605665,0.08,1.92,23.14,49.39,18332185.0,12.35,-,-,-,-,2,0.40509259259259256
962,2,30.39,0.93,0.28,47675,145039521.0,1.96,0.59,12.85,0.88,-0.03,600566.SH,1,济川药业,30.67,30.08,30.28,30.11,24765472499,24765472499,-0.03,4.62,2.7,-5.91,-2040863.0,13.69,-,-,-,-,2,0.4047384007897335
1633,2,8.16,0.25,0.02,58652,48028871.0,1.47,0.25,17.1,1.05,0.0,600021.SH,1,上海电力,8.25,8.13,8.15,8.14,21356059848,19153529849,-0.12,1.37,-3.77,5.02,1290995.0,7.05,-,-,-,-,2,0.4044117647058823
3029,2,3.72,-0.8,-0.03,31006,11563781.0,1.87,0.42,51.11,0.74,0.0,002586.SZ,0,ST围海,3.77,3.7,3.77,3.75,4256512216,2735743621,0.0,0.84,-9.27,-14.87,-847014.0,21.85,-,-,-,-,2,0.4032258064516129
2125,2,4.98,0.0,0.0,64842,32474418.0,2.61,0.72,10.83,1.09,0.0,000822.SZ,0,山东海化,5.08,4.95,5.04,4.98,4457557791,4457557791,0.0,1.31,-4.96,7.1,-3553344.0,10.24,-,-,-,-,2,0.4016064257028112
1509,2,37.43,0.35,0.13,7030,26386640.0,1.72,0.16,24.21,0.95,0.03,603868.SH,1,飞科电器,37.84,37.2,37.51,37.3,16304508000,16304508000,-0.05,7.15,-3.68,2.04,1250084.0,20.81,-,-,-,-,2,0.4007480630510286
2645,2,42.23,-0.45,-0.19,106383,448997504.0,1.2,0.27,7.33,0.5,0.31,600585.SH,1,海螺水泥,42.5,41.99,42.42,42.42,223789547911,168907439911,0.09,1.88,5.15,53.06,-7384730.0,6.96,-,-,-,-,2,0.4001894387875918
1940,2,3.65,0.0,0.0,27262,9970621.0,1.1,0.32,9.26,1.18,0.0,600665.SH,1,天地源,3.68,3.64,3.64,3.65,3154047202,3154047202,0.0,0.92,-8.75,10.94,86845.0,8.61,-,-,-,-,2,0.4
1123,2,12.55,0.72,0.09,155895,195470098.0,2.01,1.66,8.72,0.8,0.4,002440.SZ,0,闰土股份,12.64,12.39,12.51,12.46,14438775000,11763203001,0.0,1.75,-0.24,47.65,12555153.0,10.07,-,-,-,-,2,0.398406374501992
2922,2,5.8,-0.68,-0.04,159917,92664591.0,1.2,0.05,5.01,0.88,0.35,601998.SH,1,中信银行,5.84,5.77,5.84,5.84,283821820123,185049951531,0.17,0.7,-1.02,11.11,5530263.0,6.03,-,-,-,-,2,0.396551724137931
1391,2,4.49,0.45,0.02,404162,181165331.0,2.24,0.45,14.35,0.99,0.22,600025.SH,1,华能水电,4.52,4.42,4.47,4.47,80820000000,40086720000,0.0,1.94,15.13,49.67,-20890972.0,10.43,-,-,-,-,2,0.39643652561247217
1067,2,7.58,0.8,0.06,326136,248135341.0,2.66,2.03,12.37,0.89,-0.13,002099.SZ,0,海翔药业,7.72,7.52,7.55,7.52,12269861618,12161660150,0.0,2.25,4.55,79.62,26112624.0,14.87,-,-,-,-,2,0.39577836411609496
2673,2,6.36,-0.47,-0.03,120856,76938381.0,1.25,1.57,15.31,0.78,0.16,600351.SH,1,亚宝药业,6.41,6.33,6.41,6.39,4897200146,4897200146,0.16,1.73,1.44,18.22,-2680239.0,17.0,-,-,-,-,2,0.3930817610062893
3319,2,5.1,-1.16,-0.06,154239,78573096.0,2.91,1.01,23.65,0.8,0.39,002303.SZ,0,美盈森,5.18,5.03,5.15,5.16,7809750794,7806867509,0.2,1.61,0.39,14.61,-11585432.0,19.93,-,-,-,-,2,0.3921568627450981
2823,2,20.21,-0.59,-0.12,71006,143483907.0,1.03,0.09,16.33,0.6,0.15,001979.SZ,0,招商蛇口,20.34,20.13,20.3,20.33,159943531921,159934884891,0.15,2.71,-1.37,22.04,3501520.0,12.28,-,-,-,-,2,0.3908084611578426
2742,2,3.84,-0.52,-0.02,66607,25719770.0,1.3,0.44,10.48,0.74,-0.26,600210.SH,1,紫江企业,3.88,3.83,3.86,3.86,5824266847,5824266847,-0.26,1.36,-3.52,10.03,-3838255.0,14.09,-,-,-,-,2,0.390625
3648,2,7.68,-2.04,-0.16,78741,61009466.0,3.57,0.68,13.43,1.14,0.0,601886.SH,1,江河集团,7.95,7.67,7.81,7.84,8863104000,8863104000,0.0,1.13,0.79,6.82,-2422908.0,14.21,-,-,-,-,2,0.390625
2814,2,10.26,-0.58,-0.06,158249,161798915.0,1.26,0.89,12.96,0.58,0.1,600598.SH,1,北大荒,10.28,10.15,10.27,10.32,18238995866,18238995866,0.1,2.8,-8.47,25.74,-11362842.0,18.97,-,-,-,-,2,0.38986354775828463
454,2,9.0,2.16,0.19,20141,18017024.0,2.38,0.9,21.97,1.15,0.22,002612.SZ,0,朗姿股份,9.02,8.81,8.81,8.81,3915636696,2015473950,0.0,1.25,-1.64,4.29,748777.0,20.84,-,-,-,-,2,0.3888888888888889
216,2,9.65,3.54,0.33,70492,67577684.0,4.08,4.09,9.86,2.38,0.1,603035.SH,1,常熟汽饰,9.73,9.35,9.4,9.32,2702000000,1661869250,0.0,1.06,1.47,-17.73,-4902690.0,12.87,-,-,-,-,2,0.38860103626943004
3413,2,15.51,-1.34,-0.21,69906,108995940.0,3.05,0.49,27.51,1.27,0.06,002372.SZ,0,伟星新材,15.79,15.31,15.76,15.72,24398982444,21941806025,0.13,7.29,-5.37,24.78,-13687849.0,23.55,-,-,-,-,2,0.3868471953578337
2301,2,17.86,-0.17,-0.03,456092,813579152.0,0.95,0.24,5.17,0.64,0.06,601166.SH,1,兴业银行,17.96,17.79,17.95,17.89,371027046813,340274734373,0.11,0.82,-3.72,25.33,-78935342.0,5.9,-,-,-,-,2,0.3863381858902576
