,f1,f2,今日涨幅,价格变动,成交量,成交额,f7,换手,市盈(动),量比,f11,f12,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,流通市值,总市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,gxl
2429,2,11.17,-0.27,-0.03,54578,61272674.0,3.75,1.78,49.33,1.24,-0.18,002324.SZ,0,普利特,11.46,11.04,11.38,11.2,5899518795,3426707166,0.0,2.56,6.58,48.34,-5558191.0,133.92,-,-,-,-,2,0.17905102954341987
1895,2,3.91,0.0,0.0,30185,11792750.0,1.02,0.32,16.04,0.97,0.26,601199.SH,1,江南水务,3.93,3.89,3.92,3.91,3656672242,3656672242,0.0,1.31,-3.22,12.03,-719148.0,16.86,-,-,-,-,2,0.17902813299232734
3700,2,86.79,-2.36,-2.1,171897,1494311648.0,2.45,1.18,23.12,1.19,0.09,000568.SZ,0,泸州老窖,88.58,86.4,88.58,88.89,127125867392,126722538553,0.06,8.33,16.89,121.91,-280984181.0,29.78,-,-,-,-,2,0.1785920036870607
2412,2,3.92,-0.25,-0.01,39511,15487302.0,1.53,0.59,23.39,0.73,0.26,600361.SH,1,华联综超,3.95,3.89,3.92,3.93,2609967039,2609967039,0.26,0.97,-4.62,18.07,-868520.0,26.67,-,-,-,-,2,0.17857142857142858
2727,2,3.92,-0.51,-0.02,87158,34329667.0,1.78,0.89,16.34,1.09,0.0,601789.SH,1,宁波建工,3.97,3.9,3.94,3.94,3826233600,3826233600,-0.25,1.38,-8.84,29.37,-1735152.0,16.97,-,-,-,-,2,0.17857142857142858
3310,2,14.58,-1.15,-0.17,536294,783175440.0,2.58,0.64,9.04,0.7,0.14,600031.SH,1,三一重工,14.85,14.47,14.79,14.75,122035565079,121920948681,0.21,3.26,13.29,80.45,-114170864.0,12.88,-,-,-,-,2,0.17832647462277093
799,2,71.69,1.17,0.83,10449,74625595.0,2.68,0.17,35.12,0.74,0.08,002032.SZ,0,苏 泊 尔,71.96,70.06,70.99,70.86,58866086348,43728293567,0.01,9.91,-7.13,39.26,-500333.0,33.28,-,-,-,-,2,0.17826754080066953
133,2,8.42,4.6,0.37,134183,112149870.0,7.58,5.14,25.06,1.87,0.0,603987.SH,1,康德莱,8.66,8.05,8.06,8.05,3718347780,2197145280,0.0,2.76,12.12,34.29,9279255.0,23.51,-,-,-,-,2,0.17814726840855108
1359,2,8.42,0.48,0.04,54559,46237254.0,2.63,0.89,10.42,1.01,0.24,600295.SH,1,鄂尔多斯,8.59,8.37,8.58,8.38,11454395407,5153040000,0.12,1.01,0.6,14.56,732028.0,9.59,-,-,-,-,2,0.17814726840855108
1712,2,5.35,0.19,0.01,51547,27589842.0,1.12,1.05,38.2,0.76,0.38,300057.SZ,0,万顺新材,5.38,5.32,5.34,5.34,3567619712,2624870479,0.0,1.09,-2.9,5.11,-1063982.0,28.01,-,-,-,-,2,0.17795121495327104
2940,2,5.62,-0.71,-0.04,135743,76156194.0,3.0,2.83,153.93,0.81,0.18,002442.SZ,0,龙星化工,5.71,5.54,5.58,5.66,2697600000,2695083645,0.0,2.2,2.93,-24.66,-5157765.0,34.47,-,-,-,-,2,0.17793594306049823
2708,2,10.12,-0.49,-0.05,55928,56641653.0,1.28,0.4,16.15,0.77,0.1,600037.SH,1,歌华有线,10.2,10.07,10.16,10.17,14084792186,14084792186,-0.1,1.06,-4.17,20.33,-252830.0,18.42,-,-,-,-,2,0.17786561264822137
3158,2,16.89,-0.94,-0.16,50402,85247904.0,1.58,6.85,35.39,0.65,-0.06,002937.SZ,0,兴瑞科技,17.08,16.81,17.08,17.05,4972416000,1243104000,-0.06,5.85,-5.91,21.25,-8146698.0,37.78,-,-,-,-,2,0.17761989342806395
3113,2,5.63,-0.88,-0.05,222195,124303333.0,3.87,3.43,33.39,1.04,0.36,300021.SZ,0,大禹节水,5.72,5.5,5.67,5.68,4489140668,3650644061,0.0,3.14,-10.92,39.01,-19985267.0,40.11,-,-,-,-,2,0.17761989342806395
3402,2,4.51,-1.31,-0.06,102277,46399755.0,3.06,1.91,30.32,0.71,-0.22,300129.SZ,0,泰胜风能,4.61,4.47,4.61,4.57,3243381185,2412888561,-0.22,1.46,9.47,62.23,-4843289.0,62.16,-,-,-,-,2,0.17738359201773837
3634,2,5.92,-1.99,-0.12,252725,150677051.0,2.81,3.95,17.17,0.65,0.0,600710.SH,1,苏美达,6.07,5.9,6.04,6.04,7735956649,3790481280,0.0,1.72,-3.58,64.9,-11255674.0,16.28,-,-,-,-,2,0.17736486486486489
1135,2,11.35,0.71,0.08,11069,12568725.0,1.86,0.46,25.27,0.95,0.27,603680.SH,1,今创集团,11.48,11.27,11.27,11.27,8980409425,2721380658,0.09,2.41,-6.04,-5.34,1218023.0,20.98,-,-,-,-,2,0.1762114537444934
3018,2,11.35,-0.79,-0.09,137471,156581661.0,1.49,1.93,41.7,0.82,0.0,600141.SH,1,兴发集团,11.49,11.32,11.41,11.44,10380846314,8099893371,0.0,1.25,8.82,12.49,1810446.0,30.34,-,-,-,-,2,0.1762114537444934
1874,2,6.82,0.0,0.0,11368,7758338.0,2.05,0.28,102.34,0.76,0.15,603015.SH,1,弘讯科技,6.86,6.72,6.83,6.82,2776340160,2756773580,0.15,2.34,-5.93,16.58,-84010.0,114.21,-,-,-,-,2,0.1759530791788856
1406,2,11.43,0.44,0.05,26473,30239529.0,0.88,1.37,25.32,0.83,-0.09,603693.SH,1,江苏新能,11.47,11.37,11.44,11.38,7063740000,2205990000,-0.09,1.58,-8.92,-15.89,-973839.0,25.1,-,-,-,-,2,0.17497812773403326
362,2,4.86,2.53,0.12,383504,186074645.0,3.8,1.43,9.68,1.62,0.0,600277.SH,1,亿利洁能,4.93,4.75,4.77,4.74,13311249124,12995664713,-0.21,0.88,-3.38,-12.9,-6682459.0,13.02,-,-,-,-,2,0.17489711934156377
330,2,11.44,2.69,0.3,45912,51929427.0,2.69,3.38,24.62,1.09,0.35,603289.SH,1,泰瑞机器,11.44,11.14,11.14,11.14,3052192000,1553249778,0.09,3.14,27.96,47.61,3038398.0,25.66,-,-,-,-,2,0.17482517482517484
2552,2,2.69,-0.37,-0.01,72597,19564244.0,1.85,0.11,15.18,0.59,0.37,600317.SH,1,营口港,2.72,2.67,2.72,2.7,17412324278,17412324278,0.0,1.46,-3.93,21.72,-1157750.0,14.24,-,-,-,-,2,0.17472118959107807
3269,2,20.62,-1.1,-0.23,47101,97719779.0,1.77,0.85,14.35,0.72,-0.19,002597.SZ,0,金禾实业,20.97,20.6,20.88,20.85,11521838369,11399855233,0.0,2.97,8.24,32.78,889296.0,14.96,-,-,-,-,2,0.1745877788554801
226,2,16.09,3.41,0.53,53824,86481851.0,4.31,9.91,47.56,1.7,0.06,603110.SH,1,东方材料,16.35,15.68,15.82,15.56,2312670084,873695689,0.12,3.81,6.27,56.21,1970148.0,57.82,-,-,-,-,2,0.17402113113735238
2077,2,34.5,0.0,0.0,402829,1396083504.0,3.07,0.5,38.23,0.89,0.0,002415.SZ,0,海康威视,35.16,34.1,34.99,34.5,322402869012,278553234048,0.09,8.83,25.91,37.12,-103978352.0,28.23,-,-,-,-,2,0.17391304347826086
1652,2,8.63,0.23,0.02,48569,42073786.0,1.63,0.92,24.24,0.67,0.0,002158.SZ,0,汉钟精机,8.75,8.61,8.71,8.61,4619367345,4561563191,0.0,2.59,-3.68,22.93,1233426.0,23.89,-,-,-,-,2,0.17381228273464658
253,2,5.76,3.23,0.18,267605,151902082.0,5.56,7.15,4.53,1.24,0.35,600781.SH,1,ST辅仁,5.84,5.53,5.58,5.58,3612427269,2155756159,0.0,0.63,-48.57,-54.47,898100.0,4.32,-,-,-,-,2,0.1736111111111111
2743,2,17.28,-0.52,-0.09,6523,11312721.0,1.84,0.98,35.24,0.82,0.0,002718.SZ,0,友邦吊顶,17.5,17.18,17.3,17.37,2271418485,1147283222,0.0,1.9,-6.19,-5.05,-1519586.0,27.11,-,-,-,-,2,0.1736111111111111
960,2,8.65,0.93,0.08,129453,112690717.0,1.63,2.07,19.96,1.17,0.0,600846.SH,1,同济科技,8.77,8.63,8.63,8.57,5404187113,5404187113,-0.12,2.43,-6.08,23.57,-5223942.0,16.92,-,-,-,-,2,0.17341040462427745
504,2,8.67,2.0,0.17,57516,50307110.0,3.29,1.82,18.9,3.82,-0.12,002403.SZ,0,爱仕达,8.9,8.62,8.82,8.5,3037281345,2736413921,0.0,1.36,2.12,13.48,-636302.0,22.17,-,-,-,-,2,0.17301038062283738
2180,2,5.02,0.0,0.0,94965,47713215.0,0.8,0.49,984.54,0.74,0.0,000516.SZ,0,国际医学,5.05,5.01,5.02,5.02,9894667496,9683588233,0.0,1.83,-3.09,3.29,-7885434.0,-511.41,-,-,-,-,2,0.17287011952191236
3089,2,39.35,-0.86,-0.34,24562,97426273.0,2.04,10.74,49.66,0.75,0.03,002952.SZ,0,亚世光电,40.02,39.21,39.79,39.69,4311186000,899541000,0.08,5.71,-1.28,26.36,-8072995.0,42.91,-,-,-,-,2,0.17280813214739515
2965,2,5.44,-0.73,-0.04,237350,129769120.0,2.01,1.38,-8.17,0.77,-0.18,002310.SZ,0,东方园林,5.53,5.42,5.49,5.48,14608913302,9328956987,0.0,1.29,-11.4,-20.82,-24884301.0,388.27,-,-,-,-,2,0.1727941176470588
2688,2,10.42,-0.48,-0.05,7477,7805562.0,2.48,0.33,144.62,0.54,0.29,600097.SH,1,开创国际,10.58,10.32,10.53,10.47,2510558945,2357765004,0.1,1.56,0.39,3.07,-915453.0,19.1,-,-,-,-,2,0.1727447216890595
3219,2,17.37,-1.03,-0.18,154593,269652816.0,1.65,1.02,14.62,0.66,0.0,600535.SH,1,天士力,17.64,17.35,17.61,17.55,26275012398,26275012398,0.0,2.39,3.09,-8.1,-33375114.0,17.3,-,-,-,-,2,0.17271157167530224
94,2,16.31,5.23,0.81,391068,629834208.0,6.45,2.09,22.33,3.49,-0.12,600977.SH,1,中国电影,16.49,15.49,15.51,15.5,30450770000,30450770000,0.06,2.75,7.59,16.17,71451006.0,20.17,-,-,-,-,2,0.17228694052728388
853,2,12.84,1.1,0.14,9573,12311305.0,1.89,1.53,18.59,0.95,0.23,603928.SH,1,兴业股份,12.98,12.74,12.74,12.7,2588544000,805986060,0.23,2.06,-7.82,-9.13,-185224.0,18.81,-,-,-,-,2,0.17133956386292837
3335,2,5.84,-1.18,-0.07,112811,66114675.0,2.03,0.54,20.04,1.77,0.0,000690.SZ,0,宝新能源,5.93,5.81,5.91,5.91,12707185114,12171276457,0.17,1.42,-13.22,-11.92,-6386831.0,43.49,-,-,-,-,2,0.17123287671232876
561,2,5.84,1.74,0.1,96825,56056938.0,2.26,1.1,10.26,0.91,0.17,002083.SZ,0,孚日股份,5.84,5.71,5.74,5.74,5302720029,5119775839,0.0,1.51,2.46,20.91,4627947.0,10.61,-,-,-,-,2,0.17123287671232876
1005,2,5.85,0.86,0.05,52389,30715542.0,1.72,0.84,34.33,0.63,-0.17,002549.SZ,0,凯美特气,5.92,5.82,5.82,5.8,3648645000,3628374311,-0.17,3.91,-3.78,10.17,1699317.0,35.21,-,-,-,-,2,0.17094017094017094
2728,2,5.87,-0.51,-0.03,100619,59345909.0,1.53,0.92,13.41,1.11,0.0,000600.SZ,0,建投能源,5.94,5.85,5.94,5.9,10516846827,6398559020,-0.17,0.94,-16.62,19.31,-8424531.0,16.54,-,-,-,-,2,0.17035775127768313
3215,2,3.88,-1.02,-0.04,195612,76145140.0,1.79,0.28,11.58,0.91,0.0,600027.SH,1,华电国际,3.93,3.86,3.92,3.92,38268349414,27143483046,0.0,0.89,2.11,-17.09,-5869043.0,16.21,-,-,-,-,2,0.17010309278350516
1267,2,3.53,0.57,0.02,75146,26516759.0,1.14,0.94,33.93,0.9,0.28,000521.SZ,0,长虹美菱,3.55,3.51,3.51,3.51,3687430520,2831811096,0.0,0.74,-2.75,21.72,2032515.0,87.16,-,-,-,-,2,0.16997167138810199
3438,2,3.53,-1.4,-0.05,148965,52929154.0,2.23,0.79,10.79,1.14,0.0,002489.SZ,0,浙江永强,3.6,3.52,3.56,3.58,7680349856,6631763179,-0.28,2.3,0.86,36.82,-11529682.0,26.34,-,-,-,-,2,0.16997167138810199
372,2,35.35,2.49,0.86,73900,261789712.0,4.12,3.65,15.95,0.69,-0.08,603026.SH,1,石大胜华,36.28,34.86,35.19,34.49,7164738000,7164738000,0.06,4.16,9.58,89.04,-7778220.0,24.02,-,-,-,-,2,0.16973125884016974
3389,2,35.37,-1.28,-0.46,6885,24567926.0,1.81,2.95,21.58,0.54,-0.03,603351.SH,1,威尔药业,36.0,35.35,35.83,35.83,3301201651,825301651,0.03,2.78,-0.45,-0.37,-2202754.0,25.96,-,-,-,-,2,0.16963528413910095
3791,2,5.9,-3.91,-0.24,97648,57333026.0,4.07,2.68,68.56,2.17,-0.17,600232.SH,1,金鹰股份,6.0,5.75,6.0,6.14,2151839410,2151839410,0.0,1.96,-1.99,20.41,-372529.0,81.01,-,-,-,-,2,0.1694915254237288
3289,2,7.03,-1.13,-0.08,28352,19995284.0,1.83,0.4,12.55,1.29,0.14,600168.SH,1,武汉控股,7.14,7.01,7.1,7.11,4988274935,4988274935,0.14,0.99,-5.13,24.87,-746444.0,16.1,-,-,-,-,2,0.1692745376955903
1781,2,14.81,0.14,0.02,23975,35631344.0,2.57,2.2,31.21,0.71,-0.2,603912.SH,1,佳力图,15.06,14.68,15.0,14.79,3213814430,1615593280,-0.2,4.4,-3.64,12.97,-1526314.0,29.86,-,-,-,-,2,0.1688048615800135
1930,2,6.4,0.0,0.0,69479,44534691.0,1.41,0.35,15.18,1.31,-0.16,600717.SH,1,天津港,6.46,6.37,6.42,6.4,12862226842,12862226842,0.0,0.79,-1.39,10.34,46764.0,22.3,-,-,-,-,2,0.16875
393,2,10.75,2.38,0.25,46399,49589450.0,3.14,5.07,14.32,2.12,0.37,603856.SH,1,东宏股份,10.81,10.48,10.5,10.5,2756456950,982861750,0.0,1.72,2.58,-13.38,2191792.0,16.11,-,-,-,-,2,0.16837209302325581
416,2,8.91,2.3,0.2,121122,107385807.0,2.99,1.45,24.63,1.73,0.34,002320.SZ,0,海峡股份,8.98,8.72,8.88,8.71,8826575421,7462532855,0.0,2.37,-1.0,0.45,11515017.0,44.23,-,-,-,-,2,0.16835016835016836
26,2,5.94,10.0,0.54,340489,202111006.0,1.48,10.62,35.67,5.54,0.0,300164.SZ,0,通源石油,5.94,5.86,5.94,5.4,2680140824,1903970944,0.0,1.6,-9.73,-2.94,44570373.0,35.52,-,-,-,-,2,0.16835016835016833
2451,2,3.57,-0.28,-0.01,55636,19815650.0,1.4,0.36,32.88,1.27,0.56,000797.SZ,0,中国武夷,3.59,3.54,3.58,3.58,5612256977,5566337174,0.28,1.14,-6.79,-4.55,1435798.0,18.05,-,-,-,-,2,0.16806722689075632
3304,2,51.8,-1.15,-0.6,29741,154611354.0,2.1,0.96,12.8,1.1,0.0,600486.SH,1,扬农化工,52.8,51.7,52.8,52.4,16052763383,16052763383,0.06,3.4,-3.2,40.8,-22792557.0,16.72,-,-,-,-,2,0.16795366795366795
2555,2,2.68,-0.37,-0.01,79249,21312519.0,1.49,0.45,17.92,0.74,0.0,000903.SZ,0,云内动力,2.71,2.67,2.7,2.69,5281746297,4736182907,0.0,0.95,-6.62,13.56,-6566436.0,26.01,-,-,-,-,2,0.16791044776119401
167,2,8.17,4.08,0.32,807591,657923008.0,8.41,6.78,30.01,1.59,0.12,600667.SH,1,太极实业,8.49,7.83,7.91,7.85,17207573754,9732710802,0.0,2.66,6.38,64.39,48144348.0,26.29,-,-,-,-,2,0.16768665850673195
3530,2,20.89,-1.6,-0.34,110686,229934504.0,3.34,4.87,46.84,0.74,-0.1,300127.SZ,0,银河磁体,21.23,20.52,21.23,21.23,6750527460,4744393495,0.0,5.7,-3.29,100.87,-24776450.0,45.1,-,-,-,-,2,0.1675442795595979
1748,2,71.68,0.17,0.12,18601,132805757.0,2.25,4.51,33.62,0.62,0.39,300761.SZ,0,立华股份,72.49,70.88,72.0,71.56,28950118400,2958950400,0.01,5.52,28.34,144.22,-1328059.0,24.28,-,-,-,-,2,0.16741071428571427
1341,2,20.36,0.49,0.1,41602,84790827.0,1.73,3.99,25.59,0.72,0.1,603650.SH,1,彤程新材,20.56,20.21,20.41,20.26,11930705500,2122122800,0.1,6.1,-11.44,4.46,-4193034.0,28.06,-,-,-,-,2,0.16699410609037327
144,2,8.99,4.41,0.38,286910,253970706.0,4.3,4.89,14.36,4.33,0.11,600285.SH,1,羚锐制药,9.02,8.65,8.66,8.61,5272177751,5272177751,-0.11,2.36,5.76,21.98,-6336425.0,18.82,-,-,-,-,2,0.1668520578420467
839,2,17.99,1.12,0.2,30847,55763059.0,3.99,4.41,52.62,1.4,0.0,603348.SH,1,文灿股份,18.5,17.79,17.85,17.79,3957800000,1259300000,-0.06,1.97,-10.54,-18.93,-652903.0,38.51,-,-,-,-,2,0.16675931072818234
772,2,9.0,1.24,0.11,27012,24165162.0,1.57,0.46,23.0,1.03,0.22,600619.SH,1,海立股份,9.0,8.86,8.89,8.89,7796795895,5239269423,0.11,1.83,-1.64,8.17,2734404.0,24.97,-,-,-,-,2,0.16666666666666666
3337,2,8.34,-1.18,-0.1,54432,45457054.0,2.13,0.43,12.33,1.43,0.0,000685.SZ,0,中山公用,8.47,8.29,8.44,8.44,12302428667,10451937433,0.0,0.99,-5.44,21.57,599394.0,15.51,-,-,-,-,2,0.16666666666666666
2622,2,21.04,-0.43,-0.09,10532,22279763.0,1.99,1.93,24.5,0.7,0.14,603301.SH,1,振德医疗,21.37,20.95,21.09,21.13,2945600000,1146795720,-0.14,2.56,-2.41,-6.2,-799977.0,21.31,-,-,-,-,2,0.16634980988593157
300,2,5.02,2.87,0.14,357606,178661192.0,3.28,1.79,20.4,1.89,0.6,600006.SH,1,东风汽车,5.07,4.91,4.91,4.88,10040000000,10040000000,0.4,1.39,0.6,42.61,12015630.0,19.74,-,-,-,-,2,0.1659362549800797
3501,2,60.3,-1.52,-0.93,7697,46438268.0,2.43,4.18,29.03,0.78,0.37,603180.SH,1,金牌厨柜,61.39,59.9,61.23,61.23,4053117624,1110513201,0.03,4.13,4.85,5.75,2015107.0,18.53,-,-,-,-,2,0.16583747927031509
1464,2,7.84,0.38,0.03,12442,9738464.0,0.77,0.23,34.13,0.56,0.38,600628.SH,1,新世界,7.85,7.79,7.82,7.81,5071503011,4169306277,0.26,1.15,11.36,26.25,1190213.0,33.49,-,-,-,-,2,0.16581632653061226
1352,2,37.54,0.48,0.18,22664,85062791.0,1.79,0.88,13.65,0.78,-0.11,603368.SH,1,柳药股份,37.87,37.2,37.45,37.36,9725616975,9621143155,0.24,2.42,12.29,46.76,-1968831.0,15.47,-,-,-,-,2,0.16515716568993075
1430,2,7.27,0.41,0.03,72638,52879645.0,2.49,1.22,29.48,0.74,-0.27,002300.SZ,0,太阳电缆,7.37,7.19,7.26,7.24,4339971900,4339638491,-0.14,3.2,2.25,51.14,-1981676.0,29.9,-,-,-,-,2,0.16506189821182943
2486,2,9.7,-0.31,-0.03,84178,82185008.0,1.54,0.43,17.2,0.59,-0.21,600380.SH,1,健康元,9.83,9.68,9.75,9.73,18798923379,18798923379,-0.1,1.86,15.07,49.0,1935117.0,22.93,-,-,-,-,2,0.16494845360824745
1902,2,9.1,0.0,0.0,38087,34503207.0,0.99,0.47,42.96,0.66,0.11,600965.SH,1,福成股份,9.1,9.01,9.1,9.1,7450178691,7450178691,0.22,3.88,-15.82,-7.52,-2755071.0,46.08,-,-,-,-,2,0.16483516483516483
3297,2,12.15,-1.14,-0.14,95325,115115291.0,3.82,1.19,47.76,0.79,1.08,603456.SH,1,九洲药业,12.39,11.92,12.29,12.29,9791553428,9731585888,1.08,3.6,42.94,97.24,-12809208.0,57.29,-,-,-,-,2,0.1646090534979424
921,2,9.12,1.0,0.09,112864,102899388.0,1.44,0.87,9.66,1.09,0.0,600580.SH,1,卧龙电驱,9.18,9.05,9.08,9.03,11793615424,11770304704,-0.11,1.82,3.17,48.29,-3284827.0,12.16,-,-,-,-,2,0.16447368421052633
674,2,18.26,1.44,0.26,337101,620463136.0,6.33,2.56,18.67,1.36,0.5,002555.SZ,0,三七互娱,18.88,17.74,17.99,18.0,38569715987,24068876605,0.16,6.71,32.99,97.62,41713975.0,31.1,-,-,-,-,2,0.16429353778751368
1752,2,6.09,0.16,0.01,41381,25217167.0,0.99,0.56,18.64,1.11,0.0,002029.SZ,0,七 匹 狼,6.12,6.06,6.09,6.08,4602030300,4532617503,-0.16,0.79,-7.02,-0.16,-91840.0,13.74,-,-,-,-,2,0.16420361247947454
3414,2,24.37,-1.34,-0.33,133799,327113632.0,2.59,0.26,10.02,0.81,0.0,002142.SZ,0,宁波银行,24.9,24.26,24.85,24.7,137162390597,123082932913,0.12,1.86,4.19,54.05,-69716081.0,11.13,-,-,-,-,2,0.16413623307345096
3344,2,17.25,-1.2,-0.21,16213,28119148.0,2.18,3.29,22.98,0.74,0.29,300488.SZ,0,恒锋工具,17.56,17.18,17.48,17.46,2882339122,850220018,0.17,3.13,-2.6,13.79,-2290461.0,38.81,-,-,-,-,2,0.1635311304347826
1541,2,6.12,0.33,0.02,65099,39857820.0,0.98,0.83,28.07,0.92,0.16,002386.SZ,0,天原集团,6.15,6.09,6.13,6.1,4778844944,4778366703,0.0,0.96,-3.47,16.57,-1444488.0,35.46,-,-,-,-,2,0.16339869281045752
1542,2,6.13,0.33,0.02,63898,39200849.0,2.95,0.74,10.55,0.95,-0.16,002097.SZ,0,山河智能,6.18,6.0,6.14,6.11,6670104890,5263111448,-0.16,1.38,-5.26,12.48,-2782627.0,14.96,-,-,-,-,2,0.1631321370309951
3505,2,36.8,-1.53,-0.57,18814,69817534.0,2.33,6.72,14.34,0.62,-0.19,603187.SH,1,海容冷链,37.62,36.75,37.4,37.37,4165760000,1030400000,-0.16,2.97,24.75,11.75,-4488094.0,22.32,-,-,-,-,2,0.16304347826086957
1100,2,8.02,0.75,0.06,858617,688294144.0,3.02,3.8,20.9,0.53,0.12,300088.SZ,0,长信科技,8.12,7.88,8.01,7.96,18437016108,18098523964,0.0,3.69,53.05,99.5,-45775519.0,23.37,-,-,-,-,2,0.16209476309226933
3192,2,14.93,-0.99,-0.15,14115,21176541.0,1.06,0.39,21.58,0.64,-0.07,603919.SH,1,金徽酒,15.08,14.92,15.08,15.08,5825685970,5434520000,0.0,2.42,1.01,30.51,-1637877.0,24.69,-,-,-,-,2,0.16208975217682517
2405,2,16.17,-0.25,-0.04,23352,37808783.0,1.54,0.81,14.49,0.49,0.06,603367.SH,1,辰欣药业,16.35,16.1,16.3,16.21,7330718010,4651782366,0.12,1.71,9.93,8.38,-750890.0,14.06,-,-,-,-,2,0.16202844774273345
2337,2,4.94,-0.2,-0.01,100779,49704756.0,1.21,0.98,18.16,0.83,0.41,002717.SZ,0,岭南股份,4.97,4.91,4.94,4.95,7593659320,5063579411,0.2,1.68,-6.97,-16.13,-5581769.0,12.64,-,-,-,-,2,0.16194331983805668
776,2,12.35,1.23,0.15,25909,31837063.0,2.62,4.54,32.62,0.97,-0.08,603677.SH,1,奇精机械,12.45,12.13,12.2,12.2,2393380094,705108072,0.08,2.48,1.65,-10.05,-838761.0,31.29,-,-,-,-,2,0.16194331983805668
96,2,15.44,5.18,0.76,159548,240488203.0,6.81,1.53,23.59,1.81,0.32,000062.SZ,0,深圳华强,15.45,14.45,14.65,14.68,16148839932,16129318893,0.19,3.33,11.4,36.4,40975530.0,24.16,-,-,-,-,2,0.16191709844559585
1296,2,5.56,0.54,0.03,28039,15600674.0,1.45,1.48,36.25,0.78,0.18,002762.SZ,0,金发拉比,5.6,5.52,5.54,5.53,1968379000,1056787838,0.18,2.02,-4.79,9.23,-2511472.0,62.72,-,-,-,-,2,0.16187050359712232
1830,2,12.39,0.08,0.01,11339,14060434.0,0.65,0.84,27.7,0.9,0.0,002820.SZ,0,桂发祥,12.45,12.37,12.4,12.38,2537472000,1678264739,0.08,2.44,-4.47,3.77,-1865010.0,30.09,-,-,-,-,2,0.16142050040355124
1262,2,21.07,0.57,0.12,32946,70225228.0,3.2,7.45,26.4,1.34,0.1,603396.SH,1,金辰股份,21.67,21.0,21.22,20.95,2228770567,931227461,-0.24,2.46,-5.94,12.49,262775.0,27.22,-,-,-,-,2,0.16136687233032748
950,2,7.44,0.95,0.07,83489,62677082.0,3.53,1.37,41.59,0.82,0.13,300215.SZ,0,电科院,7.64,7.38,7.41,7.37,5641919303,4524751037,0.27,2.81,15.71,43.63,209314.0,39.31,-,-,-,-,2,0.16129032258064516
3340,2,12.4,-1.2,-0.15,147470,183122063.0,1.12,1.79,28.67,0.68,0.08,600559.SH,1,老白干酒,12.52,12.38,12.52,12.55,11126364306,10226133097,0.0,3.61,-2.9,32.62,-31944238.0,27.94,-,-,-,-,2,0.16129032258064516
3603,2,11.17,-1.85,-0.21,21395,23973821.0,1.85,0.7,53.37,1.28,-0.09,002186.SZ,0,全 聚 德,11.34,11.13,11.27,11.38,3445542377,3415312470,0.0,2.33,-4.2,-0.27,-1987448.0,125.17,-,-,-,-,2,0.1611459265890779
1298,2,18.62,0.54,0.1,58841,109250433.0,2.43,2.76,45.57,0.76,0.22,300046.SZ,0,台基股份,18.75,18.3,18.53,18.52,3968294400,3968294400,0.11,4.89,-5.48,72.89,-10432780.0,48.29,-,-,-,-,2,0.16111707841031148
2624,2,18.62,-0.43,-0.08,14524,27049690.0,2.57,4.33,22.28,1.04,0.32,603506.SH,1,南都物业,18.93,18.45,18.7,18.7,2497444461,624361111,0.0,3.95,-0.27,10.5,-1088793.0,23.68,-,-,-,-,2,0.16111707841031148
948,2,25.48,0.95,0.24,41233,104282367.0,1.7,3.2,21.56,0.79,0.04,603387.SH,1,基蛋生物,25.49,25.06,25.3,25.24,6635443072,3285169575,0.04,4.62,-1.13,36.33,-614038.0,24.31,-,-,-,-,2,0.16091051805337517
1446,2,12.43,0.4,0.05,15973,19838160.0,1.45,0.4,38.54,0.69,0.08,002346.SZ,0,柘中股份,12.5,12.32,12.38,12.38,5488782421,4905285791,0.0,2.72,-6.33,1.06,954555.0,63.91,-,-,-,-,2,0.16090104585679807
1002,2,9.33,0.86,0.08,179700,168116142.0,3.03,2.96,26.98,0.58,0.0,002326.SZ,0,永太科技,9.48,9.2,9.33,9.25,7651475406,5654988713,0.0,2.63,11.74,36.4,-13720615.0,34.59,-,-,-,-,2,0.1607717041800643
795,2,6.88,1.18,0.08,30923,21258179.0,1.62,1.39,48.89,0.98,0.0,300412.SZ,0,迦南科技,6.92,6.81,6.85,6.8,1777238160,1527807372,0.0,2.3,-3.1,7.33,419152.0,50.24,-,-,-,-,2,0.15988372093023256
2590,2,10.01,-0.4,-0.04,13323,13407007.0,2.29,1.62,36.65,0.75,0.0,603880.SH,1,南卫股份,10.19,9.96,10.1,10.05,1691690000,825121798,-0.1,3.03,1.32,11.1,-1232212.0,70.83,-,-,-,-,2,0.15984015984015984
2876,2,15.65,-0.63,-0.1,942248,1488168464.0,3.37,2.9,10.06,0.79,0.19,600352.SH,1,浙江龙盛,16.04,15.51,15.86,15.75,50914643609,50914643609,0.06,2.3,0.13,66.49,-66229233.0,10.64,-,-,-,-,2,0.1597444089456869
919,2,14.17,1.0,0.14,10077,14228783.0,2.0,2.28,70.95,0.96,0.21,603330.SH,1,上海天洋,14.19,13.91,14.02,14.03,1547364000,625363292,0.0,2.5,-7.39,-0.35,-14150.0,57.18,-,-,-,-,2,0.15949188426252645
