,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f20,f21,f22,f23,f24,f25,f62,f115,f128,f140,f141,f136,f152,gxl
2575,2,7.27,-3.07,-0.23,48710,35639656.0,3.87,1.24,0.0,1.09,0.0,002441.SZ,0,众业达,7.5,7.21,7.5,7.5,3961034120,2846433663,0.0,1.05,-6.56,12.71,-4393708.0,17.0,-,-,-,-,2,0.28885832187070154
2577,2,5.68,-3.07,-0.18,55666,31930959.0,2.9,1.05,0.0,0.93,-0.18,002574.SZ,0,明牌珠宝,5.84,5.67,5.83,5.86,2999040000,2999040000,-0.18,0.92,-5.49,16.39,-5072286.0,28.87,-,-,-,-,2,0.08802816901408451
2590,2,16.95,-3.09,-0.54,30572,52256462.0,4.17,7.19,0.0,0.96,0.3,300717.SZ,0,华信新材,17.48,16.75,17.41,17.49,1735680000,720307200,0.06,3.1,7.01,18.7,-5789532.0,36.02,-,-,-,-,2,0.035398230088495575
2578,2,5.68,-3.07,-0.18,139220,79779420.0,4.1,1.35,0.0,0.95,0.0,002276.SZ,0,万马股份,5.89,5.65,5.89,5.86,5881578077,5872449396,0.0,1.44,1.07,13.15,-11339616.0,34.45,-,-,-,-,2,0.035211267605633804
2579,2,13.25,-3.07,-0.42,19647,26221911.0,3.51,2.06,0.0,1.31,-0.15,603970.SH,1,中农立华,13.67,13.19,13.57,13.67,2544001272,1265641272,-0.15,2.75,-17.19,4.5,637090.0,20.96,-,-,-,-,2,0.18867924528301888
2580,2,16.72,-3.07,-0.53,34627,58062088.0,2.72,2.71,0.0,3.11,-0.06,600753.SH,1,东方银星,17.15,16.68,17.06,17.25,2140160000,2140160000,-0.24,11.23,-6.59,13.9,-8335484.0,86.22,-,-,-,-,2,0.0
2581,2,10.7,-3.08,-0.34,25870,27970642.0,3.62,0.45,0.0,0.97,-0.19,601677.SH,1,明泰铝业,11.03,10.63,11.03,11.04,6740758341,6148449141,0.0,1.02,2.79,24.56,-630770.0,11.82,-,-,-,-,2,0.1869158878504673
2582,2,24.86,-3.08,-0.79,10812,27127546.0,3.31,3.78,0.0,0.86,0.08,603657.SH,1,春光科技,25.58,24.73,25.58,25.65,2386560000,711617500,0.0,2.94,-6.15,-11.34,-2710321.0,23.49,-,-,-,-,2,0.32180209171359614
2583,2,6.92,-3.08,-0.22,55222,38605393.0,3.92,1.57,0.0,0.97,0.14,600727.SH,1,鲁北化工,7.16,6.88,7.13,7.14,2428827320,2428412120,0.14,1.79,1.47,26.05,-15006.0,17.35,-,-,-,-,2,0.0
2584,2,2.83,-3.08,-0.09,327111,93572768.0,3.08,0.71,0.0,0.72,-0.35,600839.SH,1,四川长虹,2.92,2.83,2.92,2.92,13063971148,13058531687,-0.35,1.01,-6.91,23.58,-6395633.0,61.17,-,-,-,-,2,0.07773851590106007
2585,2,14.46,-3.08,-0.46,21696,31843266.0,4.96,2.79,0.0,1.09,0.07,603819.SH,1,神力股份,15.18,14.44,15.18,14.92,2435452396,1125665596,0.0,3.37,10.21,28.53,-45643.0,52.29,-,-,-,-,2,0.276625172890733
2586,2,11.0,-3.08,-0.35,143728,159868910.0,3.61,2.01,0.0,0.89,0.09,600141.SH,1,兴发集团,11.33,10.92,11.33,11.35,10060732110,7850116923,-0.09,1.21,3.87,9.02,-10260927.0,29.41,-,-,-,-,2,0.18181818181818182
2587,2,3.77,-3.08,-0.12,59156,22455244.0,3.86,0.59,0.0,0.9,0.27,600163.SH,1,中闽能源,3.89,3.74,3.89,3.89,3767983917,3767983917,0.0,1.97,-10.87,18.55,-2334826.0,31.59,-,-,-,-,2,0.0
2588,2,9.11,-3.09,-0.29,17585,16217571.0,3.62,0.82,0.0,1.15,-0.22,600706.SH,1,曲江文旅,9.42,9.08,9.42,9.4,1962399767,1944897635,-0.33,1.83,-8.07,7.94,-1517886.0,28.14,-,-,-,-,2,0.04939626783754117
2589,2,4.71,-3.09,-0.15,268040,126724494.0,4.12,1.05,0.0,1.09,0.0,000009.SZ,0,中国宝安,4.86,4.66,4.86,4.86,12148097775,11981471700,0.0,2.29,-1.88,31.56,-26104959.0,51.27,-,-,-,-,2,0.042462845010615716
2503,2,3.23,-3.0,-0.1,42363,13799527.0,4.2,0.62,0.0,0.64,0.0,002160.SZ,0,常铝股份,3.34,3.2,3.33,3.33,2443806601,2204228086,0.0,0.84,-12.7,-12.47,-94494.0,-5.5,-,-,-,-,2,0.0
2502,2,19.06,-3.0,-0.59,11527,22185857.0,4.27,1.43,0.0,0.5,-0.42,603507.SH,1,振江股份,19.9,19.06,19.9,19.65,2441231484,1531986764,-0.31,1.8,-5.36,-12.53,-1484055.0,1750.39,-,-,-,-,2,0.07869884575026233
2501,2,4.2,-3.0,-0.13,72029,30604806.0,4.62,1.31,0.0,1.04,-0.24,000510.SZ,0,新金路,4.37,4.17,4.35,4.33,2558565467,2307812459,-0.24,2.62,-11.21,6.87,-2534119.0,35.4,-,-,-,-,2,0.0
2427,2,9.91,-2.94,-0.3,211549,210709740.0,5.48,2.98,0.0,0.79,0.2,300054.SZ,0,鼎龙股份,10.31,9.75,10.26,10.21,9497913352,7030457385,0.3,2.56,25.92,56.06,-31104500.0,31.41,-,-,-,-,2,0.020181634712411706
2415,2,12.26,-2.93,-0.37,81800,101858722.0,4.67,4.29,0.0,1.01,0.08,601858.SH,1,中国科传,12.78,12.19,12.52,12.63,9691530000,2335530000,0.08,2.7,-7.12,42.06,-7401035.0,21.53,-,-,-,-,2,0.08809135399673737
2416,2,24.52,-2.93,-0.74,46945,115202785.0,6.81,11.7,0.0,0.55,-0.08,300576.SZ,0,容大感光,25.42,23.7,25.38,25.26,2942400000,983709175,0.04,6.62,32.18,77.3,-12072907.0,71.17,-,-,-,-,2,0.040783034257748776
2417,2,40.42,-2.93,-1.22,8070,33003410.0,3.75,1.6,0.0,1.4,0.0,300483.SZ,0,沃施股份,41.93,40.37,41.7,41.64,4121429827,2038926270,0.0,2.77,10.29,31.15,3476493.0,89.03,-,-,-,-,2,0.0
2418,2,7.95,-2.93,-0.24,57385,45910381.0,3.42,1.9,0.0,1.02,0.0,300195.SZ,0,长荣股份,8.18,7.9,8.17,8.19,3446194859,2406212627,0.0,0.96,-11.67,-0.13,-4791956.0,101.79,-,-,-,-,2,0.0
2419,2,9.93,-2.93,-0.3,54571,54549320.0,3.32,1.04,0.0,0.84,0.1,601020.SH,1,华钰矿业,10.22,9.88,10.22,10.23,5222348859,5192010127,0.0,2.47,-11.42,18.64,-5570702.0,35.68,-,-,-,-,2,0.0906344410876133
2420,2,6.95,-2.93,-0.21,270833,190687996.0,3.77,1.67,0.0,0.9,0.14,002056.SZ,0,横店东磁,7.18,6.91,7.15,7.16,11423020000,11289391203,0.0,2.42,-12.69,29.18,-40999381.0,16.95,-,-,-,-,2,0.2146610071942446
2421,2,14.55,-2.94,-0.44,211042,307313712.0,3.74,5.82,0.0,0.75,0.34,002635.SZ,0,安洁科技,14.88,14.32,14.83,14.99,10028006533,5275238703,-0.07,1.54,7.46,29.56,-55015860.0,20.55,-,-,-,-,2,0.06872852233676975
2422,2,16.2,-2.94,-0.49,24552,40086881.0,3.59,2.18,0.0,0.87,0.0,300677.SZ,0,英科医疗,16.7,16.1,16.7,16.69,3214300547,1827571475,-0.12,2.44,-3.23,11.26,-1505082.0,17.75,-,-,-,-,2,0.0925925925925926
2423,2,6.61,-2.94,-0.2,17385,11633318.0,3.82,0.55,0.0,1.11,-0.15,002634.SZ,0,棒杰股份,6.86,6.6,6.86,6.81,3047227021,2099726677,0.15,4.51,9.8,33.81,-1106354.0,261.25,-,-,-,-,2,0.0
2424,2,13.55,-2.94,-0.41,22471,30730138.0,3.51,2.76,0.0,1.08,-0.29,603630.SH,1,拉芳家化,13.94,13.45,13.89,13.96,3072056000,1101524080,-0.07,1.78,-5.84,6.69,-2638115.0,33.7,-,-,-,-,2,0.2952029520295203
2425,2,17.18,-2.94,-0.52,166210,287728832.0,3.11,0.29,0.0,0.64,-0.12,600999.SH,1,招商证券,17.65,17.1,17.64,17.7,115095852272,98252560000,0.0,1.76,2.2,30.75,-52105840.0,18.8,-,-,-,-,2,0.15366705471478465
2426,2,17.18,-2.94,-0.52,61400,105946039.0,3.67,1.45,0.0,0.79,0.0,600771.SH,1,广誉远,17.7,17.05,17.7,17.7,8452554794,7263612568,-0.12,3.56,-11.4,-16.68,-11582090.0,24.35,-,-,-,-,2,0.0
2428,2,10.24,-2.94,-0.31,216003,223713662.0,3.03,1.05,0.0,0.96,-0.19,000089.SZ,0,深圳机场,10.55,10.23,10.55,10.55,20999879772,20999879772,0.0,1.78,16.63,32.99,-31492019.0,34.64,-,-,-,-,2,0.083984375
2413,2,4.31,-2.93,-0.13,107018,46282888.0,3.6,1.18,0.0,0.79,0.47,600509.SH,1,天富能源,4.42,4.26,4.41,4.44,4962598723,3903552286,0.23,0.77,-29.0,21.41,813515.0,-107.38,-,-,-,-,2,0.03712296983758701
2429,2,11.56,-2.94,-0.35,48890,57006125.0,3.53,5.16,0.0,1.17,-0.09,300716.SZ,0,国立科技,11.87,11.45,11.82,11.91,1849831200,1095541200,0.0,2.23,-5.32,3.4,-4674662.0,37.93,-,-,-,-,2,0.05709342560553633
2430,2,3.63,-2.94,-0.11,149110,54518202.0,3.48,1.02,0.0,1.02,0.0,601015.SH,1,陕西黑猫,3.73,3.6,3.72,3.74,5916135787,5295214736,-0.27,1.05,-12.11,-10.37,562418.0,29.68,-,-,-,-,2,0.13774104683195593
2431,2,10.56,-2.94,-0.32,29565,31387457.0,3.31,2.1,0.0,1.15,0.0,600475.SH,1,华光股份,10.88,10.52,10.82,10.88,5907181748,1483632248,0.09,1.23,-6.8,32.5,-3488166.0,13.32,-,-,-,-,2,0.21780303030303028
2432,2,7.26,-2.94,-0.22,215114,157653396.0,3.48,0.81,0.0,1.17,0.0,600160.SH,1,巨化股份,7.49,7.23,7.46,7.48,19929905908,19300129614,0.0,1.55,-0.27,12.04,-18552965.0,11.11,-,-,-,-,2,0.2066115702479339
2433,2,3.96,-2.94,-0.12,30486,12194884.0,3.92,0.68,0.0,0.76,-0.25,002652.SZ,0,扬子新材,4.1,3.94,4.1,4.08,2027773440,1770660481,-0.25,2.66,-7.26,2.59,7055.0,111.51,-,-,-,-,2,0.0
2434,2,4.95,-2.94,-0.15,151932,75348756.0,4.71,0.99,0.0,0.81,0.41,002303.SZ,0,美盈森,5.1,4.86,5.07,5.1,7580052241,7577253758,0.2,1.56,-0.8,11.24,-12041509.0,19.34,-,-,-,-,2,0.40404040404040403
2435,2,7.59,-2.94,-0.23,53168,40631730.0,3.71,1.18,0.0,0.46,0.0,000821.SZ,0,京山轻机,7.84,7.55,7.82,7.82,4085205775,3430036467,0.0,1.44,-8.77,-0.91,-4805670.0,76.22,-,-,-,-,2,0.0
2436,2,13.52,-2.94,-0.41,12895,17623401.0,3.3,1.86,0.0,1.09,-0.37,603161.SH,1,科华控股,13.96,13.5,13.86,13.93,1803568000,938288000,-0.29,1.44,-9.14,-11.98,-32419.0,17.24,-,-,-,-,2,0.23298816568047337
2437,2,16.8,-2.95,-0.51,106957,180166309.0,3.47,12.23,0.0,0.72,0.0,300708.SZ,0,聚灿光电,17.2,16.6,17.02,17.31,4357668000,1469684160,0.0,5.95,46.72,56.57,-14726413.0,107.47,-,-,-,-,2,0.011904761904761904
2438,2,5.6,-2.95,-0.17,66369,37561406.0,3.12,0.68,0.0,1.03,-0.36,002091.SZ,0,江苏国泰,5.78,5.6,5.77,5.77,8755804949,5445453026,0.0,1.1,-3.11,3.7,-3618504.0,8.39,-,-,-,-,2,0.35714285714285715
2439,2,7.57,-2.95,-0.23,191144,145203586.0,3.33,1.62,0.0,0.76,-0.13,002491.SZ,0,通鼎互联,7.76,7.5,7.76,7.8,9549957300,8906168368,-0.13,1.9,-7.34,-3.32,-26901659.0,38.05,-,-,-,-,2,0.06605019815059444
2440,2,3.29,-2.95,-0.1,89489,29573588.0,4.13,0.79,0.0,1.45,0.3,600439.SH,1,瑞贝卡,3.39,3.25,3.38,3.39,3724232098,3724232098,0.0,1.35,0.92,26.54,-1921098.0,16.19,-,-,-,-,2,0.1519756838905775
2414,2,4.64,-2.93,-0.14,533061,248773312.0,3.14,1.29,0.0,0.73,-0.22,002340.SZ,0,格林美,4.77,4.62,4.75,4.78,19254301171,19138817760,-0.22,1.9,-8.3,21.78,-52937012.0,26.28,-,-,-,-,2,0.06465517241379311
2412,2,16.25,-2.93,-0.49,154287,252490935.0,2.99,1.0,0.0,0.83,0.0,600895.SH,1,张江高科,16.7,16.2,16.7,16.74,25166205188,25166205188,0.0,2.86,-18.95,9.5,-26080112.0,54.6,-,-,-,-,2,0.0676923076923077
2500,2,15.52,-3.0,-0.48,15305,23892185.0,3.19,1.64,0.0,0.76,-0.06,603729.SH,1,龙韵股份,15.93,15.42,15.93,16.0,1448605760,1448605760,-0.13,1.75,-8.44,0.52,-662838.0,-43.29,-,-,-,-,2,0.0
2397,2,18.69,-2.91,-0.56,117207,220918928.0,3.43,0.61,0.0,1.03,0.0,601607.SH,1,上海医药,19.22,18.56,19.2,19.25,53118649428,35939655486,0.05,1.36,4.94,12.66,-24832984.0,12.85,-,-,-,-,2,0.21936864633493844
2385,2,4.02,-2.9,-0.12,87401,35521159.0,3.62,1.42,0.0,0.66,-0.25,603002.SH,1,宏昌电子,4.15,4.0,4.14,4.14,2469935034,2469935034,-0.25,2.23,-2.19,17.2,-3249923.0,67.8,-,-,-,-,2,0.10199004975124379
2386,2,4.02,-2.9,-0.12,45428,18368456.0,4.35,0.56,0.0,1.04,0.25,600386.SH,1,北巴传媒,4.15,3.97,4.14,4.14,3241728000,3241728000,-0.25,1.85,-1.95,25.23,-512832.0,27.95,-,-,-,-,2,0.27363184079601993
2387,2,7.37,-2.9,-0.22,77592,57464029.0,4.48,1.94,0.0,0.47,0.14,002581.SZ,0,未名医药,7.6,7.26,7.6,7.59,4862251269,2953830857,0.0,1.74,7.28,14.09,-6882380.0,-64.21,-,-,-,-,2,0.0
2388,2,8.04,-2.9,-0.24,188254,154037268.0,5.43,3.59,0.0,1.34,0.0,002367.SZ,0,康力电梯,8.39,7.94,8.25,8.28,6413127603,4215224530,0.12,2.25,11.98,58.58,-6543311.0,82.08,-,-,-,-,2,0.6592039800995025
2389,2,3.35,-2.9,-0.1,71850,24278276.0,3.19,0.82,0.0,0.9,0.0,002342.SZ,0,巨力索具,3.45,3.34,3.45,3.45,3216000000,2951804344,0.0,1.33,-7.97,1.21,-905267.0,166.67,-,-,-,-,2,0.008955223880597014
2390,2,2.68,-2.9,-0.08,43196,11726215.0,5.07,0.42,0.0,1.85,0.37,000428.SZ,0,华天酒店,2.78,2.64,2.78,2.76,2730721680,2730610326,-0.37,1.14,-14.92,8.06,-3338006.0,-5.8,-,-,-,-,2,0.0
2391,2,8.37,-2.9,-0.25,47832,40023520.0,4.41,1.42,0.0,0.78,-0.36,300265.SZ,0,通光线缆,8.59,8.21,8.58,8.62,2824875000,2818716773,-0.36,2.77,-9.12,4.23,-4801399.0,67.98,-,-,-,-,2,0.01792114695340502
2392,2,3.68,-2.9,-0.11,593949,220409787.0,2.64,0.54,0.0,0.88,0.0,601600.SH,1,中国铝业,3.77,3.67,3.77,3.79,62643436460,40332182746,0.0,1.27,-8.23,3.66,-25520681.0,83.04,-,-,-,-,2,0.0
2393,2,4.01,-2.91,-0.12,96417,39050492.0,3.39,0.12,0.0,0.81,0.0,600297.SH,1,广汇汽车,4.13,3.99,4.11,4.13,32721517194,32522310018,0.0,0.88,-8.45,-0.99,636911.0,12.31,-,-,-,-,2,0.03740648379052369
2394,2,9.02,-2.91,-0.27,491033,446685360.0,2.91,4.86,0.0,0.82,-0.22,601319.SH,1,中国人保,9.27,9.0,9.2,9.29,398900395059,9121384800,-0.11,2.35,-6.63,69.23,-35149626.0,20.78,-,-,-,-,2,0.05066518847006652
2395,2,3.34,-2.91,-0.1,257295,86618586.0,3.2,0.74,0.0,1.26,0.0,600039.SH,1,四川路桥,3.44,3.33,3.44,3.44,12059155203,11546623236,-0.3,0.83,-10.46,3.41,-11750570.0,8.29,-,-,-,-,2,0.14970059880239522
2396,2,3.34,-2.91,-0.1,149775,50378021.0,4.07,2.16,0.0,1.24,0.0,002170.SZ,0,芭田股份,3.45,3.31,3.45,3.44,2962121174,2315357145,0.0,1.57,-15.01,14.38,-10684826.0,267.56,-,-,-,-,2,0.0
2398,2,4.67,-2.91,-0.14,67071,31653426.0,3.95,2.12,0.0,0.65,-0.21,002347.SZ,0,泰尔股份,4.84,4.65,4.84,4.81,2087581822,1479339180,0.0,1.83,-5.66,27.25,-4165892.0,120.18,-,-,-,-,2,0.0
2411,2,5.97,-2.93,-0.18,692751,424780272.0,6.34,6.57,0.0,1.23,-0.5,300324.SZ,0,旋极信息,6.31,5.92,6.17,6.15,10213491492,6297214416,-0.17,2.0,4.74,6.42,-30244039.0,-166.39,-,-,-,-,2,0.0
2399,2,10.0,-2.91,-0.3,33470,33671627.0,3.79,0.97,0.0,1.06,0.0,000532.SZ,0,华金资本,10.31,9.92,10.24,10.3,3447083400,3434834460,-0.1,4.34,-5.57,1.63,-1505364.0,60.42,-,-,-,-,2,0.03
2400,2,19.32,-2.91,-0.58,121353,236436708.0,3.77,1.38,0.0,0.87,0.1,300146.SZ,0,汤臣倍健,19.95,19.2,19.81,19.9,30573756143,17037937694,0.05,4.27,-0.31,17.16,-39421260.0,26.26,-,-,-,-,2,0.2587991718426501
2401,2,6.66,-2.92,-0.2,394187,264809686.0,2.62,0.56,0.0,1.01,-0.3,600029.SH,1,南方航空,6.83,6.65,6.81,6.86,81699367425,46770849000,0.0,1.31,-11.08,1.06,-10631310.0,32.22,-,-,-,-,2,0.07507507507507508
2402,2,19.3,-2.92,-0.58,13091,25502466.0,3.52,2.36,0.0,0.87,-0.26,603897.SH,1,长城科技,19.93,19.23,19.89,19.88,3443120000,1071858310,-0.1,1.99,-7.43,-14.75,-973571.0,20.37,-,-,-,-,2,0.07772020725388601
2403,2,7.32,-2.92,-0.22,31959,23612450.0,3.85,0.89,0.0,0.95,-0.14,300121.SZ,0,阳谷华泰,7.59,7.3,7.58,7.54,2844637688,2635012103,-0.14,1.79,-10.29,-7.22,-3236463.0,11.84,-,-,-,-,2,0.8879781420765027
2404,2,7.32,-2.92,-0.22,29152,21548606.0,3.71,0.89,0.0,1.3,-0.68,002037.SZ,0,久联发展,7.55,7.27,7.54,7.54,3569417262,2396334931,-0.27,1.09,-5.18,-8.61,1391856.0,21.53,-,-,-,-,2,0.09972677595628415
2405,2,3.99,-2.92,-0.12,54234,21828765.0,3.16,0.92,0.0,0.72,0.25,002337.SZ,0,赛象科技,4.11,3.98,4.1,4.11,2348576843,2345045696,0.0,1.97,-6.56,6.12,-1993066.0,121.83,-,-,-,-,2,0.0
2406,2,11.63,-2.92,-0.35,144352,169717795.0,4.17,2.26,0.0,0.91,0.35,603606.SH,1,东方电缆,12.08,11.58,11.98,11.98,7607235579,7429751673,-0.09,4.1,32.91,71.28,-14523564.0,25.76,-,-,-,-,2,0.09028374892519346
2407,2,2.99,-2.92,-0.09,79007,23838866.0,4.22,1.26,0.0,1.26,0.0,000573.SZ,0,粤宏远Ａ,3.1,2.97,3.09,3.08,1939704506,1881003029,0.0,1.13,-11.54,0.0,-3991249.0,14.79,-,-,-,-,2,0.2006688963210702
2408,2,8.63,-2.92,-0.26,98763,86029494.0,2.81,0.7,0.0,0.92,-0.23,000800.SZ,0,一汽轿车,8.88,8.63,8.88,8.89,14045325000,12183437693,-0.23,1.76,-14.89,30.96,-23031063.0,106.33,-,-,-,-,2,0.03476245654692931
2409,2,25.55,-2.93,-0.77,15560,40158063.0,3.65,5.19,0.0,1.0,0.04,002942.SZ,0,新农股份,26.33,25.37,26.32,26.32,3066000000,766500000,-0.04,3.53,-6.96,-15.73,-3185918.0,21.24,-,-,-,-,2,0.11741682974559686
2410,2,5.64,-2.93,-0.17,66279,37728894.0,2.93,0.86,0.0,1.17,0.0,000507.SZ,0,珠海港,5.8,5.63,5.8,5.81,5247596408,4354890902,-0.18,1.01,-9.76,-14.02,-8289161.0,30.76,-,-,-,-,2,0.07522872340425532
2441,2,8.88,-2.95,-0.27,47974,43085538.0,3.72,1.05,0.0,0.99,-0.11,300193.SZ,0,佳士科技,9.16,8.82,9.13,9.15,4501283633,4067290194,-0.11,1.94,7.77,27.22,-6827407.0,21.4,-,-,-,-,2,0.2252252252252252
2442,2,8.22,-2.95,-0.25,36345,30163329.0,3.78,2.24,0.0,1.07,0.24,300254.SZ,0,仟源医药,8.5,8.18,8.47,8.47,1712291760,1332189540,0.0,2.06,2.37,27.24,-1980208.0,53.57,-,-,-,-,2,0.024330900243309
2443,2,6.57,-2.95,-0.2,259986,173154108.0,4.73,2.71,0.0,0.84,-0.15,601890.SH,1,亚星锚链,6.84,6.52,6.73,6.77,6303258000,6303258000,-0.15,2.14,6.31,86.65,-26681132.0,172.69,-,-,-,-,2,0.0
2486,2,5.19,-2.99,-0.16,67595,35283499.0,4.67,1.38,0.0,1.04,0.19,300057.SZ,0,万顺新材,5.35,5.1,5.35,5.35,3460924543,2546369679,0.39,1.06,-4.95,1.96,-587695.0,27.17,-,-,-,-,2,0.18343718689788052
2474,2,1.95,-2.99,-0.06,284707,56168942.0,3.98,1.41,0.0,1.1,-0.51,601388.SH,1,怡球资源,2.02,1.94,2.01,2.01,3949530000,3949530000,0.0,1.52,-22.0,1.56,-6325832.0,80.26,-,-,-,-,2,0.05128205128205129
2475,2,4.87,-2.99,-0.15,85975,42074944.0,4.38,1.38,0.0,1.09,0.0,002454.SZ,0,松芝股份,5.02,4.8,5.01,5.02,3061192392,3040937468,0.0,0.91,-8.63,20.84,-4053565.0,13.04,-,-,-,-,2,0.12320328542094455
2476,2,4.22,-2.99,-0.13,55816,23695142.0,4.14,1.01,0.0,1.12,-0.24,600249.SH,1,两面针,4.36,4.18,4.36,4.35,2321000000,2321000000,-0.24,1.27,-10.97,16.57,-3197369.0,37.49,-,-,-,-,2,0.0
2477,2,4.22,-2.99,-0.13,57417,24423265.0,4.14,0.9,0.0,0.99,0.24,002480.SZ,0,新筑股份,4.37,4.19,4.35,4.35,2762973260,2700786391,0.24,1.21,-13.52,-13.52,-2293633.0,-37.73,-,-,-,-,2,0.0
2478,2,7.14,-2.99,-0.22,23689,17057686.0,3.13,0.83,0.0,0.85,-0.56,600513.SH,1,联环药业,7.34,7.11,7.33,7.36,2057072342,2038157768,-0.28,2.14,-2.72,21.64,203579.0,26.98,-,-,-,-,2,0.10924369747899161
2479,2,3.57,-2.99,-0.11,75885,27222565.0,4.62,0.6,0.0,1.14,0.28,600433.SH,1,冠豪高新,3.7,3.53,3.7,3.68,4538596132,4538596132,0.0,1.72,-5.56,-0.28,-1128913.0,39.76,-,-,-,-,2,0.07282913165266107
2480,2,3.57,-2.99,-0.11,218920,79142216.0,2.72,0.84,0.0,1.31,-0.28,000008.SZ,0,神州高铁,3.67,3.57,3.67,3.68,9927439385,9259762034,-0.28,1.36,-7.99,-7.99,-13262283.0,30.09,-,-,-,-,2,0.028011204481792718
2481,2,6.49,-2.99,-0.2,65170,42549696.0,3.59,1.51,0.0,1.23,-0.15,002532.SZ,0,新界泵业,6.68,6.44,6.68,6.69,3264989349,2796271204,0.31,2.42,-4.28,36.92,-3358716.0,24.45,-,-,-,-,2,0.3081664098613251
2482,2,12.33,-2.99,-0.38,230077,283641440.0,3.62,3.49,0.0,0.78,0.16,002023.SZ,0,海特高新,12.64,12.18,12.64,12.71,9331233067,8128928775,0.41,2.63,-4.05,19.13,-33967943.0,118.91,-,-,-,-,2,0.0
2483,2,20.44,-2.99,-0.63,24713,50815829.0,3.65,5.59,0.0,0.89,0.2,603396.SH,1,金辰股份,21.0,20.23,21.0,21.07,2162129587,903383450,0.0,2.38,-8.79,9.13,-6656064.0,26.41,-,-,-,-,2,0.16634050880626222
2484,2,2.92,-2.99,-0.09,241181,70595264.0,3.65,1.91,0.0,1.06,0.0,002471.SZ,0,中超控股,2.99,2.88,2.97,3.01,3702560000,3694062891,0.0,1.95,-3.63,9.36,-5629171.0,78.6,-,-,-,-,2,0.02054794520547945
2485,2,2.92,-2.99,-0.09,250651,73943640.0,3.65,0.63,0.0,0.83,-0.34,002429.SZ,0,兆驰股份,3.02,2.91,3.02,3.01,13218666572,11600967683,-0.34,1.47,3.91,53.68,-17889017.0,22.6,-,-,-,-,2,0.0
2487,2,5.19,-2.99,-0.16,119275,62266709.0,4.3,1.97,0.0,0.68,0.19,002068.SZ,0,黑猫股份,5.39,5.16,5.34,5.35,3773460063,3150294817,0.19,1.24,1.57,-7.32,-4955078.0,-176.73,-,-,-,-,2,0.5780346820809248
2444,2,10.84,-2.95,-0.33,14063,15393150.0,3.04,0.46,0.0,0.77,-0.09,002186.SZ,0,全 聚 德,11.15,10.81,11.13,11.17,3343749272,3314412460,0.09,2.26,-6.63,-3.21,-421782.0,121.47,-,-,-,-,2,0.16605166051660517
2488,2,7.46,-2.99,-0.23,61418,46169277.0,4.29,1.66,0.0,1.27,0.13,002637.SZ,0,赞宇科技,7.73,7.4,7.72,7.69,3158937000,2767155816,0.0,1.26,3.32,5.97,-11657420.0,11.16,-,-,-,-,2,0.13404825737265416
2489,2,2.27,-2.99,-0.07,149616,34314786.0,3.85,2.11,0.0,0.87,0.0,002359.SZ,0,*ST北讯,2.34,2.25,2.32,2.34,2467925295,1608431200,0.0,0.54,-15.93,-72.35,-1069174.0,-1.41,-,-,-,-,2,0.0
2490,2,2.27,-2.99,-0.07,190898,43602533.0,3.85,1.1,0.0,1.02,0.0,002305.SZ,0,南国置业,2.34,2.25,2.33,2.34,3936669798,3931038520,0.0,0.88,-14.66,-19.79,-3241619.0,43.92,-,-,-,-,2,0.22026431718061673
2491,2,5.51,-2.99,-0.17,69214,38438847.0,4.23,1.3,0.0,0.78,0.0,002707.SZ,0,众信旅游,5.69,5.45,5.66,5.68,4843920961,2925256333,-0.18,2.12,-10.41,-12.54,-4429665.0,-1053.34,-,-,-,-,2,0.041742286751361164
2492,2,10.37,-2.99,-0.32,42399,44353828.0,4.49,1.59,0.0,1.08,-0.1,000151.SZ,0,中成股份,10.71,10.23,10.71,10.69,3069312600,2764060938,-0.29,3.3,-14.58,3.29,-3939636.0,247.88,-,-,-,-,2,0.19286403085824494
2493,2,3.24,-2.99,-0.1,540598,176555946.0,5.39,2.71,0.0,0.72,1.25,600226.SH,1,瀚叶股份,3.37,3.19,3.35,3.34,10169194083,6456895579,0.31,2.37,-0.61,16.55,-21359581.0,68.55,-,-,-,-,2,0.06790123456790123
2494,2,3.24,-2.99,-0.1,61522,20112760.0,3.89,0.97,0.0,1.06,0.0,000838.SZ,0,财信发展,3.34,3.21,3.34,3.34,3565497431,2049086711,0.0,1.97,-6.63,11.34,-3675319.0,55.55,-,-,-,-,2,0.06481481481481481
2495,2,7.77,-3.0,-0.24,42140,33029602.0,3.62,0.56,0.0,0.9,0.0,600618.SH,1,氯碱化工,8.03,7.74,8.03,8.01,8985227814,5826256614,0.0,2.15,-2.26,21.98,-2856571.0,7.87,-,-,-,-,2,0.15444015444015444
2496,2,5.18,-3.0,-0.16,313601,164268714.0,4.12,3.21,0.0,0.43,0.19,000682.SZ,0,东方电子,5.38,5.16,5.31,5.34,6944965896,5066157819,0.0,2.22,5.07,56.5,-20274492.0,30.68,-,-,-,-,2,0.0
2497,2,4.53,-3.0,-0.14,250171,114277187.0,3.0,1.13,0.0,1.21,0.0,300027.SZ,0,华谊兄弟,4.65,4.51,4.64,4.67,12661150313,10017570267,-0.22,1.55,-18.82,-3.41,-11567583.0,-7.24,-,-,-,-,2,0.0
