,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f20,f21,f22,f23,f24,f25,f62,f115,f128,f140,f141,f136,f152,gxl
2003,2,10.18,-2.58,-0.27,42995,43930752.0,4.11,4.34,0.0,0.89,0.1,300703.SZ,0,创源文化,10.5,10.07,10.42,10.45,1858363072,1008678938,0.2,2.8,5.93,6.37,-3876126.0,18.16,-,-,-,-,2,0.29469548133595286
2004,2,3.77,-2.58,-0.1,188334,71465944.0,3.36,0.53,0.0,0.88,0.0,000415.SZ,0,渤海租赁,3.87,3.74,3.85,3.87,23315645233,13373685197,0.0,0.62,-6.45,4.72,-11007892.0,8.34,-,-,-,-,2,0.0
2005,2,12.06,-2.58,-0.32,159971,196300335.0,5.49,3.1,0.0,2.29,0.42,002364.SZ,0,中恒电气,12.66,11.98,12.6,12.38,6796593418,6215004537,0.0,3.24,23.95,3.43,-22271040.0,87.6,-,-,-,-,2,0.08291873963515754
2006,2,6.02,-2.59,-0.16,80308,48543785.0,3.07,1.91,0.0,0.87,0.17,600738.SH,1,兰州民百,6.17,5.98,6.16,6.18,4714234525,2535975285,-0.17,2.52,-20.58,46.83,-1493541.0,2.89,-,-,-,-,2,2.6578073089700998
2007,2,7.9,-2.59,-0.21,18470,14692258.0,3.45,2.38,0.0,1.07,0.0,300640.SZ,0,德艺文创,8.14,7.86,8.09,8.11,1742732100,613797413,0.0,5.78,-5.39,27.01,-122383.0,34.89,-,-,-,-,2,0.2531645569620253
2008,2,7.9,-2.59,-0.21,141624,115256028.0,6.17,2.69,0.0,1.14,0.13,002140.SZ,0,东华科技,8.38,7.88,8.25,8.11,4228407376,4164262844,0.0,1.97,-17.1,67.37,-4263018.0,26.04,-,-,-,-,2,0.12658227848101264
2010,2,4.89,-2.59,-0.13,51564,25225303.0,3.78,0.93,0.0,0.99,0.82,600405.SH,1,动力源,5.01,4.82,4.98,5.02,2738121016,2705516941,0.82,2.64,-4.49,19.56,-73928.0,-11.66,-,-,-,-,2,0.0
1967,2,11.06,-2.56,-0.29,12178,13546345.0,2.56,0.51,0.0,1.08,0.09,603680.SH,1,今创集团,11.3,11.01,11.29,11.35,8750954030,2651847584,0.0,2.34,-9.49,-7.76,12963.0,20.44,-,-,-,-,2,0.18083182640144665
2011,2,6.76,-2.59,-0.18,40717,27573444.0,4.32,1.02,0.0,1.23,0.15,000551.SZ,0,创元科技,6.94,6.64,6.93,6.94,2704543538,2704543538,0.15,1.58,-1.31,16.35,1317868.0,30.24,-,-,-,-,2,0.0
2012,2,7.51,-2.59,-0.2,22651,17169689.0,4.28,1.05,0.0,1.0,-0.13,300218.SZ,0,安利股份,7.78,7.45,7.78,7.71,1629572370,1624235719,-0.27,1.63,-0.4,24.75,-523533.0,30.07,-,-,-,-,2,0.09986684420772304
2013,2,13.13,-2.6,-0.35,60167,79469808.0,3.12,0.44,0.0,0.92,0.0,600373.SH,1,中文传媒,13.46,13.04,13.46,13.48,18092352528,18092352528,0.15,1.35,0.69,4.96,-1188278.0,10.88,-,-,-,-,2,0.3808073115003808
2014,2,3.0,-2.6,-0.08,76204,22913946.0,4.22,0.85,0.0,1.14,1.01,601599.SH,1,鹿港文化,3.09,2.96,3.09,3.08,2678174892,2678174892,1.01,1.03,-7.12,-3.23,-140737.0,43.07,-,-,-,-,2,0.07333333333333333
2015,2,3.75,-2.6,-0.1,52955,20021220.0,2.86,0.62,0.0,1.16,0.0,600684.SH,1,珠江实业,3.84,3.73,3.84,3.85,3200477711,3200477711,0.0,1.03,-6.48,-12.99,-90042.0,54.4,-,-,-,-,2,0.096
2016,2,13.5,-2.6,-0.36,64296,87324871.0,3.1,1.5,0.0,0.73,0.07,300398.SZ,0,飞凯材料,13.84,13.41,13.84,13.86,6988167378,5798104389,-0.15,3.03,2.82,3.85,-4633332.0,27.82,-,-,-,-,2,0.07407407407407407
2017,2,12.75,-2.6,-0.34,141288,181897510.0,2.9,1.46,0.0,0.84,0.16,000998.SZ,0,隆平高科,13.08,12.7,13.04,13.09,16791371300,12304572286,0.0,2.66,-20.51,-12.67,-22144801.0,23.92,-,-,-,-,2,0.15699929411764707
2018,2,16.12,-2.6,-0.43,27834,45094603.0,4.17,1.06,0.0,0.77,-0.19,300125.SZ,0,易世达,16.69,16.0,16.69,16.55,4279859919,4252089931,-0.12,5.62,7.47,92.36,-539190.0,253.77,-,-,-,-,2,0.0
2019,2,15.74,-2.6,-0.42,26851,42991280.0,5.82,2.44,0.0,1.51,0.13,300452.SZ,0,山河药辅,16.59,15.65,16.17,16.16,2191008000,1729230729,-0.13,4.36,-1.63,16.77,-113619.0,28.2,-,-,-,-,2,0.12706480304955528
2020,2,4.87,-2.6,-0.13,226525,111317184.0,2.6,2.01,0.0,0.71,-0.41,600368.SH,1,五洲交通,4.99,4.86,4.99,5.0,5481828171,5481828171,-0.2,1.31,0.41,64.53,90470.0,5.88,-,-,-,-,2,0.23408624229979463
2021,2,4.12,-2.6,-0.11,34199,14180892.0,3.07,0.74,0.0,1.35,-0.48,002469.SZ,0,三维工程,4.24,4.11,4.23,4.23,2073442938,1909303683,0.0,1.77,-6.58,10.16,-564890.0,62.33,-,-,-,-,2,0.24271844660194175
2022,2,7.49,-2.6,-0.2,40200,30383117.0,2.99,0.8,0.0,1.01,0.0,000919.SZ,0,金陵药业,7.69,7.46,7.69,7.69,3774960000,3765891685,-0.13,1.31,-2.47,22.79,-5795541.0,9.95,-,-,-,-,2,0.22696929238985314
1996,2,2.27,-2.58,-0.06,134398,30671572.0,3.43,0.54,0.0,0.8,0.44,000882.SZ,0,华联股份,2.33,2.25,2.33,2.33,6213788920,5634492163,0.44,0.79,-13.69,1.79,-7590116.0,-27.95,-,-,-,-,2,0.01762114537444934
1995,2,9.08,-2.58,-0.24,39978,36550086.0,3.33,1.69,0.0,0.84,0.0,002769.SZ,0,普路通,9.33,9.02,9.32,9.32,3389727930,2146840505,0.11,2.47,-9.83,-10.01,-3668511.0,43.24,-,-,-,-,2,0.051762114537444934
1994,2,7.19,-2.57,-0.19,43461,31487527.0,2.85,2.41,0.0,0.9,-0.14,603817.SH,1,海峡环保,7.37,7.16,7.37,7.38,3235500000,1294200000,0.14,2.1,-12.74,20.64,-1953918.0,25.02,-,-,-,-,2,0.07232267037552155
1993,2,12.87,-2.57,-0.34,224668,289395760.0,4.47,2.25,0.0,0.68,0.23,603328.SH,1,依顿电子,13.19,12.6,13.19,13.21,12839161176,12839161176,0.0,3.17,34.48,39.89,-10097329.0,19.41,-,-,-,-,2,1.1266511266511268
1968,2,11.44,-2.56,-0.3,9354,10736876.0,3.66,1.33,0.0,1.06,-0.26,603768.SH,1,常青股份,11.75,11.32,11.67,11.74,2333760000,802230000,0.0,1.37,-3.62,8.13,-1506471.0,31.52,-,-,-,-,2,0.1048951048951049
1969,2,12.2,-2.56,-0.32,43614,53326170.0,3.59,0.8,0.0,0.69,0.25,000597.SZ,0,东北制药,12.53,12.08,12.53,12.52,7407828788,6691438627,0.08,1.93,8.06,20.08,-11002535.0,34.6,-,-,-,-,2,0.0
1970,2,3.43,-2.56,-0.09,170448,59058208.0,2.27,0.46,0.0,0.79,-0.58,600811.SH,1,东方集团,3.51,3.43,3.51,3.52,12740996105,12740996105,-0.29,0.61,-9.74,-6.28,-2353048.0,26.43,-,-,-,-,2,0.0
1971,2,3.81,-2.56,-0.1,299998,115035729.0,3.32,1.35,0.0,1.25,0.0,600708.SH,1,光明地产,3.92,3.79,3.91,3.91,8491105991,8478308308,0.0,0.74,-29.31,15.81,-5476437.0,7.82,-,-,-,-,2,0.5249343832020997
1972,2,16.0,-2.56,-0.42,11586,18692278.0,4.08,1.16,0.0,1.05,0.31,603090.SH,1,宏盛股份,16.52,15.85,16.42,16.42,1600000000,1600000000,0.38,3.29,4.03,24.22,-1338788.0,47.19,-,-,-,-,2,0.0625
1973,2,4.57,-2.56,-0.12,231253,105834466.0,3.2,1.41,0.0,0.58,0.22,002266.SZ,0,浙富控股,4.68,4.53,4.66,4.69,9042749710,7483598555,0.22,2.76,-4.79,12.56,-17891552.0,81.7,-,-,-,-,2,0.02188183807439825
1974,2,10.28,-2.56,-0.27,30838,31821595.0,4.17,1.1,0.0,0.93,0.1,002577.SZ,0,雷柏科技,10.58,10.14,10.54,10.55,2908006400,2886243753,-0.1,2.46,-7.72,5.54,-2244170.0,-423.69,-,-,-,-,2,0.0
1975,2,5.32,-2.56,-0.14,424089,226546480.0,2.2,0.43,0.0,0.92,0.0,600115.SH,1,东方航空,5.41,5.29,5.41,5.46,87138988960,52181143828,0.0,1.37,-14.61,12.0,-21733896.0,36.78,-,-,-,-,2,0.0
1976,2,3.04,-2.56,-0.08,82830,25371464.0,2.88,0.69,0.0,1.06,-0.33,600106.SH,1,重庆路桥,3.12,3.03,3.12,3.12,3672941990,3672941990,-0.33,1.0,-7.03,13.01,1056360.0,15.84,-,-,-,-,2,0.22039473684210528
1977,2,10.64,-2.56,-0.28,1123696,1213647792.0,7.42,22.77,0.0,2.21,0.28,300177.SZ,0,中海达,11.2,10.39,11.04,10.92,7122989666,5251897722,-0.09,3.83,17.18,56.24,-111584203.0,87.9,-,-,-,-,2,0.020676691729323307
1978,2,10.26,-2.56,-0.27,234507,241910802.0,3.32,1.32,0.0,0.67,0.0,002926.SZ,0,华西证券,10.51,10.16,10.49,10.53,26932500000,18243792663,-0.1,1.43,-4.65,23.76,-33859364.0,23.19,-,-,-,-,2,0.07407407407407407
1979,2,5.7,-2.56,-0.15,77651,44664860.0,3.59,1.47,0.0,0.98,-0.18,002398.SZ,0,建研集团,5.88,5.67,5.86,5.85,3947299174,3019777151,0.0,1.5,-11.63,28.96,-2755830.0,11.67,-,-,-,-,2,0.12280701754385964
1980,2,4.94,-2.56,-0.13,497835,248365188.0,2.76,0.22,0.0,0.88,0.2,000166.SZ,0,申万宏源,5.06,4.92,5.05,5.07,123697326126,111320006173,0.41,1.54,-3.52,22.89,-37300845.0,23.36,-,-,-,-,2,0.10121457489878542
1981,2,13.29,-2.57,-0.35,81412,108993763.0,2.71,0.8,0.0,0.99,-0.15,600056.SH,1,中国医药,13.63,13.26,13.61,13.64,14200172747,13451288291,-0.15,1.64,-2.57,9.47,-18131808.0,10.19,-,-,-,-,2,0.32630549285176824
1982,2,25.42,-2.57,-0.67,5915,15198804.0,3.6,0.81,0.0,0.79,0.0,603730.SH,1,岱美股份,26.29,25.35,25.94,26.09,10183112698,1851694048,-0.24,2.98,11.44,24.67,-448122.0,18.02,-,-,-,-,2,0.1966955153422502
1983,2,11.76,-2.57,-0.31,15285,18073867.0,3.15,1.28,0.0,0.87,0.34,002900.SZ,0,哈三联,12.06,11.68,12.06,12.07,3723216588,1404456228,0.17,2.07,-2.73,2.89,-538959.0,20.88,-,-,-,-,2,0.5527210884353742
1984,2,11.38,-2.57,-0.3,18016,20582894.0,3.77,1.22,0.0,0.88,0.09,600506.SH,1,香梨股份,11.69,11.25,11.62,11.68,1680904215,1680904215,0.09,6.03,-17.3,14.26,-238474.0,362.78,-,-,-,-,2,0.0
1985,2,14.79,-2.57,-0.39,164492,245559863.0,2.64,0.79,0.0,1.01,-0.07,600362.SH,1,江西铜业,15.18,14.78,15.14,15.18,51213767900,30692909120,-0.07,1.03,-5.13,14.12,-32589396.0,20.73,-,-,-,-,2,0.1352265043948614
1986,2,9.86,-2.57,-0.26,22788,22654861.0,3.56,0.92,0.0,0.79,-0.1,300485.SZ,0,赛升药业,10.15,9.79,10.15,10.12,4773876760,2432659200,0.0,1.84,-2.09,1.75,-3213490.0,19.51,-,-,-,-,2,0.12170385395537525
1987,2,9.48,-2.57,-0.25,11858,11370341.0,2.67,0.18,0.0,0.9,-0.11,000042.SZ,0,中洲控股,9.73,9.47,9.71,9.73,6302599198,6277679359,-0.11,0.85,-7.24,-14.75,-579007.0,-90.99,-,-,-,-,2,0.10548523206751054
1988,2,4.17,-2.57,-0.11,112549,47164858.0,3.74,2.23,0.0,0.91,0.24,601619.SH,1,嘉泽新能,4.28,4.12,4.28,4.28,8060610000,2100657049,0.24,2.97,-11.28,-9.54,-8340660.0,30.25,-,-,-,-,2,0.10551558752997602
1989,2,8.71,-2.57,-0.23,40589,35696832.0,4.14,1.42,0.0,1.26,-0.11,000819.SZ,0,岳阳兴长,9.02,8.65,8.98,8.94,2481522594,2481360840,-0.11,3.19,-3.86,3.81,-2717783.0,46.3,-,-,-,-,2,0.02296211251435132
1990,2,8.33,-2.57,-0.22,20656,17283566.0,2.92,0.41,0.0,0.84,0.0,600551.SH,1,时代出版,8.54,8.29,8.52,8.55,4213524716,4213524716,0.24,0.94,-10.14,-1.19,-1753018.0,13.49,-,-,-,-,2,0.22809123649459784
1991,2,10.6,-2.57,-0.28,44683,47716689.0,3.77,0.17,0.0,0.67,-0.09,600299.SH,1,安迪苏,10.97,10.56,10.95,10.88,28428153494,28428153494,-0.19,2.09,-1.12,-6.28,-1259820.0,29.28,-,-,-,-,2,0.1632075471698113
1992,2,7.95,-2.57,-0.21,126639,101419892.0,3.68,1.74,0.0,0.91,0.13,300190.SZ,0,维尔利,8.21,7.91,8.21,8.16,6231090408,5796761667,-0.25,1.67,-7.67,63.24,-4784288.0,22.16,-,-,-,-,2,0.06289308176100629
2143,2,6.86,-2.7,-0.19,102657,71348039.0,3.55,2.51,0.0,0.9,-0.15,601952.SH,1,苏垦农发,7.08,6.83,7.05,7.05,9453080000,2807822518,0.0,1.7,-17.55,6.69,-9345675.0,17.43,-,-,-,-,2,0.29154518950437314
2144,2,4.33,-2.7,-0.12,534209,233118292.0,3.82,1.27,0.0,0.96,0.0,000932.SZ,0,华菱钢铁,4.47,4.3,4.43,4.45,18280870452,18279085379,-0.23,0.92,-10.35,0.0,-34270863.0,3.28,-,-,-,-,2,0.0
2145,2,9.02,-2.7,-0.25,83254,75479073.0,3.34,3.82,0.0,0.83,-0.11,000567.SZ,0,海德股份,9.26,8.95,9.25,9.27,5783073113,1964402895,-0.11,1.37,6.87,18.06,-4505632.0,33.49,-,-,-,-,2,0.05321507760532151
2308,2,6.84,-2.84,-0.2,133260,91730429.0,2.98,4.57,0.0,1.1,0.15,002351.SZ,0,漫步者,7.01,6.8,6.9,7.04,4054512600,1992773808,0.15,2.25,19.16,41.32,-10459609.0,56.45,-,-,-,-,2,0.14619883040935672
2296,2,5.48,-2.84,-0.16,114703,63125322.0,4.79,2.77,0.0,0.71,0.18,300228.SZ,0,富瑞特装,5.67,5.4,5.64,5.64,2590624198,2267749448,0.18,1.42,-10.89,13.22,-6143454.0,56.59,-,-,-,-,2,0.009124087591240875
2297,2,9.59,-2.84,-0.28,23155,22357015.0,2.94,0.49,0.0,0.92,-0.1,000553.SZ,0,安道麦A,9.86,9.57,9.86,9.87,23462448851,4494034172,-0.1,1.05,-14.76,6.2,-281217.0,38.98,-,-,-,-,2,0.10114702815432743
2298,2,7.19,-2.84,-0.21,31612,22872123.0,4.73,1.89,0.0,1.29,0.28,300092.SZ,0,科新机电,7.47,7.12,7.46,7.4,1665196810,1202118626,0.14,2.93,-8.76,18.84,-446954.0,77.77,-,-,-,-,2,0.020862308762169678
2299,2,26.7,-2.84,-0.78,14322,38680280.0,4.04,3.13,0.0,0.96,-0.34,300673.SZ,0,佩蒂股份,27.75,26.64,27.24,27.48,3907598400,1220147280,0.0,4.12,-2.91,-23.34,-8235552.0,41.1,-,-,-,-,2,0.18726591760299627
2300,2,4.45,-2.84,-0.13,1572527,704926496.0,2.62,7.68,0.0,0.76,0.0,003816.SZ,0,中国广核,4.56,4.44,4.55,4.58,224718819395,9110225004,0.0,2.63,78.71,78.71,-90772919.0,24.54,-,-,-,-,2,0.0
2301,2,15.06,-2.84,-0.44,15933,24204366.0,3.74,0.51,0.0,1.06,0.0,603898.SH,1,好莱客,15.54,14.96,15.54,15.5,4662586331,4662586331,0.0,2.02,-11.15,0.67,-1780644.0,13.33,-,-,-,-,2,0.24634794156706508
2302,2,7.87,-2.84,-0.23,14811,11779405.0,2.84,1.1,0.0,0.76,-0.13,000880.SZ,0,潍柴重机,8.1,7.87,8.1,8.1,2172910935,1063512450,-0.25,1.54,-6.09,9.61,-77017.0,51.43,-,-,-,-,2,0.025412960609911054
2303,2,4.79,-2.84,-0.14,36793,17794940.0,4.26,0.89,0.0,0.76,-0.21,000570.SZ,0,苏常柴Ａ,4.95,4.74,4.93,4.93,2688983022,1970483022,0.0,1.26,-15.07,28.76,-798157.0,43.06,-,-,-,-,2,0.05219206680584551
2304,2,6.5,-2.84,-0.19,101013,66172069.0,3.59,3.23,0.0,0.65,-0.15,300444.SZ,0,双杰电气,6.7,6.46,6.69,6.69,3807496329,2033904379,-0.15,2.57,-12.4,-0.76,-15007892.0,56.25,-,-,-,-,2,0.038461538461538464
2305,2,8.21,-2.84,-0.24,20293,16816532.0,3.08,1.11,0.0,1.33,0.24,002763.SZ,0,汇洁股份,8.44,8.18,8.44,8.45,3380262250,1501397141,0.0,1.85,-5.41,8.6,-2420602.0,19.08,-,-,-,-,2,0.5481120584652862
2306,2,21.55,-2.84,-0.63,12144,26382619.0,3.79,4.19,0.0,0.87,-0.28,603136.SH,1,天目湖,22.17,21.33,22.17,22.18,2499800000,624950000,-0.19,2.99,1.94,9.34,-516178.0,23.17,-,-,-,-,2,0.3480278422273782
2307,2,5.13,-2.84,-0.15,28185,14572117.0,3.6,0.96,0.0,1.23,0.0,002494.SZ,0,华斯股份,5.29,5.1,5.28,5.28,1977926996,1513455355,0.0,1.05,-7.4,-15.49,-934429.0,115.46,-,-,-,-,2,0.01982748538011696
2309,2,23.59,-2.84,-0.69,165073,389067872.0,5.27,6.47,0.0,0.73,0.13,603936.SH,1,博敏电子,24.18,22.9,24.18,24.28,7431753096,6014956120,0.04,3.16,85.02,133.8,-39716149.0,40.86,-,-,-,-,2,0.0423908435777872
2294,2,14.39,-2.84,-0.42,22639,32707508.0,4.12,2.08,0.0,0.7,0.0,603912.SH,1,佳力图,14.82,14.21,14.82,14.81,3122673170,1569776320,-0.07,4.28,-5.2,9.76,-3333045.0,29.01,-,-,-,-,2,0.17373175816539263
2310,2,5.47,-2.84,-0.16,104257,57576047.0,3.02,0.79,0.0,0.84,0.0,600096.SH,1,云天化,5.62,5.45,5.6,5.63,7809381911,7227943885,0.18,1.64,-11.35,9.18,-4732909.0,42.57,-,-,-,-,2,0.0
2311,2,74.52,-2.84,-2.18,143176,1075220896.0,3.09,1.2,0.0,0.76,0.01,300750.SZ,0,宁德时代,76.58,74.21,76.58,76.7,163530041400,89204625863,0.16,4.77,8.44,1.17,-76347112.0,35.72,-,-,-,-,2,0.019060252281266774
2312,2,16.06,-2.84,-0.47,35740,57978098.0,3.09,1.79,0.0,0.71,-0.19,603309.SH,1,维力医疗,16.5,15.99,16.5,16.53,3212000000,3212000000,-0.06,3.28,-14.39,69.05,-5099813.0,28.77,-,-,-,-,2,0.06226650062266501
2313,2,6.15,-2.84,-0.18,50667,31343919.0,3.16,1.22,0.0,1.49,-0.49,002775.SZ,0,文科园林,6.32,6.12,6.29,6.33,3153475845,2561238225,-0.32,1.25,-3.15,6.03,255668.0,12.35,-,-,-,-,2,0.6504065040650406
2314,2,4.44,-2.84,-0.13,71198,31916310.0,2.84,0.67,0.0,0.61,-0.22,300039.SZ,0,上海凯宝,4.56,4.43,4.55,4.57,4757432472,4716797561,-0.45,1.91,-1.11,12.12,-5852423.0,24.19,-,-,-,-,2,0.2252252252252252
2315,2,4.44,-2.84,-0.13,107197,47762851.0,4.16,1.74,0.0,0.61,0.0,000790.SZ,0,泰合健康,4.57,4.38,4.55,4.57,2736640904,2734019866,0.0,3.2,3.26,21.31,-4530530.0,46.78,-,-,-,-,2,0.06756756756756756
2316,2,7.17,-2.85,-0.21,26354,19050759.0,3.39,0.4,0.0,1.24,-0.14,000719.SZ,0,中原传媒,7.4,7.15,7.36,7.38,7336370880,4783447883,-0.14,0.94,-0.97,-5.91,-878143.0,9.71,-,-,-,-,2,0.3486750348675035
2317,2,19.8,-2.85,-0.58,951962,1896336080.0,2.94,1.29,0.0,1.04,0.0,601688.SH,1,华泰证券,20.3,19.7,20.3,20.38,179717670000,145680565536,0.0,1.58,-11.96,24.53,-314110005.0,30.3,-,-,-,-,2,0.15151515151515152
2318,2,9.9,-2.85,-0.29,111165,111035220.0,4.42,3.03,0.0,0.7,0.0,002609.SZ,0,捷顺科技,10.25,9.8,10.17,10.19,6394258936,3629491005,0.1,3.3,20.29,83.67,-11717759.0,59.68,-,-,-,-,2,0.15151515151515152
2319,2,5.12,-2.85,-0.15,78278,40460254.0,2.66,1.12,0.0,1.03,-0.19,002538.SZ,0,司尔特,5.25,5.11,5.25,5.27,3676775849,3576130601,-0.19,1.04,-4.12,8.25,-3491202.0,12.23,-,-,-,-,2,0.1953125
2320,2,5.46,-2.85,-0.16,159922,89287196.0,5.16,3.41,0.0,1.0,0.0,300225.SZ,0,金力泰,5.72,5.43,5.62,5.62,2568056400,2558592478,0.0,2.86,-11.36,21.33,-3195771.0,117.24,-,-,-,-,2,0.0
2321,2,6.48,-2.85,-0.19,49017,32012768.0,3.45,0.74,0.0,0.92,0.0,300147.SZ,0,香雪制药,6.67,6.44,6.66,6.67,4286366651,4279387296,-0.15,1.24,-4.71,6.06,-2663963.0,73.23,-,-,-,-,2,0.05246913580246913
2295,2,7.88,-2.84,-0.23,36954,29336392.0,4.07,1.23,0.0,0.91,0.13,600463.SH,1,空港股份,8.14,7.81,8.12,8.11,2364000000,2364000000,0.25,1.72,-7.62,10.36,-1305700.0,-217.72,-,-,-,-,2,0.020304568527918784
2293,2,7.54,-2.84,-0.22,70330,53495284.0,3.35,0.65,0.0,1.13,-0.13,600874.SH,1,创业环保,7.76,7.5,7.76,7.76,10761302362,8197702362,0.13,1.88,-10.02,-7.37,-871474.0,24.62,-,-,-,-,2,0.14058355437665784
2264,2,15.26,-2.8,-0.44,26852,41230964.0,3.06,1.36,0.0,0.99,0.2,000923.SZ,0,河北宣工,15.63,15.15,15.6,15.7,9960643945,3021480000,0.13,1.49,-12.15,12.29,-2525512.0,32.94,-,-,-,-,2,0.006553079947575361
2278,2,20.7,-2.82,-0.6,59271,124360252.0,3.57,2.2,0.0,0.76,-0.48,300395.SZ,0,菲利华,21.45,20.69,21.22,21.3,6200208900,5570022675,-0.29,5.67,17.28,46.29,-7399551.0,35.07,-,-,-,-,2,0.0966183574879227
2266,2,4.16,-2.8,-0.12,133148,56782241.0,5.61,2.48,0.0,1.31,-0.24,000955.SZ,0,欣龙控股,4.37,4.13,4.31,4.28,2239723200,2236409136,0.0,3.7,-8.77,2.72,-381663.0,-24.82,-,-,-,-,2,0.0
2267,2,3.81,-2.81,-0.11,95402,36569737.0,4.08,1.21,0.0,1.12,0.53,002510.SZ,0,天汽模,3.93,3.77,3.91,3.92,3508442813,2998205879,-0.26,1.32,-9.07,7.02,-6746041.0,16.98,-,-,-,-,2,0.07874015748031496
2268,2,2.77,-2.81,-0.08,206730,57698802.0,3.51,1.08,0.0,0.85,-0.36,600577.SH,1,精达股份,2.86,2.76,2.86,2.85,5322292379,5322292379,0.0,1.62,-10.36,-5.46,-6425897.0,15.72,-,-,-,-,2,0.1444043321299639
2269,2,9.69,-2.81,-0.28,123708,120571972.0,3.41,1.55,0.0,0.85,0.0,000789.SZ,0,万年青,9.96,9.62,9.9,9.97,7726550940,7726367731,0.0,1.88,-1.92,24.87,-21336282.0,6.3,-,-,-,-,2,0.825593395252838
2270,2,3.46,-2.81,-0.1,284061,99093491.0,3.37,0.34,0.0,1.26,0.0,601992.SH,1,金隅集团,3.56,3.44,3.56,3.56,36945088124,28836187593,0.0,0.83,-6.74,0.29,-8139676.0,9.48,-,-,-,-,2,0.15895953757225434
2271,2,7.61,-2.81,-0.22,59913,45903379.0,3.07,1.57,0.0,1.08,-0.13,600802.SH,1,福建水泥,7.81,7.57,7.81,7.83,2906058598,2906058598,-0.13,2.56,-6.51,3.82,-6869168.0,9.0,-,-,-,-,2,0.04336399474375821
2272,2,10.03,-2.81,-0.29,10530,10639213.0,2.71,0.75,0.0,0.76,0.0,002144.SZ,0,宏达高科,10.29,10.01,10.28,10.32,1772928156,1401228813,0.0,1.05,-7.73,3.4,-111821.0,23.2,-,-,-,-,2,0.09970089730807578
2273,2,4.49,-2.81,-0.13,49631,22384351.0,4.55,0.92,0.0,0.94,-0.22,002487.SZ,0,大金重工,4.64,4.43,4.64,4.62,2492354100,2412726756,-0.22,1.32,4.66,34.83,-3388448.0,24.24,-,-,-,-,2,0.022271714922048998
2274,2,9.32,-2.82,-0.27,424533,400249056.0,2.5,1.23,0.0,1.17,-0.11,600489.SH,1,中金黄金,9.55,9.31,9.53,9.59,32164598601,32164598601,0.0,2.37,-1.58,8.88,-55136815.0,222.15,-,-,-,-,2,0.02145922746781116
2275,2,14.15,-2.82,-0.41,31363,44638048.0,3.85,2.31,0.0,1.02,-0.28,002810.SZ,0,山东赫达,14.59,14.03,14.56,14.56,2695065600,1921787556,-0.42,3.24,1.07,28.4,-4784906.0,22.12,-,-,-,-,2,0.1413427561837456
2276,2,4.83,-2.82,-0.14,50201,24380913.0,3.42,0.8,0.0,1.0,0.0,601208.SH,1,东材科技,4.98,4.81,4.96,4.97,3026482830,3026482830,0.0,1.3,3.21,30.89,-58066.0,59.68,-,-,-,-,2,0.031055900621118012
2277,2,11.04,-2.82,-0.32,26710,29589331.0,4.67,1.18,0.0,0.9,0.18,600749.SH,1,西藏旅游,11.39,10.86,11.39,11.36,2505699308,2505699308,0.0,2.36,-2.73,17.7,-1566343.0,56.18,-,-,-,-,2,0.0
2279,2,4.83,-2.82,-0.14,179841,88342875.0,5.84,3.7,0.0,1.0,0.21,300074.SZ,0,华平股份,5.08,4.79,5.05,4.97,2619502683,2345566147,0.0,2.15,2.55,26.11,-10456393.0,60.95,-,-,-,-,2,0.0
2292,2,8.92,-2.83,-0.26,46207,41628098.0,3.05,0.36,0.0,0.96,-0.11,600633.SH,1,浙数文化,9.19,8.91,9.16,9.18,11613161661,11509198954,0.0,1.47,-8.14,10.53,-1369913.0,23.35,-,-,-,-,2,0.08968609865470853
2280,2,48.97,-2.82,-1.42,78259,386962944.0,2.88,1.12,0.0,0.84,-0.02,600600.SH,1,青岛啤酒,50.3,48.85,50.3,50.39,66157627471,34078889824,-0.02,3.61,2.81,42.44,-14712636.0,37.79,-,-,-,-,2,0.09801919542577088
2281,2,13.44,-2.82,-0.39,8603,11604326.0,3.9,0.65,0.0,1.14,0.37,300486.SZ,0,东杰智能,13.82,13.28,13.72,13.83,2428216036,1775344583,0.22,1.82,-0.88,1.05,1360102.0,39.6,-,-,-,-,2,0.026041666666666664
2282,2,2.41,-2.82,-0.07,321808,78404297.0,3.63,0.91,0.0,1.12,-0.41,000683.SZ,0,远兴能源,2.49,2.4,2.49,2.48,9457801568,8526053714,0.0,0.95,-9.74,1.69,-2953577.0,8.44,-,-,-,-,2,0.0
2283,2,54.05,-2.82,-1.57,23490,127830534.0,3.42,1.72,0.0,0.62,0.04,600990.SH,1,四创电子,55.66,53.76,55.62,55.62,8603630896,7388745262,0.04,3.72,19.84,58.41,-13605003.0,34.86,-,-,-,-,2,0.03145235892691952
2284,2,79.08,-2.83,-2.3,210162,1669252864.0,3.12,2.62,0.0,1.03,0.05,600570.SH,1,恒生电子,80.92,78.38,80.92,81.38,63512843725,63512843725,0.1,17.24,13.8,98.99,-242731644.0,62.06,-,-,-,-,2,0.04046535154274153
2285,2,32.65,-2.83,-0.95,96974,321158832.0,4.73,1.14,0.0,0.77,0.03,300450.SZ,0,先导智能,34.09,32.5,33.84,33.6,28783497768,27683715592,-0.06,7.98,8.08,13.92,-51021980.0,35.61,-,-,-,-,2,0.08576600306278714
