,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,RowNum,EITIME,EUTIME,NOTICEDATE,Iskcb
20,沪市,600729,重庆百货,0.0,-,-,2.8,0.0112903225806452,2016-04-07T00:00:00,-7.3446,6.4835,2016-06-30T00:00:00,2016-07-01T00:00:00,8.1511,1171.0,406528465.0,0.9,11.76364143,2.276774,7.798607,-25.2812,2015-12-31T00:00:00,2016-04-07T00:00:00,实施分配,"10派2.80元(含税,扣税后2.52元)",8569,2016-06-26T14:41:45,2016-06-26T14:41:46,2016-06-27T00:00:00,
21,深主板,000063,中兴通讯,0.0,-,-,2.5,0.016914749661705,2016-04-07T00:00:00,-8.4757,3.0683,2016-07-14T00:00:00,2016-07-15T00:00:00,1.0309,1157.0,4154262354.0,0.78,7.15,2.528058,3.295329,21.8074,2015-12-31T00:00:00,2016-04-07T00:00:00,实施分配,"10派2.50元(含税,扣税后2.25元)",8352,2016-07-08T19:35:12,2016-07-08T19:35:12,2016-07-09T00:00:00,
22,创业板,300267,尔康制药,10.0,-,10.0,1.0,0.00346260387811634,2016-04-06T00:00:00,-11.0578,-2.9244,2016-05-09T00:00:00,2016-05-10T00:00:00,-4.3262,1223.0,1028361007.0,0.29,4.06828208,1.896549,1.078967,104.2116,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10转10.00派1.00元(含税,扣税后0.90元)",9849,2016-05-04T16:40:22,2016-05-04T16:40:22,2016-05-04T00:00:00,
23,沪市,600261,阳光照明,0.0,-,-,1.5,0.020746887966805,2016-04-06T00:00:00,-8.8972,-2.953,2016-05-16T00:00:00,2016-05-17T00:00:00,0.2841,1216.0,1452102930.0,0.26,2.01134373,0.182603,0.666794,29.0034,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",9714,2016-05-10T19:17:05,2016-05-10T19:17:05,2016-05-11T00:00:00,
24,创业板,300174,元力股份,0.0,-,-,1.0,0.00465332712889716,2016-04-06T00:00:00,-8.5689,9.2527,2016-05-24T00:00:00,2016-05-25T00:00:00,23.3086,1208.0,136000000.0,0.227,3.84115879,1.859398,0.837843,52.0658,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",9541,2016-05-17T17:11:39,2016-05-17T17:11:39,2016-05-18T00:00:00,
25,中小板,002215,诺普信,0.0,-,-,1.0,0.0100704934541793,2016-04-06T00:00:00,-10.2965,-0.7992,2016-05-26T00:00:00,2016-05-27T00:00:00,6.4975,1206.0,924435004.0,0.25,1.90605858,0.063901,0.740816,18.7076,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",9443,2016-05-19T17:30:02,2016-05-19T17:30:02,2016-05-20T00:00:00,
26,中小板,002363,隆基机械,0.0,-,-,0.2,0.00166251039068994,2016-04-06T00:00:00,-8.0565,-0.0831,2016-05-27T00:00:00,2016-05-30T00:00:00,13.3951,1203.0,385873624.0,0.19,4.51244403,2.382119,1.008158,22.3221,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",9414,2016-05-23T17:18:52,2016-05-23T17:18:53,2016-05-24T00:00:00,
27,创业板,300235,方直科技,0.0,-,-,0.6,0.00280636108512629,2016-04-06T00:00:00,-10.4059,-0.0935,2016-06-13T00:00:00,2016-06-14T00:00:00,20.9104,1188.0,158400000.0,0.13,2.13939359,0.395082,0.643365,-1.6858,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",9094,2016-06-02T20:22:37,2016-06-02T20:22:37,2016-06-02T00:00:00,
28,中小板,002623,亚玛顿,0.0,-,-,0.4,0.00118729593351143,2016-04-06T00:00:00,-10.1909,1.7825,2016-06-20T00:00:00,2016-06-21T00:00:00,-3.1437,1181.0,160000000.0,0.34,13.4814405,9.292002,2.8126,44.2566,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",8866,2016-06-14T16:59:38,2016-06-14T16:59:38,2016-06-15T00:00:00,
29,沪市,600487,亨通光电,0.0,-,-,0.47,0.00384930384930385,2016-04-06T00:00:00,10.6329,-1.6116,2016-06-21T00:00:00,2016-06-22T00:00:00,21.0484,1180.0,1241269065.0,0.4615,3.71906597,0.754942,1.803217,66.4406,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派0.47元(含税,扣税后0.423元)",8816,2016-06-15T19:13:51,2016-06-15T19:13:51,2016-06-16T00:00:00,
30,创业板,300049,福瑞股份,0.0,-,-,1.0,0.00452079566003617,2016-04-06T00:00:00,-2.5751,2.7881,2016-06-22T00:00:00,2016-06-23T00:00:00,7.9582,1179.0,263246122.0,0.35,5.09010575,3.100161,0.971544,5.1011,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",8777,2016-06-14T16:18:21,2016-06-14T16:18:22,2016-06-15T00:00:00,
31,深主板,000819,岳阳兴长,0.5,-,0.5,0.5,0.00183688464364438,2016-04-06T00:00:00,-15.2047,-5.2228,2016-06-22T00:00:00,2016-06-23T00:00:00,14.5279,1179.0,246111657.0,0.197,2.75689795,0.336072,0.870925,19.795,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10转0.50派0.50元(含税,扣税后0.45元)",8768,2016-06-14T19:20:11,2016-06-14T19:20:12,2016-06-15T00:00:00,
32,沪市,600917,重庆燃气,0.0,-,-,1.5,0.015015015015015,2016-04-06T00:00:00,-8.3183,-0.7944,2016-06-22T00:00:00,2016-06-23T00:00:00,1.343,1179.0,1556000000.0,0.24,2.2353836,0.637861,0.451008,4.2605,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",8763,2016-06-16T17:24:41,2016-06-16T17:24:41,2016-06-17T00:00:00,
33,中小板,002430,杭氧股份,0.0,-,-,0.3,0.00344036697247706,2016-04-06T00:00:00,-6.3754,-2.3516,2016-06-23T00:00:00,2016-06-24T00:00:00,-8.8664,1178.0,831776000.0,0.17,4.41946065,1.062089,1.985339,6.3941,2015-12-31T00:00:00,2016-04-06T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",8704,2016-06-17T17:11:47,2016-06-17T17:11:47,2016-06-18T00:00:00,
34,沪市,603377,东方时尚,0.0,-,-,3.0,0.00881316098707403,2016-04-05T00:00:00,1.283,-11.5155,2016-05-10T00:00:00,2016-05-11T00:00:00,30.5004,1222.0,420000000.0,0.89,2.03620452,0.132756,0.611984,0.8573,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",9819,2016-05-04T18:53:06,2016-05-04T18:53:06,2016-05-05T00:00:00,
35,创业板,300107,建新股份,0.0,-,-,0.299512,0.00498356073211315,2016-04-05T00:00:00,5.9816,-10.963,2016-05-17T00:00:00,2016-05-18T00:00:00,11.4783,1215.0,543711028.0,0.043,1.65536284,0.298044,0.308447,-42.9492,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派0.299512元(含税,扣税后0.269561元)",9709,2016-05-10T19:53:20,2016-05-10T19:53:20,2016-05-11T00:00:00,
36,沪市,600066,宇通客车,0.0,-,-,15.0,0.0687757909215956,2016-04-05T00:00:00,-1.1313,4.454,2016-05-20T00:00:00,2016-05-23T00:00:00,4.4967,1210.0,2213939223.0,1.6,5.80891135,0.577599,3.528573,35.313,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派15.00元(含税,扣税后13.50元)",9583,2016-05-12T19:12:29,2016-05-12T19:12:29,2016-05-13T00:00:00,
37,中小板,002516,旷达科技,10.0,1.0,9.0,0.5,0.00417710944026733,2016-04-05T00:00:00,-2.6038,2.6587,2016-05-26T00:00:00,2016-05-27T00:00:00,7.8098,1206.0,662175000.0,0.3997,3.2119931,1.071023,1.234499,49.1266,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10送1.00转9.00派0.50元(含税,扣税后0.35元)",9477,2016-05-19T20:27:15,2016-05-19T20:27:15,2016-05-20T00:00:00,
38,沪市,600406,国电南瑞,0.0,-,-,2.7,0.0206264323911383,2016-04-05T00:00:00,-3.992,-2.459,2016-05-30T00:00:00,2016-05-31T00:00:00,4.4709,1202.0,2428953351.0,0.53,3.31744065,0.472812,1.61665,1.2593,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派2.70元(含税,扣税后2.43元)",9401,2016-05-24T17:16:12,2016-05-24T17:16:14,2016-05-25T00:00:00,
39,创业板,300407,凯发电气,10.0,-,10.0,1.0,0.0027027027027027,2016-04-05T00:00:00,10.15,21.1129,2016-06-06T00:00:00,2016-06-07T00:00:00,-1.4917,1195.0,136000000.0,0.51,5.8198561,1.905562,2.664524,-5.0738,2015-12-31T00:00:00,2016-04-26T00:00:00,实施分配,"10转10.00派1.00元(含税,扣税后0.90元)",9221,2016-05-30T19:34:39,2016-05-30T19:34:40,2016-05-31T00:00:00,
40,创业板,300069,金利华电,0.0,-,-,0.5,0.00155860349127182,2016-04-05T00:00:00,11.1628,5.0082,2016-06-21T00:00:00,2016-06-22T00:00:00,-1.2041,1180.0,117000000.0,0.09,4.18018463,2.226793,0.812038,-32.8115,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",8805,2016-06-14T17:13:52,2016-06-14T17:13:52,2016-06-15T00:00:00,
41,创业板,300112,万讯自控,0.0,-,-,0.28,0.00168370414912808,2016-04-05T00:00:00,-6.1404,7.987,2016-06-24T00:00:00,2016-06-27T00:00:00,-15.7025,1175.0,266588197.0,0.05,2.59856501,1.185014,0.454409,-44.3455,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派0.28元(含税,扣税后0.252元)",8691,2016-06-20T20:12:55,2016-06-20T21:05:18,2016-06-20T00:00:00,
42,深主板,000826,启迪环境,0.0,-,-,1.5,0.00495049504950495,2016-04-05T00:00:00,-9.9815,4.3029,2016-06-27T00:00:00,2016-06-28T00:00:00,5.2632,1174.0,854297580.0,1.101,7.24032567,2.439284,3.397427,15.7704,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",8661,2016-06-21T19:36:56,2016-06-21T19:36:56,2016-06-22T00:00:00,
43,沪市,600639,浦东金桥,0.0,-,-,1.4,0.00586264656616415,2016-04-05T00:00:00,0.6685,-5.4257,2016-07-12T00:00:00,2016-07-13T00:00:00,-13.3832,1159.0,1122412893.0,0.4706,8.10613244,1.522578,2.547266,9.7236,2015-12-31T00:00:00,2016-04-05T00:00:00,实施分配,"10派1.40元(含税,扣税后1.26元)",8397,2016-07-06T18:45:53,2016-07-06T18:45:53,2016-07-07T00:00:00,
44,中小板,002598,山东章鼓,0.0,-,-,2.0,0.0189933523266857,2016-04-02T00:00:00,3.3006,-4.6196,2016-05-09T00:00:00,2016-05-10T00:00:00,12.9259,1223.0,312000000.0,0.1754,2.42030853,0.678523,0.575211,-28.0387,2015-12-31T00:00:00,2016-04-02T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",9838,2016-04-29T17:54:56,2016-04-29T17:54:56,2016-04-30T00:00:00,
45,深主板,000683,远兴能源,8.0,-,8.0,-,-,2016-04-02T00:00:00,10.515,-2.7344,2016-05-11T00:00:00,2016-05-12T00:00:00,-2.9851,1221.0,1618891844.0,0.04,3.74314068,0.877216,1.708581,-72.698,2015-12-31T00:00:00,2016-04-09T00:00:00,实施分配,10转8.00,9804,2016-05-04T16:39:53,2016-05-04T16:39:53,2016-05-05T00:00:00,
46,创业板,300306,远方信息,0.0,-,-,1.0,0.00566893424036281,2016-04-02T00:00:00,2.0633,-11.2676,2016-05-12T00:00:00,2016-05-13T00:00:00,35.7766,1220.0,240000000.0,0.23,4.48798842,1.927343,1.366287,-38.3071,2015-12-31T00:00:00,2016-04-02T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",9780,2016-05-06T17:08:28,2016-05-06T17:08:28,2016-05-07T00:00:00,
47,沪市,601020,华钰矿业,0.0,-,-,1.0,0.00461041954817888,2016-04-02T00:00:00,18.2215,-19.248,2016-05-19T00:00:00,2016-05-20T00:00:00,63.0734,1213.0,520000000.0,0.35,2.29316319,0.021004,0.976977,-20.3663,2015-12-31T00:00:00,-,实施分配,"10派1.00元(含税,扣税后0.90元)",9632,2016-05-15T14:28:33,2016-05-15T14:28:34,2016-05-16T00:00:00,
48,沪市,603111,康尼机电,15.0,-,15.0,2.0,0.00664672648720505,2016-04-02T00:00:00,14.6535,-1.1498,2016-05-20T00:00:00,2016-05-23T00:00:00,3.9751,1210.0,295353300.0,0.6329,3.74979202,1.61592,1.172828,30.4062,2015-12-31T00:00:00,2016-04-13T00:00:00,实施分配,"10转15.00派2.00元(含税,扣税后1.80元)",9588,2016-05-16T19:27:26,2016-05-16T19:27:27,2016-05-17T00:00:00,
49,中小板,002057,中钢天源,0.0,-,-,0.1,0.000664010624169987,2016-04-02T00:00:00,-0.919,5.6842,2016-06-16T00:00:00,2016-06-17T00:00:00,6.5781,1185.0,199381670.0,0.0823,2.56547406,1.126142,0.351716,-15.8963,2015-12-31T00:00:00,2016-04-02T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",8975,2016-06-12T17:32:22,2016-06-12T17:32:22,2016-06-13T00:00:00,
50,中小板,002029,七匹狼,0.0,-,-,1.0,0.0105485232067511,2016-04-02T00:00:00,1.7391,-4.0486,2016-06-21T00:00:00,2016-06-22T00:00:00,3.0208,1180.0,755670000.0,0.36,6.64484404,2.487597,2.396975,-5.4299,2015-12-31T00:00:00,2016-04-02T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",8818,2016-06-14T17:28:02,2016-06-14T17:28:02,2016-06-15T00:00:00,
51,深主板,000701,厦门信达,0.0,-,-,0.55,0.00319210679048172,2016-04-02T00:00:00,-6.8216,3.9204,2016-06-23T00:00:00,2016-06-24T00:00:00,-2.9429,1178.0,406613056.0,0.31,6.10646946,2.569036,2.168513,-32.2414,2015-12-31T00:00:00,2016-04-02T00:00:00,实施分配,"10派0.55元(含税,扣税后0.495元)",8729,2016-06-15T17:05:50,2016-06-15T17:05:50,2016-06-16T00:00:00,
52,深主板,000572,*ST海马,0.0,-,-,0.5,0.00970873786407767,2016-04-02T00:00:00,2.1739,-2.6465,2016-06-24T00:00:00,2016-06-27T00:00:00,-1.7375,1175.0,1644636426.0,0.0988,4.47446535,2.289538,1.120279,-23.7792,2015-12-31T00:00:00,2016-04-02T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",8681,2016-06-20T17:09:55,2016-06-20T17:09:55,2016-06-21T00:00:00,
53,中小板,002364,中恒电气,0.0,-,-,0.3,0.00120578778135048,2016-04-01T00:00:00,10.9237,-8.2596,2016-04-29T00:00:00,2016-05-03T00:00:00,-5.7059,1230.0,523242380.0,0.27,2.26151484,0.224377,1.012373,14.135,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",9928,2016-04-24T17:48:53,2016-04-24T17:48:53,2016-04-25T00:00:00,
54,中小板,002499,*ST科林,0.0,-,-,0.8,0.00383509108341323,2016-04-01T00:00:00,-10.7236,0.4817,2016-05-03T00:00:00,2016-05-04T00:00:00,-5.6304,1229.0,189000000.0,0.15,3.69304529,1.857951,0.722745,156.8031,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",9912,2016-04-26T18:29:11,2016-04-26T18:29:12,2016-04-27T00:00:00,
55,中小板,002345,潮宏基,0.0,-,-,1.0,0.0087719298245614,2016-04-01T00:00:00,4.2883,0.885,2016-05-04T00:00:00,2016-05-05T00:00:00,-15.106,1228.0,845111200.0,0.3,3.00913887,1.070609,0.832376,15.6842,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",9898,2016-04-26T18:57:57,2016-04-26T18:57:57,2016-04-27T00:00:00,
56,深主板,000949,新乡化纤,0.0,-,-,0.3,0.00759493670886076,2016-04-01T00:00:00,5.0,-10.6335,2016-05-11T00:00:00,2016-05-12T00:00:00,1.5345,1221.0,1027241303.0,0.1346,2.44411088,0.924948,0.335252,52.716,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",9807,2016-05-03T19:01:33,2016-05-03T19:01:33,2016-05-04T00:00:00,
57,深主板,000951,中国重汽,6.0,-,6.0,2.0,0.0133958472873409,2016-04-01T00:00:00,5.6973,-10.7057,2016-05-12T00:00:00,2016-05-13T00:00:00,6.0538,1220.0,419425500.0,0.66,10.86633111,1.631012,7.119987,-35.4234,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10转6.00派2.00元(含税,扣税后1.80元)",9770,2016-05-05T17:18:53,2016-05-05T17:18:53,2016-05-06T00:00:00,
58,沪市,600037,歌华有线,0.0,-,-,1.8,0.0120643431635389,2016-04-01T00:00:00,1.0172,-1.1266,2016-05-16T00:00:00,2016-05-17T00:00:00,3.3288,1216.0,1391777884.0,0.5934,8.28435546,4.704573,2.116354,18.2883,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10派1.80元(含税,扣税后1.62元)",9741,2016-05-09T15:47:51,2016-05-09T15:47:51,2016-05-10T00:00:00,
59,创业板,300050,世纪鼎利,10.0,-,10.0,1.5,0.00582750582750583,2016-04-01T00:00:00,-7.3776,1.5385,2016-05-27T00:00:00,2016-05-30T00:00:00,9.7918,1203.0,249457233.0,0.46,8.26317717,5.65664,1.399115,160.9171,2015-12-31T00:00:00,2016-04-01T00:00:00,实施分配,"10转10.00派1.50元(含税,扣税后1.35元)",9426,2016-05-23T17:10:27,2016-05-23T17:10:28,2016-05-24T00:00:00,
