,codes,gxl
923,601086.SH,0.019417475728155338
1253,603330.SH,0.019383921863260708
1292,300107.SZ,0.01937984496124031
723,002782.SZ,0.01936108422071636
1262,603970.SH,0.01933488012374323
454,000716.SZ,0.01925133689839572
805,600826.SH,0.01924839596700275
1879,300409.SZ,0.01924759405074366
206,300127.SZ,0.01924721984602224
754,002448.SZ,0.019230769230769232
1342,002061.SZ,0.019193857965451054
1762,002460.SZ,0.019184652278177457
835,601908.SH,0.01910828025477707
2393,002220.SZ,0.019083969465648852
942,603556.SH,0.01905972045743329
1818,603387.SH,0.019035532994923856
403,600639.SH,0.01903367496339678
704,600380.SH,0.01900739176346357
694,600037.SH,0.018967334035827187
1108,603136.SH,0.018957345971563982
577,000623.SZ,0.01893939393939394
1090,300284.SZ,0.01893491124260355
755,603693.SH,0.01890359168241966
474,601789.SH,0.018867924528301886
1120,002843.SZ,0.01884422110552764
1300,603912.SH,0.018839487565938208
702,601390.SH,0.018801996672212978
859,002839.SZ,0.018796992481203006
1390,603569.SH,0.01876190476190476
367,600737.SH,0.018722466960352423
876,002795.SZ,0.018712574850299403
624,601108.SH,0.018711018711018712
995,600596.SH,0.01870907390084191
594,002592.SZ,0.018670649738610903
1572,300323.SZ,0.018664047151277015
560,600528.SH,0.018627450980392157
1248,002027.SZ,0.018621973929236497
1698,002903.SZ,0.018575851393188854
646,600328.SH,0.018575063613231548
516,601788.SH,0.018570102135561747
600,002403.SZ,0.018564356435643563
1400,000790.SZ,0.018561484918793506
663,601318.SH,0.018552450755840586
1162,601318.SH,0.018552450755840586
791,600590.SH,0.01854714064914992
1096,603856.SH,0.018518518518518517
689,600285.SH,0.018518518518518517
799,603885.SH,0.018506493506493506
1328,300519.SZ,0.01849112426035503
928,603311.SH,0.018480492813141684
161,600183.SH,0.01847290640394089
201,600132.SH,0.01845444059976932
440,000617.SZ,0.01843168957154406
519,603208.SH,0.018419489007724305
837,600201.SH,0.018404907975460124
1112,603329.SH,0.01837109614206981
939,603808.SH,0.01832276250880902
1273,603040.SH,0.01830110497237569
1333,600711.SH,0.018281535648994516
510,600143.SH,0.018281535648994516
667,600346.SH,0.01822157434402332
554,300194.SZ,0.01818181818181818
800,601016.SH,0.01818181818181818
1190,002408.SZ,0.01818181818181818
237,600621.SH,0.018151815181518156
460,000902.SZ,0.01809954751131222
1073,603161.SH,0.01809954751131222
1003,002925.SZ,0.018087271082975358
664,000521.SZ,0.01807228915662651
546,601727.SH,0.01802941176470588
1357,000797.SZ,0.01802159159159159
839,600141.SH,0.01796945193171608
687,603558.SH,0.017964071856287425
447,300018.SZ,0.017923101604278076
309,600030.SH,0.01792114695340502
511,600352.SH,0.017921146953405017
783,601127.SH,0.017897091722595078
1687,300507.SZ,0.017875920084121977
221,601700.SH,0.017825311942959002
861,002802.SZ,0.017822421319796954
1020,603456.SH,0.017809439002671415
787,601168.SH,0.017761989342806397
852,600231.SH,0.01773049645390071
840,603811.SH,0.017721518987341773
1402,000703.SZ,0.017699115044247787
1279,603377.SH,0.017688679245283015
456,000728.SZ,0.017688679245283015
1327,002358.SZ,0.017654476670870112
817,600345.SH,0.017644464049404496
697,600655.SH,0.01762632197414806
897,603368.SH,0.017623497997329773
749,600403.SH,0.017579250720461095
2255,300618.SZ,0.017562346329469618
1102,600466.SH,0.017513134851138354
321,002142.SZ,0.017513134851138354
297,601928.SH,0.01750291715285881
993,000666.SZ,0.0175
1562,002852.SZ,0.017463933181473046
1029,603916.SH,0.017452006980802792
1229,603507.SH,0.017445482866043614
553,000903.SZ,0.01744186046511628
2083,300448.SZ,0.01741245733788396
1483,603506.SH,0.01736111111111111
1122,300412.SZ,0.017350157728706628
855,603928.SH,0.017341040462427747
902,300068.SZ,0.017316017316017316
894,000869.SZ,0.017307026652821047
976,300549.SZ,0.017241379310344827
384,002478.SZ,0.017211703958691912
407,600886.SH,0.017203302373581014
751,000566.SZ,0.017182130584192438
656,300435.SZ,0.017182130584192438
768,601117.SH,0.01717902350813743
1450,000662.SZ,0.01716019607843137
1438,603677.SH,0.017123287671232876
1365,603088.SH,0.01710376282782212
1219,002139.SZ,0.017094017094017096
342,600894.SH,0.017094017094017096
1034,002029.SZ,0.017094017094017096
592,600232.SH,0.017064846416382253
344,002690.SZ,0.017047391749062397
887,000415.SZ,0.017045454545454544
772,600351.SH,0.017006802721088437
1359,603101.SH,0.017006802721088437
743,002346.SZ,0.01697792869269949
1163,002357.SZ,0.01694915254237288
1193,300701.SZ,0.016937669376693765
798,600299.SH,0.016927592954990214
1143,300384.SZ,0.016896117977528092
2874,300384.SZ,0.016896117977528092
1356,603722.SH,0.01687051876845213
1347,002878.SZ,0.01685630004214075
2843,002712.SZ,0.016845329249617153
1710,002712.SZ,0.016845329249617153
313,600837.SH,0.01683748169838946
1066,000888.SZ,0.016835016835016835
500,000598.SZ,0.01681034482758621
494,300146.SZ,0.016776817488561257
943,603768.SH,0.01676963812886143
1747,300691.SZ,0.016750418760469014
1067,002376.SZ,0.016750418760469014
1734,603725.SH,0.016736401673640166
1412,603656.SH,0.016722408026755852
1075,600239.SH,0.016722408026755852
917,603277.SH,0.016722408026755852
529,601555.SH,0.016722408026755852
506,300303.SZ,0.016713091922005572
1834,002034.SZ,0.01671122994652406
699,002351.SZ,0.01669449081803005
878,600629.SH,0.01668520578420467
1041,002783.SZ,0.016666666666666666
1972,300296.SZ,0.01664145234493192
670,600098.SH,0.01663893510815308
1014,002823.SZ,0.016632349841938884
857,603002.SH,0.016623376623376623
1388,600978.SH,0.01661631419939577
1381,300388.SZ,0.0166112292358804
1179,300608.SZ,0.016577856719952634
870,000906.SZ,0.016576627118644067
774,002550.SZ,0.016563146997929608
744,603866.SH,0.016549441456350848
1394,600781.SH,0.016537467700258397
1469,002833.SZ,0.01653398652786283
2004,002833.SZ,0.01653398652786283
856,600881.SH,0.016501650165016504
1340,300488.SZ,0.016483845667299178
1360,002173.SZ,0.016460886699507387
1016,603686.SH,0.016459627329192546
598,600846.SH,0.016455696202531647
536,300327.SZ,0.01644736842105263
865,002836.SZ,0.016436554898093356
1294,603396.SH,0.016428192898781134
955,002672.SZ,0.01639511201629328
1264,603500.SH,0.01638001638001638
1326,002502.SZ,0.016339869281045753
1231,002032.SZ,0.016325401217487552
757,002032.SZ,0.016325401217487552
717,002724.SZ,0.016313213703099513
752,002317.SZ,0.016289592760180997
1250,600885.SH,0.016253555465258026
1002,002067.SZ,0.016233766233766232
1662,300650.SZ,0.016233766233766232
1641,603103.SH,0.01622002820874471
710,002171.SZ,0.016218537360890302
420,002425.SZ,0.01620745542949757
1316,002523.SZ,0.016181229773462785
632,002441.SZ,0.016172506738544472
950,002415.SZ,0.01617076326002587
764,601010.SH,0.016129032258064516
1444,300637.SZ,0.016116035455278004
1170,603063.SH,0.016091954022988506
1062,600197.SH,0.01608751608751609
642,002801.SZ,0.01608751608751609
775,600097.SH,0.016078838174273857
1858,002908.SZ,0.016077170418006433
1617,600559.SH,0.01606425702811245
900,600814.SH,0.01606425702811245
735,601002.SH,0.016025641025641024
597,603708.SH,0.016012810248198558
1338,002461.SZ,0.015974440894568693
980,603922.SH,0.01594387755102041
2132,300072.SZ,0.01592356687898089
718,600757.SH,0.01592356687898089
551,300207.SZ,0.015885623510722795
919,603919.SH,0.01588352084712111
705,600011.SH,0.015873015873015872
767,600361.SH,0.0158311345646438
573,601688.SH,0.01582278481012658
1287,002757.SZ,0.015789473684210527
1154,002277.SZ,0.015772870662460567
650,002020.SZ,0.015748031496062992
853,601869.SH,0.015733165512901194
901,603567.SH,0.015731292517006803
690,000551.SZ,0.015723270440251572
1164,601388.SH,0.015706806282722516
1004,300153.SZ,0.015698587127158554
604,600116.SH,0.015691868758915838
1838,300197.SZ,0.015673981191222573
1241,300731.SZ,0.015659955257270694
698,601858.SH,0.015655233069481092
1644,603871.SH,0.01564945226917058
781,000545.SZ,0.015625
595,002587.SZ,0.015625
586,002661.SZ,0.015625
672,603100.SH,0.0156062424969988
732,300112.SZ,0.015604681404421325
633,000999.SZ,0.015577378936674567
721,300215.SZ,0.015552099533437015
909,002081.SZ,0.015544041450777202
1812,300511.SZ,0.015544041450777202
1745,603880.SH,0.015541264737406217
2000,300365.SZ,0.015503875968992248
833,300250.SZ,0.015503875968992248
832,600016.SH,0.015490533562822721
990,600582.SH,0.015479876160990714
653,002479.SZ,0.015479876160990714
380,600864.SH,0.015455950540958269
675,002202.SZ,0.015444015444015444
1228,600549.SH,0.015432098765432096
847,600531.SH,0.01542857142857143
921,000413.SZ,0.015384615384615384
611,601999.SH,0.015357766143106456
659,600511.SH,0.015342652574156157
1092,600282.SH,0.015337423312883439
826,002144.SZ,0.015337423312883436
599,002274.SZ,0.015290519877675839
1895,002863.SZ,0.015280135823429542
1055,002148.SZ,0.015267175572519083
1135,002286.SZ,0.015254237288135594
635,601933.SH,0.015228426395939087
1276,002208.SZ,0.015220700152207
823,600029.SH,0.015220700152207
1068,000731.SZ,0.015180265654648958
1531,000665.SZ,0.015180265654648958
1065,300342.SZ,0.015151515151515152
1730,002716.SZ,0.015151515151515152
914,600256.SH,0.015105740181268881
1212,600335.SH,0.015082956259426848
541,600966.SH,0.015075376884422112
994,603203.SH,0.01507537688442211
514,600801.SH,0.015069967707212056
977,600439.SH,0.015060240963855423
780,601179.SH,0.015056818181818182
1205,603232.SH,0.015048908954100831
827,002057.SZ,0.015037593984962405
666,600533.SH,0.015015015015015017
647,600039.SH,0.015015015015015017
605,600481.SH,0.015015015015015017
1206,603721.SH,0.015
1145,300493.SZ,0.014992503748125937
1918,300627.SZ,0.014983351831298558
695,600823.SH,0.014962593516209478
1312,300287.SZ,0.01496062992125984
1026,002382.SZ,0.014947683109118086
1235,603181.SH,0.014930325149303253
1049,603303.SH,0.014908256880733946
769,002443.SZ,0.01490312965722802
834,603378.SH,0.014863748967795212
1271,600525.SH,0.014851485148514853
264,600517.SH,0.014814814814814815
974,600320.SH,0.014792899408284025
1372,002860.SZ,0.014778325123152709
1555,002309.SZ,0.01477104874446086
730,601137.SH,0.014749262536873156
904,002455.SZ,0.014749262536873156
1772,603917.SH,0.014734774066797643
468,000531.SZ,0.014727540500736375
1491,002771.SZ,0.014691478942213515
1317,002573.SZ,0.014684287812041117
1376,600960.SH,0.014655172413793105
2114,300434.SZ,0.014608233731739709
2871,300434.SZ,0.014608233731739709
758,600512.SH,0.014598540145985401
1064,002065.SZ,0.014598540145985401
1663,603260.SH,0.014578512396694216
762,601111.SH,0.014571609632446135
1299,603818.SH,0.014550641940085594
1701,300739.SZ,0.014534883720930232
1421,603009.SH,0.014527027027027026
1040,603178.SH,0.01452081316553727
1006,002062.SZ,0.014492753623188406
1001,002056.SZ,0.014492753623188406
503,600626.SH,0.014492753623188406
2204,300687.SZ,0.01448225923244026
504,002099.SZ,0.014450867052023121
1150,000008.SZ,0.014450867052023121
479,002557.SZ,0.01443894389438944
1056,002540.SZ,0.014423076923076922
1225,603113.SH,0.014422158548233047
1731,002871.SZ,0.014416146083613648
1588,000540.SZ,0.01440922190201729
819,600597.SH,0.014401440144014403
1188,002520.SZ,0.014388489208633094
1061,600418.SH,0.01437371663244353
393,600371.SH,0.014367816091954025
727,002385.SZ,0.01436265709156194
898,000600.SZ,0.01436265709156194
654,300088.SZ,0.014347202295552367
616,601231.SH,0.014341085271317831
1191,002053.SZ,0.014306151645207437
1187,601116.SH,0.014285714285714285
953,300162.SZ,0.014285714285714285
747,300224.SZ,0.014268727705112961
1063,000886.SZ,0.014245014245014247
2048,002918.SZ,0.014243759177679883
748,601992.SH,0.014243323442136496
715,603806.SH,0.014184397163120567
1599,300528.SZ,0.014184397163120567
912,002811.SZ,0.014184397163120567
1574,002681.SZ,0.014170023752969121
1131,603515.SH,0.014134275618374558
708,603699.SH,0.01412180052956752
858,600079.SH,0.01412180052956752
1742,300535.SZ,0.01411158167036216
1418,300070.SZ,0.014100534591194968
1732,002917.SZ,0.014064697609001404
1178,000807.SZ,0.014056224899598391
351,002653.SZ,0.014049172102358252
722,601198.SH,0.014031805425631433
1233,600329.SH,0.014015416958654521
713,002593.SZ,0.01400560224089636
1683,300145.SZ,0.01400560224089636
867,600667.SH,0.013986013986013986
866,600362.SH,0.013976240391334731
1353,000065.SZ,0.013969732246798601
1443,300575.SZ,0.013955516790231139
945,002861.SZ,0.013953488372093023
1283,600160.SH,0.01394700139470014
530,601949.SH,0.013946117274167988
1370,002090.SZ,0.013940520446096656
1952,300340.SZ,0.013937282229965157
2038,300324.SZ,0.013870764705882352
574,000650.SZ,0.013869625520110958
1138,603098.SH,0.013864818024263433
622,601628.SH,0.01386481802426343
1696,603180.SH,0.013852813852813853
1854,300716.SZ,0.013850415512465374
1950,300349.SZ,0.01384083044982699
556,600996.SH,0.013825363825363828
932,300377.SZ,0.013824884792626729
888,600643.SH,0.013824884792626727
619,601595.SH,0.01381509032943677
1115,603929.SH,0.013812154696132596
1366,603633.SH,0.01379690949227373
1931,002842.SZ,0.013783597518952447
1060,603126.SH,0.013779527559055118
1089,600798.SH,0.013774104683195593
1086,600196.SH,0.013743218806509945
1052,600277.SH,0.013729977116704805
1314,603050.SH,0.01372369624885636
1128,600684.SH,0.0136986301369863
1149,002527.SZ,0.013698512720156555
1714,002921.SZ,0.013683634373289547
881,600995.SH,0.01366120218579235
741,000725.SZ,0.01366120218579235
989,300019.SZ,0.013642564802182811
724,600993.SH,0.013633669235328985
1277,603326.SH,0.01360544217687075
1442,300468.SZ,0.013595592391304348
1252,600623.SH,0.013586956521739128
1227,002251.SZ,0.013586956521739128
2214,603696.SH,0.013572204125950053
1563,603617.SH,0.013568521031207597
771,002326.SZ,0.013568521031207597
634,000027.SZ,0.013559322033898306
1076,600939.SH,0.013537117903930132
1036,000839.SZ,0.013513513513513514
1005,002868.SZ,0.013462574044157244
1459,600686.SH,0.013458950201884253
1419,300587.SZ,0.013452914798206279
1125,000967.SZ,0.013452914798206277
1200,600125.SH,0.013445378151260505
1355,002920.SZ,0.013416815742397139
1763,300720.SZ,0.013377926421404682
951,600529.SH,0.013363028953229399
1173,603196.SH,0.013358778625954198
1152,002772.SZ,0.013351642189586113
1197,601579.SH,0.013349514563106797
1375,603648.SH,0.013333333333333334
1306,603321.SH,0.013333333333333334
1494,002652.SZ,0.013297872340425534
2026,002873.SZ,0.013280212483399735
1598,603477.SH,0.013280212483399735
1903,300202.SZ,0.013280212483399735
706,600287.SH,0.013266998341625208
1126,000978.SZ,0.013257575757575756
896,603883.SH,0.013250298131707963
540,002643.SZ,0.013246753246753246
1352,600113.SH,0.013245997088791848
1180,300452.SZ,0.013227513227513229
1457,002045.SZ,0.01322314049586777
1048,002651.SZ,0.013215859030837005
973,000985.SZ,0.013214285714285715
640,600356.SH,0.013182423435419442
1221,002183.SZ,0.013151927437641722
1097,300165.SZ,0.013133208255159474
985,600630.SH,0.013112391930835734
1159,300543.SZ,0.013083296990841691
1199,603380.SH,0.013080444735120995
1080,600619.SH,0.013071895424836602
1142,002078.SZ,0.013054830287206267
1503,603159.SH,0.013043478260869565
1592,002922.SZ,0.013037809647979138
1008,600779.SH,0.013036164844407064
1254,300124.SZ,0.013032145960034753
1652,603056.SH,0.013023610053313022
1354,603076.SH,0.013020833333333334
1819,600521.SH,0.01299545159194282
1038,600982.SH,0.012987012987012988
1509,603110.SH,0.012987012987012986
1298,002164.SZ,0.012953367875647668
1239,002555.SZ,0.012944983818770227
1362,002555.SZ,0.012944983818770227
941,600739.SH,0.01292175161521895
1453,300371.SZ,0.012919896640826874
1715,300336.SZ,0.012919896640826873
1053,603331.SH,0.012919896640826873
1274,300643.SZ,0.01291079812206573
445,000568.SZ,0.012902559867877788
1760,600986.SH,0.012886597938144331
958,002105.SZ,0.012875536480686695
1485,300049.SZ,0.012870012870012873
1223,300190.SZ,0.012853470437017995
665,000498.SZ,0.012847965738758028
935,600530.SH,0.012845849802371544
607,600004.SH,0.012834224598930482
2064,002310.SZ,0.01282051282051282
862,002381.SZ,0.01282051282051282
2062,300626.SZ,0.01282051282051282
1454,300522.SZ,0.012804097311139566
944,002226.SZ,0.012795275590551183
1323,601020.SH,0.012793176972281448
814,002498.SZ,0.01276595744680851
934,000582.SZ,0.012763596004439512
631,300099.SZ,0.01272264631043257
1263,601500.SH,0.012718600953895072
684,601966.SH,0.012718446601941748
712,002165.SZ,0.012711864406779662
2175,002739.SZ,0.012698412698412698
1792,002895.SZ,0.012690355329949238
957,002366.SZ,0.012689804772234272
685,600662.SH,0.012684989429175474
1308,000935.SZ,0.012681159420289856
1209,300087.SZ,0.012664877419354839
1208,002469.SZ,0.012658227848101266
988,600498.SH,0.012634708286882198
899,000761.SZ,0.012626262626262626
868,600070.SH,0.012610340479192938
216,002567.SZ,0.012605042016806723
1510,300067.SZ,0.012594458438287152
1141,002228.SZ,0.012594458438287152
1196,002457.SZ,0.012594458438287152
1445,603389.SH,0.012592592592592593
1621,603516.SH,0.012590494176896444
641,601799.SH,0.012585212375458836
946,600295.SH,0.012578616352201259
830,000850.SZ,0.01256281407035176
1513,603499.SH,0.012554927809165096
806,600523.SH,0.01255280627640314
570,601058.SH,0.0125
1721,002586.SZ,0.012474520547945206
691,002106.SZ,0.012468827930174566
969,603421.SH,0.012462908011869436
1368,002236.SZ,0.012453300124533002
1753,603356.SH,0.012448132780082987
910,600979.SH,0.012437810945273632
1401,002809.SZ,0.012437810945273632
2040,300441.SZ,0.012406947890818858
776,601878.SH,0.012406947890818858
1787,300506.SZ,0.012391573729863692
801,600389.SH,0.012380952380952381
947,603129.SH,0.012366034624896948
1987,300717.SZ,0.012353304508956145
2252,002838.SZ,0.012345679012345678
1000,603077.SH,0.012345679012345678
1959,603580.SH,0.012295081967213115
1121,603299.SH,0.01227621483375959
1069,002393.SZ,0.012269938650306749
760,000686.SZ,0.012269938650306749
1025,603701.SH,0.012269938650306749
1267,600298.SH,0.012267788293024886
1544,603639.SH,0.012264922322158625
1249,603339.SH,0.012261580381471389
1349,002588.SZ,0.012224938875305624
978,000548.SZ,0.012224938875305624
1088,600936.SH,0.012195121951219513
920,600985.SH,0.01214574898785425
1655,600499.SH,0.012135922330097087
1094,603568.SH,0.012112403100775193
1736,300182.SZ,0.012103746397694523
1318,002328.SZ,0.012096774193548387
1935,603895.SH,0.012077294685990338
966,600248.SH,0.012077294685990338
555,600025.SH,0.012061403508771933
2444,300554.SZ,0.012055455093429776
696,000750.SZ,0.012048192771084336
1214,002136.SZ,0.012033694344163657
644,600635.SH,0.012024048096192383
1309,000012.SZ,0.012019230769230768
1113,600326.SH,0.012012012012012014
1741,002919.SZ,0.011997600479904018
793,000530.SZ,0.01199705035971223
987,600522.SH,0.011990407673860911
891,000975.SZ,0.011968880909634947
848,600730.SH,0.01196078431372549
1050,603128.SH,0.011938202247191011
1427,002654.SZ,0.011933174224343673
1184,603139.SH,0.011933174224343673
979,300206.SZ,0.011921458625525946
1677,603938.SH,0.011890606420927468
568,600031.SH,0.011878247958426132
1590,300042.SZ,0.011878247958426132
1449,600452.SH,0.011862396204033215
933,002500.SZ,0.011857707509881422
1220,002484.SZ,0.011816838995568688
1226,002727.SZ,0.011815675462780622
1144,300599.SZ,0.011799410029498525
1011,600059.SH,0.011792452830188678
2024,300616.SZ,0.011781338360037702
1216,002678.SZ,0.011764705882352941
2232,002365.SZ,0.011723329425556858
2014,002879.SZ,0.01171875
1634,002472.SZ,0.011718749999999998
1789,601233.SH,0.011705685618729096
1790,603080.SH,0.011692307692307691
1139,600502.SH,0.011682242990654205
1119,603517.SH,0.011673151750972763
1528,000952.SZ,0.01166489925768823
1023,600475.SH,0.011639185257032007
1580,002875.SZ,0.011627906976744186
997,601880.SH,0.011616161616161616
711,002736.SZ,0.011609907120743035
1845,603078.SH,0.01160541586073501
869,002483.SZ,0.011600928074245941
1490,603496.SH,0.011598558929490478
1210,300196.SZ,0.01159211670480549
2600,002630.SZ,0.011583011583011582
1541,002426.SZ,0.011583011583011582
1546,603336.SH,0.011580775911986104
1735,002522.SZ,0.011560693641618495
1702,002776.SZ,0.01155217640320733
877,002048.SZ,0.011538461538461539
1015,300333.SZ,0.011538461538461537
1280,002558.SZ,0.011534025374855825
1566,603977.SH,0.011534025374855825
1087,603689.SH,0.011527377521613834
882,603226.SH,0.011494252873563218
838,600081.SH,0.01148936170212766
1297,603698.SH,0.011482084690553746
1631,600867.SH,0.01148105625717566
1639,300357.SZ,0.011477761836441894
864,002397.SZ,0.01147227533460803
1600,600787.SH,0.011466165413533834
1492,000838.SZ,0.011464968152866241
1430,300138.SZ,0.01146131805157593
1028,000063.SZ,0.01145435612634502
1165,002026.SZ,0.011450381679389311
1024,600509.SH,0.01143552311435523
1147,002087.SZ,0.011428571428571429
999,600824.SH,0.011428571428571429
677,601881.SH,0.011428571428571429
1682,002193.SZ,0.011415525114155252
949,300113.SZ,0.011411381278538813
967,601898.SH,0.01141078838174274
1345,300046.SZ,0.011409013120365089
1675,300055.SZ,0.011400651465798045
816,600580.SH,0.011389521640091117
1183,000421.SZ,0.011389521640091117
818,600323.SH,0.011363636363636364
808,000915.SZ,0.011363636363636364
1780,600735.SH,0.011363636363636362
892,603589.SH,0.01136019388064223
1203,603566.SH,0.011350737797956867
1610,300482.SZ,0.011350737797956867
603,000811.SZ,0.011347517730496455
2876,002798.SZ,0.011337868480725623
2288,002798.SZ,0.011337868480725623
1942,002599.SZ,0.011337868480725623
1109,600838.SH,0.011335403726708073
1537,603042.SH,0.01129943502824859
1079,600648.SH,0.011280315848843767
2358,002668.SZ,0.011272727272727273
1608,300722.SZ,0.011244377811094452
1578,600568.SH,0.011235955056179775
1901,002742.SZ,0.011235955056179773
2361,002602.SZ,0.011210762331838564
940,300006.SZ,0.011210762331838564
1037,601929.SH,0.011210762331838564
1462,603535.SH,0.011204481792717087
1833,600487.SH,0.011173184357541902
2143,300478.SZ,0.011152416356877323
1447,600976.SH,0.011142061281337047
825,600589.SH,0.011132437619961612
1202,603021.SH,0.011126564673157162
1423,603738.SH,0.011121856866537716
2322,300567.SZ,0.011113580795732384
1074,002149.SZ,0.011111111111111112
1665,002492.SZ,0.011111111111111112
1084,002361.SZ,0.011111111111111112
1310,300611.SZ,0.011098779134295229
1095,300569.SZ,0.011094674556213019
1869,603978.SH,0.011086474501108648
1435,002493.SZ,0.0110803324099723
1291,300258.SZ,0.011071744906997343
1614,300188.SZ,0.011061946902654869
1411,002865.SZ,0.011056511056511056
1358,300568.SZ,0.011049723756906077
2864,603085.SH,0.011025358324145534
2221,603085.SH,0.011025358324145534
813,600369.SH,0.011013215859030838
1660,000910.SZ,0.011009174311926604
1305,002686.SZ,0.0110062893081761
1673,300644.SZ,0.010993037742762918
2084,002245.SZ,0.01098901098901099
1482,603578.SH,0.010970927043335162
1654,300108.SZ,0.010964912280701756
1549,600064.SH,0.010952902519167577
1797,300721.SZ,0.010952902519167577
1560,603289.SH,0.010942760942760942
1547,603887.SH,0.01092896174863388
1926,002888.SZ,0.010922992900054615
1980,002709.SZ,0.010922330097087379
854,600438.SH,0.010921501706484642
1755,002850.SZ,0.010913059294288834
2422,300401.SZ,0.010911925175370225
2426,603996.SH,0.010893246187363835
1134,603228.SH,0.010893246187363835
1516,603081.SH,0.01088929219600726
2015,002611.SZ,0.010869565217391306
2126,002928.SZ,0.01085883514313919
810,002169.SZ,0.010849909584086798
2570,300705.SZ,0.010849909584086798
1622,300374.SZ,0.010845986984815618
1591,000822.SZ,0.010845986984815618
2152,300346.SZ,0.010820559062218214
1992,300700.SZ,0.010814708002883923
822,000651.SZ,0.010810810810810811
1705,600200.SH,0.010789980732177264
983,601336.SH,0.01078167115902965
1512,000782.SZ,0.01078167115902965
1082,601208.SH,0.010775862068965518
2380,002766.SZ,0.010775862068965518
1204,002350.SZ,0.010771992818671453
1130,300341.SZ,0.01076320939334638
1397,300622.SZ,0.010758472296933835
1289,000612.SZ,0.010752688172043012
2549,300510.SZ,0.010748560460652591
1825,300257.SZ,0.010741138560687431
1529,603663.SH,0.010706638115631693
1281,600513.SH,0.010683760683760686
1107,002496.SZ,0.010676156583629892
1428,600803.SH,0.01066098081023454
1557,000615.SZ,0.01065804255319149
986,002666.SZ,0.010657596371882086
2029,300477.SZ,0.010649627263045794
1244,600486.SH,0.01064638783269962
1416,600888.SH,0.010638297872340425
1844,300588.SZ,0.01062887511071745
1542,600075.SH,0.010593220338983052
1581,002932.SZ,0.01057921184871727
1567,603011.SH,0.010570824524312895
844,000089.SZ,0.010546500479386387
1511,600120.SH,0.010543390105433901
1783,300247.SZ,0.010526315789473684
846,300119.SZ,0.010518934081346423
996,600850.SH,0.010491177873152124
1101,002901.SZ,0.010482180293501049
1633,300387.SZ,0.01047832380952381
1960,002883.SZ,0.010471204188481676
992,000166.SZ,0.010460251046025104
1976,300680.SZ,0.01045478306325144
1737,603268.SH,0.010450685826257348
1805,603367.SH,0.010450685826257348
1383,603041.SH,0.010443864229765015
2157,300715.SZ,0.010432968179447052
1888,603813.SH,0.010404624277456647
930,000529.SZ,0.010381679389312977
1177,002880.SZ,0.010334849111202976
766,600470.SH,0.010330578512396695
1245,600332.SH,0.01032520325203252
1637,603848.SH,0.010292164674634795
2241,300642.SZ,0.0102880658436214
1384,002551.SZ,0.0102880658436214
1543,300437.SZ,0.010280373831775701
1237,002060.SZ,0.010273972602739725
655,300394.SZ,0.010266281681103624
1759,603638.SH,0.010258514567090685
734,603043.SH,0.010245901639344263
1224,603233.SH,0.010238907849829351
1640,300565.SZ,0.010238907849829351
1315,002482.SZ,0.010224948875255624
1704,300061.SZ,0.010196779964221823
1288,300031.SZ,0.010195035460992907
1332,300360.SZ,0.010191082802547772
1749,002370.SZ,0.010183299389002037
658,002100.SZ,0.01015228426395939
1377,300408.SZ,0.010147133434804667
1385,300406.SZ,0.010146118598382749
1502,002658.SZ,0.010126582278481011
1172,000987.SZ,0.010123734533183352
569,300033.SZ,0.010105546822366944
1057,000990.SZ,0.010101010101010102
1586,603829.SH,0.0101
1350,600339.SH,0.010081743869209809
1800,600594.SH,0.010080645161290322
1872,300286.SZ,0.010080645161290322
2023,603138.SH,0.010075566750629723
1997,002512.SZ,0.010067114093959733
1153,300233.SZ,0.010060362173038231
1336,600115.SH,0.010059171597633136
1726,300057.SZ,0.010040160642570281
1083,603060.SH,0.01002004008016032
1392,300733.SZ,0.01001335113484646
1571,603096.SH,0.00999666777740753
1688,603269.SH,0.00999275887038378
1955,300696.SZ,0.009986225895316805
2227,002866.SZ,0.009983361064891847
1174,002380.SZ,0.009980039920159682
2098,300743.SZ,0.009960159362549802
2107,300577.SZ,0.009948748869460353
1801,300009.SZ,0.009946949602122016
1407,603861.SH,0.009921082299887262
1761,300579.SZ,0.009920634920634922
1604,600233.SH,0.009918845807033365
1114,603218.SH,0.009910802775024777
1582,000510.SZ,0.009900990099009901
1211,300533.SZ,0.009896091044037604
1666,002184.SZ,0.009891196834817014
1268,000652.SZ,0.009887005649717513
1776,002308.SZ,0.009862385321100916
1185,600292.SH,0.009838998211091235
1319,600211.SH,0.009823934677213576
1429,603366.SH,0.0097799511002445
1855,002028.SZ,0.009765625
1158,002218.SZ,0.00974025974025974
1136,300657.SZ,0.009733753220727169
2046,002858.SZ,0.009732360097323601
1806,603398.SH,0.009713024282560706
606,603444.SH,0.009702578646863453
1725,603386.SH,0.009689922480620155
1527,600983.SH,0.009689922480620155
2523,002877.SZ,0.009661835748792272
2323,002418.SZ,0.00964630225080386
1351,300484.SZ,0.009633911368015413
779,600519.SH,0.009631348511383538
1808,600221.SH,0.00962566844919786
1877,600468.SH,0.009620991253644314
1022,600317.SH,0.009615384615384616
1290,601011.SH,0.009615384615384616
907,600863.SH,0.009615384615384614
678,000001.SZ,0.0096045197740113
1346,000688.SZ,0.009596928982725527
