,代码,名称,股息率,送转总比例,送股比例,转股比例,现金分红比例,预案公告日,市场
4088,000726.SZ,鲁泰A,0.0440528634361234,0.0,0.0,0.0,5.0,20180417,深主板
3033,600020.SH,中原高速,0.0438642297650131,0.0,-,-,1.68,20180427,沪市
3106,002713.SZ,东易日盛,0.0436507936507937,0.0,-,-,11.0,20180426,中小板
2902,600393.SH,粤泰股份,0.043613707165109,0.0,-,-,1.4,20180428,沪市
4868,600741.SH,华域汽车,0.0432632880098888,0.0,-,-,10.5,20180329,沪市
5504,600816.SH,安信信托,0.0430663221360896,2.0,-,2.0,5.0,20180208,沪市
5177,600210.SH,紫江企业,0.0428571428571429,0.0,-,-,1.5,20180322,沪市
4953,601939.SH,建设银行,0.0427941176470588,0.0,-,-,2.91,20180328,沪市
3062,000601.SZ,韶能股份,0.0427184466019418,0.0,-,-,2.2,20180427,深主板
4951,601398.SH,工商银行,0.0425441696113074,0.0,-,-,2.408,20180328,沪市
3196,000863.SZ,三湘印象,0.0424270947368421,0.0,-,-,2.015287,20180426,深主板
5027,601998.SH,中信银行,0.0422330097087379,0.0,-,-,2.61,20180327,沪市
4968,000895.SZ,双汇发展,0.0417457305502846,0.0,-,-,11.0,20180327,深主板
3660,002242.SZ,九阳股份,0.0416418798334325,0.0,-,-,7.0,20180421,中小板
2831,002591.SZ,恒大高新,0.0413016093535076,0.0,-,-,3.002627,20180428,中小板
5555,603858.SH,步长制药,0.0408607594936709,3.0,-,3.0,16.14,20180119,沪市
3289,601166.SH,兴业银行,0.0408548082966688,0.0,-,-,6.5,20180425,沪市
5252,600649.SH,城投控股,0.0407830342577488,0.0,-,-,2.5,20180320,沪市
5025,000898.SZ,鞍钢股份,0.0407732864674868,0.0,-,-,2.32,20180327,深主板
3899,000825.SZ,太钢不锈,0.0405,0.0,-,-,2.43,20180420,深主板
4233,002191.SZ,劲嘉股份,0.0403873360107095,0.0,-,-,3.016934,20180413,中小板
4164,002003.SZ,伟星股份,0.0402252614641995,3.0,-,3.0,5.0,20180414,中小板
4498,300154.SZ,瑞凌股份,0.0401606425702811,0.0,-,-,2.0,20180403,创业板
4852,600279.SH,重庆港九,0.0401529636711281,0.0,-,-,2.1,20180329,沪市
5040,600269.SH,赣粤高速,0.04,0.0,-,-,1.7,20180327,沪市
3547,600606.SH,绿地控股,0.0399361022364217,0.0,-,-,2.5,20180424,沪市
3060,601718.SH,际华集团,0.0398126463700234,0.0,-,-,1.7,20180427,沪市
2790,002565.SZ,顺灏股份,0.03938796875,0.0,-,-,2.016664,20180621,中小板
4932,600170.SH,上海建工,0.0393586005830904,0.0,-,-,1.35,20180328,沪市
4673,000541.SZ,佛山照明,0.0393540669856459,1.0,-,1.0,3.29,20180330,深主板
5209,600808.SH,马钢股份,0.0391923990498812,0.0,-,-,1.65,20180321,沪市
5201,603167.SH,渤海轮渡,0.0387221684414327,0.0,-,-,4.0,20180321,沪市
4598,600350.SH,山东高速,0.038695652173913,0.0,-,-,1.78,20180331,沪市
2841,600900.SH,长江电力,0.0385269121813031,0.0,-,-,6.8,20180428,沪市
5395,002014.SZ,永新股份,0.0383304940374787,5.0,-,5.0,4.5,20180308,中小板
2724,002616.SZ,长青集团,0.0381679389312977,0.0,-,-,2.0,20180828,中小板
4124,002335.SZ,科华恒盛,0.0377786173026067,0.0,-,-,10.0,20180416,中小板
5060,600012.SH,皖通高速,0.0376432078559738,0.0,-,-,2.3,20180326,沪市
5043,000002.SZ,万科A,0.0376254180602007,0.0,-,-,9.0,20180327,深主板
2922,600642.SH,申能股份,0.0374531835205993,0.0,-,-,2.0,20180428,沪市
2721,603600.SH,永艺股份,0.0364583333333333,0.0,-,-,2.8,20180828,沪市
2771,002233.SZ,塔牌集团,0.0362068965517241,0.0,-,-,4.2,20180807,中小板
4757,002238.SZ,天威视讯,0.0361271676300578,0.0,-,-,2.5,20180330,中小板
3339,603920.SH,世运电路,0.036078431372549,0.0,-,-,4.6,20180425,沪市
4397,000778.SZ,新兴铸管,0.0360576923076923,0.0,-,-,1.5,20180410,深主板
3097,002042.SZ,华孚时尚,0.0360490266762797,5.0,-,5.0,5.0,20180426,中小板
3275,300382.SZ,斯莱克,0.0359712230215827,8.0,-,8.0,5.0,20180425,创业板
2757,002406.SZ,远东传动,0.0359712230215827,0.0,-,-,2.0,20180818,中小板
3513,000637.SZ,茂化实华,0.035799522673031,0.0,-,-,1.5,20180424,深主板
3691,600033.SH,福建高速,0.0353982300884956,0.0,-,-,1.2,20180421,沪市
4052,002267.SZ,陕天然气,0.0352112676056338,0.0,-,-,3.0,20180417,中小板
2728,600090.SH,同济堂,0.0352112676056338,0.0,-,-,2.0,20180828,沪市
4043,600261.SH,阳光照明,0.0351288056206089,0.0,-,-,1.5,20180417,沪市
5184,600683.SH,京投发展,0.0350877192982456,0.0,-,-,2.0,20180321,沪市
4770,600068.SH,葛洲坝,0.0350326797385621,0.0,-,-,2.68,20180330,沪市
5105,600548.SH,深高速,0.0349243306169965,0.0,-,-,3.0,20180324,沪市
3454,603198.SH,迎驾贡酒,0.034808552958727,0.0,-,-,7.0,20180424,沪市
3471,601567.SH,三星医疗,0.0347222222222222,0.0,-,-,3.0,20180424,沪市
2954,600035.SH,楚天高速,0.0346666666666667,0.0,-,-,1.3,20180427,沪市
5096,600398.SH,海澜之家,0.0344580043072505,0.0,-,-,4.8,20180324,沪市
2825,002004.SZ,华邦健康,0.0338983050847458,0.0,-,-,2.0,20180428,中小板
3056,600093.SH,易见股份,0.0338619402985075,0.0,-,-,3.63,20180427,沪市
3984,603239.SH,浙江仙通,0.0337609723160027,0.0,-,-,5.0,20180418,沪市
3460,002068.SZ,黑猫股份,0.0335946248600224,0.0,-,-,3.0,20180424,中小板
5148,600585.SH,海螺水泥,0.0335852225020991,0.0,-,-,12.0,20180323,沪市
5099,600188.SH,兖州煤业,0.0335664335664336,0.0,-,-,4.8,20180324,沪市
4894,601886.SH,江河集团,0.0334448160535117,0.0,-,-,3.0,20180328,沪市
2704,601515.SH,东风股份,0.0333817126269956,0.0,-,-,2.3,20180830,沪市
3100,603001.SH,奥康国际,0.0333333333333333,0.0,-,-,5.0,20180426,沪市
4312,600743.SH,华远地产,0.0332225913621262,0.0,-,-,1.0,20180411,沪市
5275,600308.SH,华泰股份,0.033206106870229,0.0,-,-,1.74,20180317,沪市
3876,600981.SH,汇鸿集团,0.0330396475770925,0.0,-,-,1.5,20180420,沪市
5180,600720.SH,祁连山,0.0329985652797704,0.0,-,-,2.3,20180322,沪市
5015,000402.SZ,金融街,0.0328587075575027,0.0,-,-,3.0,20180327,深主板
3127,000700.SZ,模塑科技,0.0326086956521739,0.0,-,-,1.2,20180426,深主板
4330,600023.SH,浙能电力,0.0325670498084291,0.0,-,-,1.7,20180411,沪市
4926,600742.SH,一汽富维,0.0324044069993519,2.0,2.0,-,5.0,20180328,沪市
2899,600674.SH,川投能源,0.0323529411764706,0.0,-,-,2.75,20180428,沪市
3730,601229.SH,上海银行,0.0323415265200517,4.0,-,4.0,5.0,20180421,沪市
3855,000709.SZ,河钢股份,0.032258064516129,0.0,-,-,1.0,20180420,深主板
4652,601377.SH,兴业证券,0.0321888412017167,0.0,-,-,1.5,20180331,沪市
4544,002561.SZ,徐家汇,0.032171581769437,0.0,-,-,3.6,20180331,中小板
4911,600183.SH,生益科技,0.0321199143468951,4.5,-,4.5,4.5,20180328,沪市
4050,600704.SH,物产中大,0.0318979266347687,0.0,-,-,2.0,20180417,沪市
4163,600681.SH,百川能源,0.0318471337579618,0.0,-,-,4.5,20180414,沪市
2799,000100.SZ,TCL集团,0.0318471337579618,0.0,-,-,1.0,20180428,深主板
3512,600123.SH,兰花科创,0.0317919075144509,0.0,-,-,2.2,20180424,沪市
4535,002532.SZ,新界泵业,0.0317460317460318,0.0,-,-,2.0,20180331,中小板
2886,600348.SH,阳泉煤业,0.0316358024691358,0.0,-,-,2.05,20180428,沪市
5113,600036.SH,招商银行,0.0315789473684211,0.0,-,-,8.4,20180324,沪市
4889,600400.SH,红豆股份,0.031496062992126,4.0,-,4.0,2.0,20180328,沪市
5240,600567.SH,山鹰纸业,0.0314420803782506,0.0,-,-,1.33,20180320,沪市
3143,002091.SZ,江苏国泰,0.0313971742543171,0.0,-,-,2.0,20180426,中小板
4529,002187.SZ,广百股份,0.0312825860271116,0.0,-,-,3.0,20180331,中小板
3169,600638.SH,新黄浦,0.0311942959001782,2.0,-,2.0,3.5,20180426,沪市
4395,000525.SZ,红太阳,0.031055900621118,0.0,-,-,5.0,20180410,深主板
4753,600340.SH,华夏幸福,0.0309172105805565,0.0,-,-,9.0,20180330,沪市
3028,002701.SZ,奥瑞金,0.0308141463414634,0.0,-,-,1.768732,20180427,中小板
5151,000828.SZ,东莞控股,0.0307881773399015,0.0,-,-,2.5,20180323,深主板
4315,002128.SZ,露天煤业,0.0307692307692308,0.0,-,-,3.0,20180411,中小板
2784,603587.SH,地素时尚,0.0307314074984634,0.0,-,-,10.0,20180717,沪市
5545,000513.SZ,丽珠集团,0.0306701426161632,3.0,0.0,3.0,20.0,20180124,深主板
5503,600527.SH,江南高纤,0.0303643724696356,5.0,-,5.0,1.5,20180208,沪市
4101,600089.SH,特变电工,0.0303468208092486,0.0,-,-,2.1,20180417,沪市
5178,601588.SH,北辰实业,0.0303030303030303,0.0,-,-,1.1,20180322,沪市
4796,600663.SH,陆家嘴,0.0302990897269181,0.0,-,-,4.66,20180330,沪市
3574,000957.SZ,中通客车,0.0302571860816944,0.0,-,-,2.0,20180424,深主板
3954,600820.SH,隧道股份,0.0302013422818792,0.0,-,-,1.8,20180419,沪市
4055,600708.SH,光明地产,0.0301659125188537,3.0,-,3.0,2.0,20180417,沪市
5121,000776.SZ,广发证券,0.0301204819277108,0.0,-,-,4.0,20180324,深主板
3128,603017.SH,中衡设计,0.0300902708124373,0.0,-,-,3.0,20180426,沪市
3509,603037.SH,凯众股份,0.0300429184549356,0.0,-,-,7.0,20180424,沪市
4907,603025.SH,大豪科技,0.0300210147102972,4.0,-,4.0,10.0,20180328,沪市
4108,600795.SH,国电电力,0.0299625468164794,0.0,-,-,0.8,20180417,沪市
2766,600338.SH,西藏珠峰,0.0298804780876494,0.0,-,-,6.0,20180810,沪市
4006,000524.SZ,岭南控股,0.0298687089715536,0.0,-,-,2.73,20180418,深主板
4454,002601.SZ,龙蟒佰利,0.0298588490770901,0.0,-,-,5.5,20180403,中小板
2898,600612.SH,老凤祥,0.0298380221653879,0.0,-,-,10.5,20180428,沪市
3184,603116.SH,红蜻蜓,0.0296956198960653,4.0,-,4.0,4.0,20180426,沪市
4570,000016.SZ,深康佳A,0.0296160877513711,0.0,-,-,1.62,20180331,深主板
4764,000006.SZ,深振业A,0.0295751633986928,0.0,-,-,1.81,20180330,深主板
3690,601877.SH,正泰电器,0.0295732995352767,0.0,-,-,7.0,20180421,沪市
4172,600132.SH,重庆啤酒,0.0295639320029564,0.0,-,-,8.0,20180414,沪市
4762,600611.SH,大众交通,0.0295566502463054,0.0,-,-,1.2,20180330,沪市
5266,600660.SH,福耀玻璃,0.0295508274231679,0.0,-,-,7.5,20180317,沪市
5034,600565.SH,迪马股份,0.0294117647058824,0.0,-,-,0.9,20180327,沪市
4269,000736.SZ,中交地产,0.0293785310734463,5.0,5.0,-,5.2,20180412,深主板
4915,300127.SZ,银河磁体,0.0293733681462141,0.0,-,-,4.5,20180328,创业板
3674,002088.SZ,鲁阳节能,0.0292911540714704,0.0,0.0,0.0,5.0,20180421,中小板
5109,600266.SH,北京城建,0.0292275574112735,0.0,-,-,2.8,20180324,沪市
4969,000552.SZ,靖远煤电,0.0291545189504373,0.0,-,-,1.0,20180327,深主板
4061,600048.SH,保利地产,0.0289855072463768,0.0,-,-,4.0,20180417,沪市
3425,300307.SZ,慈星股份,0.0289855072463768,0.0,-,-,2.0,20180424,创业板
4238,600628.SH,新世界,0.0289655172413793,0.0,-,-,2.1,20180413,沪市
4809,601991.SH,大唐发电,0.0288461538461538,0.0,-,-,0.9,20180330,沪市
4933,002615.SZ,哈尔斯,0.0288184438040346,0.0,-,-,2.0,20180328,中小板
4881,002749.SZ,国光股份,0.0287769784172662,7.0,-,7.0,20.0,20180328,中小板
3688,002567.SZ,唐人神,0.028735632183908,0.0,-,-,1.5,20180421,中小板
4381,002043.SZ,兔宝宝,0.0286856043956044,0.0,-,-,2.349351,20180410,中小板
4597,002152.SZ,广电运通,0.0286532951289398,0.0,-,-,2.0,20180331,中小板
4872,000338.SZ,潍柴动力,0.028604118993135,0.0,-,-,2.5,20180329,深主板
2987,601699.SH,潞安环能,0.0284440039643211,0.0,-,-,2.87,20180427,沪市
2857,601700.SH,风范股份,0.0284090909090909,0.0,-,-,1.0,20180428,沪市
4765,601107.SH,四川成渝,0.028328611898017,0.0,-,-,1.0,20180330,沪市
5401,000708.SZ,大冶特钢,0.028328611898017,0.0,-,-,3.0,20180308,深主板
2860,600755.SH,厦门国贸,0.0282885431400283,0.0,-,-,2.0,20180428,沪市
4225,603393.SH,新天然气,0.0282406099971759,0.0,-,-,10.0,20180413,沪市
3262,002435.SZ,长江润发,0.028184892897407,7.0,-,7.0,5.0,20180425,中小板
4513,600066.SH,宇通客车,0.028137310073157,0.0,-,-,5.0,20180403,沪市
3735,601599.SH,鹿港文化,0.0281329923273657,0.0,-,-,1.1,20180421,沪市
2962,002705.SZ,新宝股份,0.0280636108512629,0.0,0.0,0.0,3.0,20180427,中小板
3343,600919.SH,江苏银行,0.0280373831775701,0.0,-,-,1.8,20180425,沪市
3751,000685.SZ,中山公用,0.0280254777070064,0.0,-,-,2.2,20180421,深主板
3186,000783.SZ,长江证券,0.0279329608938547,0.0,-,-,1.5,20180426,深主板
3848,002827.SZ,高争民爆,0.0278940027894003,0.0,-,-,4.0,20180420,中小板
4278,601668.SH,中国建筑,0.0278137128072445,4.0,-,4.0,2.15,20180412,沪市
4954,600676.SH,交运股份,0.0277777777777778,0.0,-,-,1.4,20180328,沪市
5294,600368.SH,五洲交通,0.0276752767527675,3.5,3.5,-,1.5,20180316,沪市
4807,600621.SH,华鑫股份,0.0275689223057644,0.0,-,-,2.2,20180330,沪市
5183,002728.SZ,特一药业,0.0275027502750275,0.0,-,-,5.0,20180321,中小板
5425,000536.SZ,华映科技,0.0274725274725275,0.0,-,-,1.0,20180303,深主板
4234,002300.SZ,太阳电缆,0.0274390243902439,0.0,-,-,1.8,20180413,中小板
4472,601126.SH,四方股份,0.0273846153846154,0.0,-,-,1.78,20180403,沪市
4850,601811.SH,新华文轩,0.0271739130434783,0.0,-,-,3.0,20180329,沪市
3006,600926.SH,杭州银行,0.0271493212669683,4.0,-,4.0,3.0,20180427,沪市
4245,002085.SZ,万丰奥威,0.027124773960217,0.0,-,-,3.0,20180412,中小板
4533,603156.SH,养元饮品,0.0271172298706717,4.0,4.0,-,26.0,20180331,沪市
3590,603809.SH,豪能股份,0.0270709258256632,4.0,-,4.0,10.0,20180423,沪市
4774,000011.SZ,深物业A,0.0270513976555455,0.0,0.0,-,3.0,20180330,深主板
4603,002116.SZ,中国海诚,0.0269938650306749,0.0,-,-,2.2,20180331,中小板
3305,600694.SH,大商股份,0.0269380425022448,0.0,-,-,9.0,20180425,沪市
4261,600409.SH,三友化工,0.0269343780607248,0.0,-,-,2.75,20180412,沪市
4773,601211.SH,国泰君安,0.0269179004037685,0.0,-,-,4.0,20180330,沪市
4090,603989.SH,艾华集团,0.0268276324614353,3.0,-,3.0,8.0,20180417,沪市
4227,601019.SH,山东出版,0.0267965895249696,0.0,-,-,2.2,20180413,沪市
3071,002546.SZ,新联电子,0.0267857142857143,0.0,-,-,1.2,20180426,中小板
3393,603328.SH,依顿电子,0.0267857142857143,0.0,-,-,3.0,20180425,沪市
4302,603868.SH,飞科电器,0.0267713724790291,0.0,-,-,15.0,20180411,沪市
3212,002143.SZ,*ST印纪,0.0267605633802817,0.0,-,-,0.19,20180426,中小板
3213,002323.SZ,*ST百特,0.0267175572519084,0.0,-,-,0.35,20180426,中小板
4977,001979.SZ,招商蛇口,0.0266896254842876,0.0,-,-,6.2,20180327,
2866,601997.SH,贵阳银行,0.0266129032258064,0.0,-,-,3.3,20180428,沪市
4965,600386.SH,北巴传媒,0.0265957446808511,0.0,-,-,1.0,20180328,沪市
3198,000030.SZ,富奥股份,0.0264900662251656,4.0,4.0,-,2.0,20180426,深主板
5182,002404.SZ,嘉欣丝绸,0.0264705882352941,0.0,-,-,1.8,20180321,中小板
3003,600517.SH,置信电气,0.0264550264550265,0.0,-,-,1.0,20180427,沪市
4507,000090.SZ,天健集团,0.0264550264550265,2.0,-,2.0,2.0,20180403,深主板
4000,002732.SZ,燕塘乳业,0.0262927256792287,0.0,-,-,6.0,20180418,中小板
3951,002689.SZ,远大智能,0.026246719160105,1.0,-,1.0,1.0,20180419,中小板
5345,002233.SZ,塔牌集团,0.0261096605744125,0.0,-,-,3.0,20180313,中小板
5431,002677.SZ,浙江美大,0.0260942760942761,0.0,-,-,4.65,20180301,中小板
3569,601101.SH,昊华能源,0.0260586319218241,0.0,-,-,1.6,20180424,沪市
5115,000550.SZ,江铃汽车,0.0260162601626016,0.0,-,-,3.2,20180324,深主板
4551,601128.SH,常熟银行,0.0260115606936416,0.0,-,-,1.8,20180331,沪市
4671,000789.SZ,万年青,0.0259451445515196,0.0,-,-,3.5,20180330,深主板
4925,600018.SH,上港集团,0.0259426847662142,0.0,-,-,1.72,20180328,沪市
4481,600598.SH,北大荒,0.0259117082533589,0.0,-,-,2.7,20180403,沪市
5117,600723.SH,首商股份,0.0258992805755396,0.0,-,-,1.8,20180324,沪市
4964,600999.SH,招商证券,0.0258788332086761,0.0,-,-,3.46,20180328,沪市
4463,000060.SZ,中金岭南,0.0258531540847983,5.0,-,5.0,2.5,20180403,深主板
2817,603519.SH,立霸股份,0.0258175559380379,4.0,-,4.0,4.5,20180428,沪市
4023,002543.SZ,万和电气,0.0256410256410256,3.0,-,3.0,5.0,20180418,中小板
4577,603788.SH,宁波高发,0.0256410256410256,4.0,-,4.0,10.0,20180331,沪市
2716,603157.SH,拉夏贝尔,0.0256410256410256,0.0,-,-,2.5,20180829,沪市
4825,603166.SH,福达股份,0.0255427841634738,0.0,-,-,2.0,20180329,沪市
2928,600390.SH,五矿资本,0.0255154639175258,0.0,-,-,1.98,20180428,沪市
3960,002315.SZ,焦点科技,0.0255102040816327,0.0,-,-,5.0,20180418,中小板
3407,300214.SZ,日科化学,0.0255102040816327,0.0,-,-,1.5,20180424,创业板
5315,002521.SZ,齐峰新材,0.0254129606099111,0.0,-,-,2.0,20180315,中小板
2701,002019.SZ,亿帆医药,0.0253592561284869,0.0,-,-,3.0,20180830,中小板
4856,600665.SH,天地源,0.0253561253561254,0.0,-,-,0.89,20180329,沪市
3745,600637.SH,东方明珠,0.0253439536567705,3.0,-,3.0,3.5,20180421,沪市
3699,000417.SZ,合肥百货,0.0253378378378378,0.0,-,-,1.5,20180421,深主板
4057,002416.SZ,爱施德,0.0252844500632111,2.0,-,2.0,2.0,20180417,中小板
3107,601838.SH,成都银行,0.0251798561151079,0.0,-,-,2.8,20180426,沪市
4402,001965.SZ,招商公路,0.0251146788990826,0.0,-,-,2.19,20180410,
4910,600373.SH,中文传媒,0.0250469630557295,0.0,-,-,4.0,20180328,沪市
4283,600312.SH,平高电气,0.0250447227191413,0.0,-,-,1.4,20180412,沪市
2836,601928.SH,凤凰传媒,0.0250417362270451,0.0,-,-,1.5,20180428,沪市
2746,002394.SZ,联发股份,0.025,0.0,-,-,2.5,20180822,中小板
4974,002534.SZ,杭锅股份,0.025,0.0,-,-,2.0,20180327,中小板
2900,000046.SZ,泛海控股,0.0249169435215947,0.0,0.0,0.0,1.5,20180428,深主板
3319,600758.SH,红阳能源,0.0248868778280543,0.0,-,-,1.1,20180425,沪市
3813,000718.SZ,苏宁环球,0.0248756218905473,0.0,-,-,1.0,20180420,深主板
5374,000544.SZ,中原环保,0.024822695035461,5.0,-,5.0,3.5,20180310,深主板
4885,600657.SH,信达地产,0.0247933884297521,0.0,-,-,1.2,20180328,沪市
5281,002737.SZ,葵花药业,0.0247524752475248,10.0,-,10.0,10.0,20180316,中小板
3453,300082.SZ,奥克股份,0.0247311827956989,0.0,-,-,1.38,20180424,创业板
5108,601899.SH,紫金矿业,0.0247252747252747,0.0,-,-,0.9,20180324,沪市
3858,603200.SH,上海洗霸,0.0245775729646697,0.0,-,-,8.0,20180420,沪市
5156,600030.SH,中信证券,0.0245700245700246,0.0,-,-,4.0,20180323,沪市
2974,600633.SH,浙数文化,0.0244233378561737,0.0,-,-,1.8,20180427,沪市
5382,601678.SH,滨化股份,0.024390243902439,3.0,-,3.0,2.2,20180309,沪市
