,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,最新公告日期
2894,沪市,603811,诚意药业,0.0,-,-,4.1,0.0112575507962658,2017-04-27T00:00:00,-30.375,-10.9753,2017-05-25T00:00:00,2017-05-26T00:00:00,0.6074,841.0,85200000.0,1.07,4.38444354,1.92285,1.076671,18.1339,2016-12-31T00:00:00,-,实施分配,"10派4.10元(含税,扣税后3.69元)",2017-05-19T00:00:00
2895,中小板,002661,克明面业,0.0,0.0,0.0,2.0,0.0125549278091651,2017-04-27T00:00:00,-0.0631,-0.188,2017-05-31T00:00:00,2017-06-01T00:00:00,0.3175,835.0,336334048.0,0.413,6.22077171,4.084264,1.055513,29.2746,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2017-05-23T00:00:00
2896,中小板,002489,浙江永强,0.0,0.0,0.0,0.6,0.00909090909090909,2017-04-27T00:00:00,-3.7594,-0.1513,2017-06-01T00:00:00,2017-06-02T00:00:00,-2.1773,834.0,2175736503.0,0.03,1.49930876,0.114469,0.281992,-88.2165,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2017-05-23T00:00:00
2897,中小板,002546,新联电子,0.0,0.0,0.0,0.11,0.00199275362318841,2017-04-27T00:00:00,-6.7434,-8.4577,2017-06-01T00:00:00,2017-06-02T00:00:00,5.1878,834.0,834049096.0,0.11,3.2793512,1.458824,0.704689,-42.3611,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.11元(含税,扣税后0.099元)",2017-05-25T00:00:00
2898,沪市,603628,清源股份,0.0,-,-,0.4,0.00162271805273834,2017-04-27T00:00:00,15.2687,-6.8757,2017-06-05T00:00:00,2017-06-06T00:00:00,-28.4889,830.0,273800000.0,0.28,2.65028162,0.550344,1.024301,-12.9358,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2017-05-31T00:00:00
2899,中小板,002850,科达利,0.0,-,-,5.0,0.00627273867770669,2017-04-27T00:00:00,-5.3251,-8.2739,2017-06-05T00:00:00,2017-06-06T00:00:00,-0.6914,830.0,140000000.0,2.22,8.85712529,2.171147,5.272628,50.6083,2016-12-31T00:00:00,-,实施分配,"10派5.00元(含税,扣税后4.50元)",2017-05-26T00:00:00
2900,中小板,002665,首航节能,0.0,0.0,0.0,0.1573,0.00201150895140665,2017-04-27T00:00:00,-1.8543,0.3851,2017-06-05T00:00:00,2017-06-06T00:00:00,-9.0561,830.0,1971129886.0,0.08,1.46902316,0.046555,0.36781199999999997,-8.418,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.1573元(含税,扣税后0.14157元)",2017-05-26T00:00:00
2901,创业板,300387,富邦股份,0.0,0.0,0.0,1.37,0.00720673329826407,2017-04-27T00:00:00,-6.9316,-12.9579,2017-06-05T00:00:00,2017-06-06T00:00:00,-8.2097,830.0,124972000.0,0.69,5.73140411,2.069522,2.573998,28.4429,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.37元(含税,扣税后1.233元)",2017-05-31T00:00:00
2902,中小板,002730,电光科技,0.0,0.0,0.0,0.25,0.00149700598802395,2017-04-27T00:00:00,-8.8545,5.8302,2017-06-05T00:00:00,2017-06-06T00:00:00,-3.5714,830.0,322674000.0,0.12,2.62821323,0.553332,0.957554,-28.8613,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.25元(含税,扣税后0.225元)",2017-05-31T00:00:00
2903,中小板,002339,积成电子,0.0,0.0,0.0,0.3,0.00165654334621756,2017-04-27T00:00:00,-25.0,-7.7433,2017-06-05T00:00:00,2017-06-06T00:00:00,-37.1681,830.0,378896000.0,0.21,4.037643,1.211428,1.642871,-45.1899,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2017-05-27T00:00:00
2904,沪市,603015,弘讯科技,0.0,-,-,0.5,0.00527983104540655,2017-04-27T00:00:00,-3.8716,-11.3296,2017-06-06T00:00:00,2017-06-07T00:00:00,-0.8214,829.0,400200000.0,0.13,2.79233127,1.039641,0.650256,-20.7116,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2017-06-01T00:00:00
2905,创业板,300622,博士眼镜,0.0,-,-,2.0,0.00655952771400459,2017-04-27T00:00:00,-7.8133,-10.874,2017-06-06T00:00:00,2017-06-07T00:00:00,-14.4817,829.0,85800000.0,0.59,3.81,1.533136,1.014058,7.0613,2016-12-31T00:00:00,-,实施分配,"10派2.00元(含税,扣税后1.80元)",2017-05-31T00:00:00
2906,中小板,002615,哈尔斯,5.0,0.0,5.0,2.1,0.0131004366812227,2017-04-27T00:00:00,0.1259,-0.3109,2017-06-06T00:00:00,2017-06-07T00:00:00,-9.2727,829.0,273600000.0,0.44,2.73174934,0.596719,0.935512,220.3036,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10转5.00派2.10元(含税,扣税后1.89元)",2017-06-01T00:00:00
2907,中小板,002268,卫士通,6.0,0.0,6.0,0.5,0.00181950509461426,2017-04-27T00:00:00,-1.2179,-10.8082,2017-06-06T00:00:00,2017-06-07T00:00:00,-21.29,829.0,523960018.0,0.3601,3.44275769,0.694309,1.637576,4.6895,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10转6.00派0.50元(含税,扣税后0.45元)",2017-05-26T00:00:00
2908,中小板,002599,盛通股份,10.0,0.0,10.0,0.3,0.000967741935483871,2017-04-27T00:00:00,-10.6396,-3.6669,2017-06-06T00:00:00,2017-06-07T00:00:00,-13.5135,829.0,160361719.0,0.27,5.090365,2.352133,1.530573,86.9849,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10转10.00派0.30元(含税,扣税后0.27元)",2017-06-01T00:00:00
2909,沪市,603159,上海亚虹,0.0,-,-,3.0,0.00873108265424913,2017-04-27T00:00:00,2.7692,-12.9686,2017-06-07T00:00:00,2017-06-08T00:00:00,-12.3855,828.0,100000000.0,0.5,3.80661754,1.220721,1.43236,8.4641,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2017-05-31T00:00:00
2910,中小板,002333,*ST罗普,0.0,0.0,0.0,1.0,0.00746825989544436,2017-04-27T00:00:00,5.3583,-20.4397,2017-06-07T00:00:00,2017-06-08T00:00:00,-0.8296,828.0,502603600.0,0.28,3.10466178,0.904065,1.006968,-31.682,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2017-06-02T00:00:00
2911,中小板,002588,史丹利,0.0,0.0,-,1.0,0.0128205128205128,2017-04-27T00:00:00,-12.5285,1.1673,2017-06-07T00:00:00,2017-06-08T00:00:00,-10.9233,828.0,1157268000.0,0.44,3.46363809,0.27298,1.992372,-17.358,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2017-06-01T00:00:00
2912,中小板,002335,科华恒盛,0.0,0.0,0.0,3.0,0.00831255195344971,2017-04-27T00:00:00,-11.4655,2.9966,2017-06-07T00:00:00,2017-06-08T00:00:00,-2.9692,828.0,271168800.0,0.67,11.26396956,7.553807,2.351904,17.5683,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2017-06-01T00:00:00
2913,中小板,002380,科远智慧,0.0,0.0,0.0,1.0,0.00560224089635854,2017-04-27T00:00:00,-6.163,4.6921,2017-06-08T00:00:00,2017-06-09T00:00:00,13.4209,827.0,239991649.0,0.36,8.19768148,5.795095,1.203017,34.6182,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2017-06-03T00:00:00
2914,中小板,002653,海思科,0.0,0.0,0.0,4.6,0.0345604808414726,2017-04-27T00:00:00,-4.105,-1.3343,2017-06-08T00:00:00,2017-06-09T00:00:00,-2.2745,827.0,1080270000.0,0.42,2.09627962,0.025852,0.972076,21.6483,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派4.60元(含税,扣税后4.14元)",2017-06-02T00:00:00
2915,中小板,002705,新宝股份,3.0,0.0,3.0,3.5,0.018450184501845,2017-04-27T00:00:00,-4.0712,3.21,2017-06-08T00:00:00,2017-06-09T00:00:00,-2.4735,827.0,625721360.0,0.7501,4.62492836,1.005975,2.23328,52.013,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10转3.00派3.50元(含税,扣税后3.15元)",2017-06-05T00:00:00
2916,沪市,603606,东方电缆,0.0,-,-,0.45,0.00393356643356643,2017-04-27T00:00:00,-2.3406,-2.8037,2017-06-08T00:00:00,2017-06-09T00:00:00,-3.4422,827.0,310970000.0,0.17,2.74524918,0.392988,1.160013,2.9162,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.45元(含税,扣税后0.405元)",2017-06-05T00:00:00
2917,中小板,002197,证通电子,0.0,0.0,-,0.5,0.00395882818685669,2017-04-27T00:00:00,-6.1014,7.398,2017-06-09T00:00:00,2017-06-12T00:00:00,-1.2068,824.0,519678668.0,0.12,5.26038963,3.474753,0.767745,-33.333,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2017-06-06T00:00:00
2918,中小板,002275,桂林三金,0.0,0.0,-,4.0,0.0223838836038053,2017-04-27T00:00:00,-7.6638,2.1143,2017-06-09T00:00:00,2017-06-12T00:00:00,-2.7794,824.0,590200000.0,0.67,4.10977559,1.169522,1.38875,4.5487,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派4.00元(含税,扣税后3.60元)",2017-06-06T00:00:00
2919,中小板,002154,报喜鸟,0.0,0.0,0.0,0.093845,0.00253635135135135,2017-04-27T00:00:00,-5.75,0.271,2017-06-12T00:00:00,2017-06-13T00:00:00,5.8981,823.0,1248875008.0,-0.33,2.04689576,0.045982,0.844355,-486.631,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.093845元(含税,扣税后0.084461元)",2017-06-07T00:00:00
2920,中小板,002637,赞宇科技,0.0,0.0,0.0,1.5,0.0143815915627996,2017-04-27T00:00:00,-3.9506,-0.4771,2017-06-12T00:00:00,2017-06-13T00:00:00,0.4808,823.0,416800000.0,0.42,4.97798521,2.703455,1.114637,868.7674,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2017-06-06T00:00:00
2921,沪市,603189,网达软件,0.0,-,-,1.0,0.00490196078431373,2017-04-27T00:00:00,-11.4665,-1.4969,2017-06-12T00:00:00,2017-06-13T00:00:00,-12.4161,823.0,220800000.0,0.41,3.57654049,1.686219,0.773333,-0.7629,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2017-06-06T00:00:00
2922,中小板,002628,成都路桥,0.0,0.0,0.0,0.5,0.00831946755407654,2017-04-27T00:00:00,-9.1691,-2.4351,2017-06-12T00:00:00,2017-06-13T00:00:00,31.5447,823.0,737416215.0,0.06,3.6230277,1.137348,1.267016,134.3134,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2017-06-07T00:00:00
2923,中小板,002313,日海智能,0.0,0.0,0.0,0.3,0.00148883374689826,2017-04-27T00:00:00,-13.1256,6.3886,2017-06-13T00:00:00,2017-06-14T00:00:00,3.4774,822.0,312000000.0,0.22,6.43630513,3.810543,1.446312,333.0619,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2017-06-06T00:00:00
2924,中小板,002081,金螳螂,0.0,0.0,0.0,1.5,0.0141776937618147,2017-04-27T00:00:00,-9.4118,5.8,2017-06-13T00:00:00,2017-06-14T00:00:00,3.1792,822.0,2643308689.0,0.64,3.77134901,0.060088,2.392953,5.0583,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2017-06-07T00:00:00
2925,中小板,002305,南国置业,0.0,0.0,0.0,0.5,0.00798722044728435,2017-04-27T00:00:00,-5.0661,18.5606,2017-06-14T00:00:00,2017-06-15T00:00:00,-21.6306,821.0,1734215770.0,0.03,2.61897902,0.753747,0.782305,41.0404,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2017-06-08T00:00:00
2926,沪市,601700,风范股份,0.0,-,-,1.5,0.0246710526315789,2017-04-27T00:00:00,-25.5018,0.4959,2017-06-14T00:00:00,2017-06-15T00:00:00,-2.3529,821.0,1133232000.0,0.18,2.67721413,1.081053,0.379165,2.679,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2017-06-09T00:00:00
2927,沪市,603798,康普顿,10.0,-,10.0,5.0,0.00834445927903872,2017-04-27T00:00:00,12.2905,9.583,2017-06-15T00:00:00,2017-06-16T00:00:00,-15.7196,820.0,100000000.0,1.21,7.74585372,3.624794,2.694512,35.5658,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10转10.00派5.00元(含税,扣税后4.50元)",2017-06-08T00:00:00
2928,中小板,002618,丹邦科技,5.0,0.0,5.0,0.07,0.000373532550693703,2017-04-27T00:00:00,-23.3121,8.3237,2017-06-15T00:00:00,2017-06-16T00:00:00,-7.7805,820.0,365280000.0,0.07,4.57063317,2.449161,1.016408,-63.227,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10转5.00派0.07元(含税,扣税后0.063元)",2017-06-09T00:00:00
2929,沪市,600161,天坛生物,3.0,3.0,-,3.0,0.00620989443179466,2017-04-27T00:00:00,-7.4799,7.1413,2017-06-16T00:00:00,2017-06-19T00:00:00,-16.6174,817.0,515466868.0,0.51,4.25714666,0.298365,2.67399,2523.7546,2016-12-31T00:00:00,2017-04-27T00:00:00,实施分配,"10送3.00派3.00元(含税,扣税后2.40元)",2017-06-13T00:00:00
