,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,最新公告日期
240,中小板,002753,永东股份,5.0,0.0,5.0,1.61,0.00789602746444336,2018-04-25T00:00:00,4.5311,-1.8296,2018-06-04T00:00:00,2018-06-05T00:00:00,7.3066,466.0,222076803.0,1.0672,5.13938254,1.198421,2.619453,199.211,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转5.00派1.61元(含税,扣税后1.449元)",2018-05-31T00:00:00
241,创业板,300042,朗科科技,0.0,-,-,1.6,0.00679405520169851,2018-04-25T00:00:00,3.0381,-2.9266,2018-06-04T00:00:00,2018-06-05T00:00:00,3.3058,466.0,133600000.0,0.4206,6.80067994,4.50941,1.136426,26.4423,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.60元(含税,扣税后1.44元)",2018-05-28T00:00:00
242,沪市,603011,合锻智能,0.0,-,-,0.5,0.00692520775623269,2018-04-25T00:00:00,-6.6356,-13.4293,2018-06-05T00:00:00,2018-06-06T00:00:00,-17.6301,465.0,446198794.0,0.09,3.80431405,2.265173,0.483054,-17.8287,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-05-31T00:00:00
243,创业板,300502,新易盛,0.0,-,-,1.2,0.00656096227446692,2018-04-25T00:00:00,-9.913,-17.5383,2018-06-05T00:00:00,2018-06-06T00:00:00,-17.1585,465.0,237742500.0,0.4772,4.57516848,1.5423,2.062248,5.5127,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-05-29T00:00:00
244,创业板,300366,创意信息,0.0,-,-,0.6,0.005819592628516,2018-04-25T00:00:00,-15.8708,-15.9739,2018-06-05T00:00:00,2018-06-06T00:00:00,-10.4536,465.0,525576150.0,0.3285,5.62608127,3.63523,0.907248,47.7264,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-05-29T00:00:00
245,沪市,603133,碳元科技,0.0,-,-,0.74,0.00320485058466869,2018-04-25T00:00:00,-2.4256,-15.514099999999999,2018-06-05T00:00:00,2018-06-06T00:00:00,-8.2465,465.0,208000000.0,0.26,4.27867559,2.038408,1.025189,-37.8019,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.74元(含税,扣税后0.666元)",2018-05-30T00:00:00
246,沪市,603686,龙马环卫,0.0,-,-,2.65,0.0112622184445389,2018-04-25T00:00:00,1.0177,0.9005,2018-06-05T00:00:00,2018-06-06T00:00:00,4.047,465.0,299004955.0,0.97,7.15019698,3.467246,2.438639,23.059,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.65元(含税,扣税后2.385元)",2018-05-31T00:00:00
247,创业板,300652,雷迪克,0.0,-,-,1.0,0.00400962309542903,2018-04-25T00:00:00,-3.9479,-3.3333,2018-06-05T00:00:00,2018-06-06T00:00:00,-16.8646,465.0,88000000.0,0.95,7.45669521,3.988296,2.201851,10.3826,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-05-31T00:00:00
248,中小板,002652,扬子新材,0.0,-,-,0.5,0.00739644970414201,2018-04-25T00:00:00,0.1481,-0.295,2018-06-06T00:00:00,2018-06-07T00:00:00,-9.3333,464.0,512064000.0,0.17,1.4612251,0.017994,0.370188,4.9534,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-01T00:00:00
249,创业板,300367,东方网力,0.0,-,-,0.45,0.00319602272727273,2018-04-25T00:00:00,-4.5656,-4.7361,2018-06-06T00:00:00,2018-06-07T00:00:00,-11.5051,464.0,855128247.0,0.4551,4.22809706,1.808445,1.331362,14.937,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.45元(含税,扣税后0.405元)",2018-05-30T00:00:00
250,创业板,300081,恒信东方,0.0,-,-,0.5,0.00387596899224806,2018-04-25T00:00:00,6.8937,-5.5637,2018-06-06T00:00:00,2018-06-07T00:00:00,-10.5347,464.0,530727876.0,0.1889,4.25116893,2.86476,0.360495,494.9787,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-05-31T00:00:00
251,创业板,300689,澄天伟业,0.0,-,-,2.5,0.00608865075499269,2018-04-25T00:00:00,-4.7182,2.2665,2018-06-06T00:00:00,2018-06-07T00:00:00,3.3219,464.0,68000000.0,0.91,7.86293223,3.635782,3.127684,24.2551,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.50元(含税,扣税后2.25元)",2018-05-30T00:00:00
252,中小板,002435,长江润发,7.0,-,7.0,5.0,0.028184892897407,2018-04-25T00:00:00,3.0868,3.0197,2018-06-07T00:00:00,2018-06-08T00:00:00,-16.2767,463.0,490776795.0,0.68,10.84837862,8.479386,1.300908,108.9902,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转7.00派5.00元(含税,扣税后4.50元)",2018-06-02T00:00:00
253,创业板,300613,富瀚微,0.0,-,-,2.35,0.00166690310682366,2018-04-25T00:00:00,-10.6363,-10.9244,2018-06-07T00:00:00,2018-06-08T00:00:00,1.6483,463.0,45315900.0,2.49,20.84749327,14.817262,6.232993,-5.1677,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.35元(含税,扣税后2.115元)",2018-06-01T00:00:00
254,中小板,002380,科远智慧,0.0,-,-,1.5,0.0097911227154047,2018-04-25T00:00:00,-8.1915,-8.7008,2018-06-07T00:00:00,2018-06-08T00:00:00,-9.4,463.0,239991649.0,0.46,8.55271218,5.795013,1.514473,32.4157,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-01T00:00:00
255,中小板,002899,英派斯,0.0,-,-,0.72,0.0026431718061674,2018-04-25T00:00:00,19.8905,9.8387,2018-06-07T00:00:00,2018-06-08T00:00:00,-21.7638,463.0,120000000.0,0.85,7.92891836,5.210281,1.509834,-2.3708,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.72元(含税,扣税后0.648元)",2018-05-31T00:00:00
256,创业板,300065,海兰信,0.0,-,-,0.300658,0.00207780234968901,2018-04-25T00:00:00,-12.2358,-7.8931,2018-06-07T00:00:00,2018-06-08T00:00:00,6.3107,463.0,362340972.0,0.29,3.37115403,1.530309,0.769672,26.1297,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.300658元(含税,扣税后0.270592元)",2018-06-01T00:00:00
257,中小板,002852,道道全,7.0,0.0,7.0,2.3,0.00694654183026276,2018-04-25T00:00:00,4.8314,5.952,2018-06-07T00:00:00,2018-06-08T00:00:00,-16.837,463.0,170000000.0,1.2,11.29438469,6.742828,3.326409,-6.9899,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转7.00派2.30元(含税,扣税后2.07元)",2018-06-02T00:00:00
258,创业板,300153,科泰电源,0.0,-,-,1.0,0.0114025085518814,2018-04-25T00:00:00,5.6842,-9.9589,2018-06-08T00:00:00,2018-06-11T00:00:00,-5.951,460.0,320000000.0,0.0905,3.0300755,1.545743,0.379439,-40.2281,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-05T00:00:00
259,中小板,002849,威星智能,5.0,-,5.0,1.2,0.00372670807453416,2018-04-25T00:00:00,26.1405,-2.8951,2018-06-08T00:00:00,2018-06-11T00:00:00,-18.6242,460.0,86666700.0,0.64,6.34945182,3.076294,2.00354,1.8685,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转5.00派1.20元(含税,扣税后1.08元)",2018-06-01T00:00:00
260,中小板,002756,永兴材料,0.0,-,-,10.0,0.0446030330062444,2018-04-25T00:00:00,-1.9507,6.0047,2018-06-08T00:00:00,2018-06-11T00:00:00,-17.9487,460.0,360000000.0,0.98,9.37160525,2.294461,5.346835,38.6643,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派10.00元(含税,扣税后9.00元)",2018-06-05T00:00:00
261,中小板,002773,康弘药业,0.0,-,-,2.8,0.00504504504504504,2018-04-25T00:00:00,-3.7884,-6.7227,2018-06-08T00:00:00,2018-06-11T00:00:00,-2.2348,460.0,674210027.0,0.96,5.25570638,0.958187,3.038989,29.6822,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.80元(含税,扣税后2.52元)",2018-06-05T00:00:00
262,沪市,603819,神力股份,0.0,-,-,1.2,0.00734394124847001,2018-04-25T00:00:00,3.5242,-7.9437,2018-06-08T00:00:00,2018-06-11T00:00:00,14.7349,460.0,120820000.0,0.26,6.15508348,3.740467,1.221354,-32.6058,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-06-04T00:00:00
263,中小板,002545,东方铁塔,0.0,-,-,0.5,0.0070323488045007,2018-04-25T00:00:00,6.469,-1.7956,2018-06-11T00:00:00,2018-06-12T00:00:00,-13.8528,459.0,1291154187.0,0.1909,5.44173353,3.53656,0.672663,84.0812,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-05T00:00:00
264,沪市,603878,武进不锈,0.0,-,-,3.16,0.0192682926829268,2018-04-25T00:00:00,2.7308,-0.1218,2018-06-11T00:00:00,2018-06-12T00:00:00,-9.75,459.0,202000000.0,0.63,10.02939058,5.289283,3.28706,4.3628,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派3.16元(含税,扣税后2.844元)",2018-06-05T00:00:00
265,创业板,300382,斯莱克,8.0,-,8.0,5.0,0.0359712230215827,2018-04-25T00:00:00,10.0457,1.534,2018-06-11T00:00:00,2018-06-12T00:00:00,-6.1111,459.0,313418807.0,0.44,3.37000478,1.05047,1.060615,25.7984,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转8.00派5.00元(含税,扣税后4.50元)",2018-06-04T00:00:00
266,创业板,300550,和仁科技,0.0,-,-,0.6,0.0016,2018-04-25T00:00:00,-12.6003,-3.8462,2018-06-11T00:00:00,2018-06-12T00:00:00,2.3562,459.0,83220000.0,0.41,6.31049972,2.834788,2.216166,-36.8082,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-06-04T00:00:00
267,创业板,300601,康泰生物,4.974568,1.989827,2.984741,1.193896,0.00124170150806032,2018-04-25T00:00:00,23.9151,5.3699,2018-06-12T00:00:00,2018-06-13T00:00:00,-28.2475,458.0,423295000.0,0.53,2.54311428,1.024283,0.830347,149.0369,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10送1.989827转2.984741派1.193896元(含税,扣税后0.875524元)",2018-06-07T00:00:00
268,创业板,300096,易联众,0.0,-,-,0.05,0.000491642084562439,2018-04-25T00:00:00,-0.524,-6.2673,2018-06-12T00:00:00,2018-06-13T00:00:00,5.5227,458.0,430000000.0,0.042,1.69133168,0.075353,0.553287,70.9891,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.05元(含税,扣税后0.045元)",2018-06-06T00:00:00
269,中小板,002479,富春环保,0.0,-,-,1.0,0.0158730158730159,2018-04-25T00:00:00,-3.5,-7.7599,2018-06-12T00:00:00,2018-06-13T00:00:00,-7.5684,458.0,894100000.0,0.43,3.64078533,1.289929,1.155451,40.6298,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-06T00:00:00
270,沪市,603895,天永智能,4.0,-,4.0,2.5,0.00486949746786132,2018-04-25T00:00:00,-3.9251,10.148,2018-06-13T00:00:00,2018-06-14T00:00:00,-14.9349,457.0,77200000.0,1.071,5.0384897,1.826615,1.971022,-1.713,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转4.00派2.50元(含税,扣税后2.25元)",2018-06-08T00:00:00
271,创业板,300201,海伦哲,0.0,-,-,0.2,0.00408163265306122,2018-04-25T00:00:00,-1.1589,-8.7523,2018-06-13T00:00:00,2018-06-14T00:00:00,-10.8871,457.0,1041006249.0,0.1556,1.48860746,0.122271,0.341497,81.5026,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-07T00:00:00
272,创业板,300247,融捷健康,0.0,-,-,0.3,0.00568181818181818,2018-04-25T00:00:00,-2.7675,-1.8587,2018-06-13T00:00:00,2018-06-14T00:00:00,-11.2595,457.0,804542313.0,0.08,3.02801836,1.673721,0.368043,-10.676,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-08T00:00:00
273,沪市,603813,原尚股份,0.0,-,-,1.8,0.00506756756756757,2018-04-25T00:00:00,2.8532,3.0461,2018-06-13T00:00:00,2018-06-14T00:00:00,-14.3648,457.0,88270000.0,0.72,6.4063757,2.630915,2.515687,26.707,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.80元(含税,扣税后1.62元)",2018-06-08T00:00:00
274,创业板,300050,世纪鼎利,0.0,-,-,0.2,0.00314465408805031,2018-04-25T00:00:00,-4.804,-2.9008,2018-06-13T00:00:00,2018-06-14T00:00:00,-8.4127,457.0,560861718.0,0.21,4.97849077,3.104866,0.913233,-6.5401,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-07T00:00:00
275,创业板,300160,秀强股份,0.0,0.0,0.0,0.2,0.00412371134020619,2018-04-25T00:00:00,0.161,-4.5276,2018-06-13T00:00:00,2018-06-14T00:00:00,-4.3956,457.0,597760000.0,0.19,2.19720855,0.384702,0.704908,-7.2307,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-07T00:00:00
276,深主板,000668,荣丰控股,0.0,0.0,0.0,0.2,0.0016,2018-04-25T00:00:00,3.5687,-2.42,2018-06-13T00:00:00,2018-06-14T00:00:00,-13.9179,457.0,146841890.0,0.07,4.18585012,0.547975,1.878146,125.3661,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-08T00:00:00
277,中小板,002685,华东重机,0.0,-,-,0.3,0.00342465753424658,2018-04-25T00:00:00,1.6502,3.5461,2018-06-13T00:00:00,2018-06-14T00:00:00,-5.5109,457.0,1007690641.0,0.1701,4.31295043,3.001998,0.274401,343.9488,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-06T00:00:00
278,创业板,300191,潜能恒信,0.0,0.0,0.0,0.1,0.00050125313283208,2018-04-25T00:00:00,5.8394,-2.4927,2018-06-14T00:00:00,2018-06-15T00:00:00,-2.788,456.0,320000000.0,-0.05,3.60683929,1.717213,0.661449,-247.6557,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-08T00:00:00
279,沪市,601166,兴业银行,0.0,-,-,6.5,0.0408548082966688,2018-04-25T00:00:00,1.1779,-0.1255,2018-06-14T00:00:00,2018-06-15T00:00:00,0.1946,456.0,20774190751.0,2.74,18.82,3.610812,10.348368,6.221,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派6.50元(含税,扣税后5.85元)",2018-06-08T00:00:00
280,创业板,300540,深冷股份,5.005427,-,5.005427,0.48245,0.00160870290096699,2018-04-25T00:00:00,1.4898,-17.086,2018-06-14T00:00:00,2018-06-15T00:00:00,-22.9794,456.0,82910000.0,0.24,8.09257707,4.170848,2.512636,-50.0306,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转5.005427派0.48245元(含税,扣税后0.434205元)",2018-06-07T00:00:00
281,创业板,300576,容大感光,0.0,-,-,1.0,0.00618811881188119,2018-04-25T00:00:00,-1.4218,-3.1175,2018-06-14T00:00:00,2018-06-15T00:00:00,0.8895,456.0,120000000.0,0.31,3.39616446,1.133385,1.157525,7.8559,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-08T00:00:00
282,中小板,002802,洪汇新材,0.0,-,-,3.511017,0.0127905901639344,2018-04-25T00:00:00,10.35,6.4779,2018-06-14T00:00:00,2018-06-15T00:00:00,-2.2647,456.0,108350000.0,0.67,5.58407785,2.236678,2.115655,37.0548,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派3.511017元(含税,扣税后3.159915元)",2018-06-11T00:00:00
283,沪市,603196,日播时尚,0.0,-,-,1.05,0.00979477611940299,2018-04-25T00:00:00,1.8692,-4.7111,2018-06-14T00:00:00,2018-06-15T00:00:00,0.582,456.0,240000000.0,0.389,3.88968866,1.59639,1.113076,10.5933,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.05元(含税,扣税后0.945元)",2018-06-08T00:00:00
284,创业板,300607,拓斯达,0.0,-,-,2.0,0.00329706561160567,2018-04-25T00:00:00,7.2827,-5.514,2018-06-15T00:00:00,2018-06-19T00:00:00,-22.1655,452.0,130442088.0,1.34,5.86491132,2.83279,1.765636,77.9226,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-12T00:00:00
285,沪市,603118,共进股份,0.0,-,-,0.4,0.00714285714285714,2018-04-25T00:00:00,-7.4026,-16.4179,2018-06-19T00:00:00,2018-06-20T00:00:00,-3.7702,451.0,781816992.0,0.13,5.55606092,3.427101,1.041839,-70.455,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-06-12T00:00:00
286,中小板,002645,华宏科技,7.0,0.0,7.0,0.8,0.00428494911622924,2018-04-25T00:00:00,3.3538,-9.0156,2018-06-19T00:00:00,2018-06-20T00:00:00,3.0411,451.0,209445019.0,0.592,7.99327161,5.124478,1.669122,96.5819,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转7.00派0.80元(含税,扣税后0.72元)",2018-06-12T00:00:00
287,创业板,300518,盛讯达,0.0,0.0,0.0,1.1,0.00224489795918367,2018-04-25T00:00:00,-0.7178,-3.9404,2018-06-19T00:00:00,2018-06-20T00:00:00,-7.2613,451.0,93340000.0,0.68,11.74486731,5.254345,4.990529,-36.5661,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.10元(含税,扣税后0.99元)",2018-06-12T00:00:00
288,中小板,002829,星网宇达,0.0,-,-,0.2,0.000690131124913734,2018-04-25T00:00:00,-12.8098,21.0526,2018-06-19T00:00:00,2018-06-20T00:00:00,-17.4146,451.0,160223800.0,0.41,4.83034564,2.890376,1.909599,-14.4323,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-13T00:00:00
289,创业板,300030,阳普医疗,0.0,-,-,0.25,0.00353107344632768,2018-04-25T00:00:00,3.5,-11.1669,2018-06-19T00:00:00,2018-06-20T00:00:00,-10.8757,451.0,308795815.0,0.04,3.0923026,1.277573,0.705796,-63.3878,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.25元(含税,扣税后0.225元)",2018-06-13T00:00:00
290,沪市,603223,恒通股份,4.0,-,4.0,1.3,0.00777511961722488,2018-04-25T00:00:00,5.6346,-15.17,2018-06-19T00:00:00,2018-06-20T00:00:00,-6.327,451.0,144000000.0,0.52,5.72382712,2.342202,2.209628,6.4506,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转4.00派1.30元(含税,扣税后1.17元)",2018-06-12T00:00:00
291,中小板,002856,美芝股份,2.0,-,2.0,1.5,0.00470072077718584,2018-04-25T00:00:00,4.373,-9.8078,2018-06-19T00:00:00,2018-06-20T00:00:00,-23.8005,451.0,101340000.0,0.45,6.44074163,3.041378,2.124631,-18.536,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转2.00派1.50元(含税,扣税后1.35元)",2018-06-13T00:00:00
292,沪市,603277,银都股份,0.0,-,-,1.5,0.0122448979591837,2018-04-25T00:00:00,-0.135,-16.3251,2018-06-20T00:00:00,2018-06-21T00:00:00,-1.0499,450.0,400800000.0,0.56,3.89513106,1.693885,0.931742,-18.3446,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-14T00:00:00
293,创业板,300377,赢时胜,0.0,-,-,1.5,0.0120385232744783,2018-04-25T00:00:00,0.0636,-14.069,2018-06-20T00:00:00,2018-06-21T00:00:00,14.8849,450.0,742383330.0,0.2808,3.63430584,2.149654,0.471669,72.2275,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-13T00:00:00
294,创业板,300604,长川科技,9.0,-,9.0,1.5,0.00243190661478599,2018-04-25T00:00:00,-0.2924,0.702,2018-06-20T00:00:00,2018-06-21T00:00:00,43.9602,450.0,78026000.0,0.72,5.37359994,3.522158,1.280066,21.3351,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转9.00派1.50元(含税,扣税后1.35元)",2018-06-14T00:00:00
295,沪市,600694,大商股份,0.0,-,-,9.0,0.0269380425022448,2018-04-25T00:00:00,4.9885,-9.2366,2018-06-21T00:00:00,2018-06-22T00:00:00,-10.1529,449.0,293718653.0,2.98,25.04106995,3.987781,17.211859,24.6893,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派9.00元(含税,扣税后8.10元)",2018-06-14T00:00:00
296,沪市,600481,双良节能,0.0,-,-,0.5,0.0166112956810631,2018-04-25T00:00:00,3.4946,-20.5805,2018-06-21T00:00:00,2018-06-22T00:00:00,2.3179,449.0,1635895808.0,0.0592,1.27419666,0.000959,0.06552,-40.5348,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-15T00:00:00
297,深主板,000650,仁和药业,0.0,-,-,1.0,0.0174216027874564,2018-04-25T00:00:00,8.8292,-9.1772,2018-06-21T00:00:00,2018-06-22T00:00:00,22.2411,449.0,1238340076.0,0.31,2.42950208,0.238031,1.013867,2.1071,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-13T00:00:00
298,沪市,603966,法兰泰克,3.0,-,3.0,0.8,0.00657354149548069,2018-04-25T00:00:00,-1.5514,-19.5638,2018-06-21T00:00:00,2018-06-22T00:00:00,-9.2857,449.0,162342000.0,0.41,5.13511076,2.270514,1.601784,12.084,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转3.00派0.80元(含税,扣税后0.72元)",2018-06-15T00:00:00
299,创业板,300364,中文在线,0.0,-,-,0.14,0.00201729106628242,2018-04-25T00:00:00,-3.1621,-23.484,2018-06-21T00:00:00,2018-06-22T00:00:00,-11.5983,449.0,775674085.0,0.11,3.74602204,2.386557,0.380839,121.2237,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.14元(含税,扣税后0.126元)",2018-06-15T00:00:00
300,创业板,300232,洲明科技,2.0,-,2.0,0.5,0.00421585160202361,2018-04-25T00:00:00,-2.2086,-20.986,2018-06-22T00:00:00,2018-06-25T00:00:00,-6.8421,446.0,634383805.0,0.47,2.82621256,0.943666,1.036851,70.7984,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转2.00派0.50元(含税,扣税后0.45元)",2018-06-15T00:00:00
301,创业板,300581,晨曦航空,9.0,-,9.0,-,-,2018-04-25T00:00:00,-0.2821,-10.738,2018-06-25T00:00:00,2018-06-26T00:00:00,-19.6733,445.0,90400000.0,0.5367,6.18425289,2.499518,2.289882,-7.4648,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,10转9.00,2018-06-20T00:00:00
302,沪市,603991,至正股份,0.0,-,-,1.0,0.00441891294741494,2018-04-25T00:00:00,0.1896,-14.4747,2018-06-25T00:00:00,2018-06-26T00:00:00,-8.3888,445.0,74534998.0,0.54,6.18929562,3.32231,1.680287,1.3417,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-20T00:00:00
303,沪市,603421,鼎信通讯,0.0,-,-,2.1,0.01171875,2018-04-25T00:00:00,-7.0679,-13.0097,2018-06-26T00:00:00,2018-06-27T00:00:00,1.6705,444.0,442995500.0,0.69,4.77334585,1.453526,2.23984,-2.9322,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.10元(含税,扣税后1.89元)",2018-06-19T00:00:00
304,创业板,300667,必创科技,5.0,0.0,5.0,1.0,0.00198137507430157,2018-04-25T00:00:00,-10.0421,-0.0594,2018-06-26T00:00:00,2018-06-27T00:00:00,-29.1825,444.0,68000000.0,0.72,5.28334583,2.345812,1.852167,32.8871,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转5.00派1.00元(含税,扣税后0.90元)",2018-06-20T00:00:00
305,创业板,300678,中科信息,8.0,-,8.0,0.5,0.000975990630489947,2018-04-25T00:00:00,-13.5454,-9.2471,2018-06-26T00:00:00,2018-06-27T00:00:00,-29.2014,444.0,100000000.0,0.498,5.24838969,2.583677,1.387375,9.74,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转8.00派0.50元(含税,扣税后0.45元)",2018-06-20T00:00:00
306,创业板,300526,中潜股份,0.0,-,-,0.5,0.00358680057388809,2018-04-25T00:00:00,8.8407,-14.426,2018-06-26T00:00:00,2018-06-27T00:00:00,-10.1534,444.0,171464816.0,0.2558,3.06065288,0.627068,1.388725,21.7694,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-20T00:00:00
307,中小板,002730,电光科技,0.0,-,-,0.35,0.00451030927835052,2018-04-25T00:00:00,7.7756,-17.7966,2018-06-26T00:00:00,2018-06-27T00:00:00,11.4583,444.0,322674000.0,0.17,2.7770481,0.553332,1.086136,45.5566,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.35元(含税,扣税后0.315元)",2018-06-20T00:00:00
308,中小板,002835,同为股份,0.0,0.0,0.0,0.3,0.0037359900373599,2018-04-25T00:00:00,-0.1847,-12.9067,2018-06-26T00:00:00,2018-06-27T00:00:00,2.4969,444.0,216000000.0,0.09,3.01268173,0.822414,1.05156,-68.1667,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-21T00:00:00
309,沪市,600758,红阳能源,0.0,-,-,1.1,0.0248868778280543,2018-04-25T00:00:00,-4.4143,-10.1626,2018-06-27T00:00:00,2018-06-28T00:00:00,4.717,443.0,1331408935.0,0.35,4.17791745,2.560666,0.450492,167.6354,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.10元(含税,扣税后0.99元)",2018-06-22T00:00:00
310,沪市,601669,中国电建,0.0,-,-,0.9255,0.0169816513761468,2018-04-25T00:00:00,-2.0281,-1.8018,2018-06-28T00:00:00,2018-06-29T00:00:00,7.8358,442.0,15299035024.0,0.4788,4.76282805,1.507547,2.196328,8.7836,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.9255元(含税,扣税后0.833元)",2018-06-21T00:00:00
